Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Turkey	47	1	0	N/A	5.7e-07	1e-08	333.333333333	153.846153846	100	3.33333333333e-06	1.53846153846e-06	1e-06	29	1	141.7	100	NA	NA
Italy	31506	2503	2941	N/A	0.00052135	4.142e-05	834333.333333	385076.923077	250300	0.0138066666667	0.00637230769231	0.004142	3526	345	9.1	-1.1	NA	NA
Czech Republic	396	0	3	N/A	3.727e-05	0.0	1980	792	495	0.00018635	7.454e-05	4.65875e-05	98	0	117.8	100	NA	NA
Vatican	1	0	0	N/A	0.00124844	0.0	5	2	1.25	0.0062422	0.00249688	0.00156055	0	0	100	100	NA	NA
San Marino	109	7	4	N/A	0.00322628	0.00020719	2333.33333333	1076.92307692	700	0.0690633333333	0.0318753846154	0.020719	0	0	-100	-100	NA	NA
Luxembourg	140	1	0	N/A	0.00023037	1.65e-06	333.333333333	153.846153846	100	0.00055	0.000253846153846	0.000165	63	0	250	100	NA	NA
France	7699	149	12	N/A	0.00011493	2.22e-06	49666.6666667	22923.0769231	14900	0.00074	0.000341538461538	0.000222	1034	0	-51.7	-100	NA	NA
Andorra	39	0	1	N/A	0.00050645	0.0	195	78	48.75	0.00253225	0.0010129	0.0006330625	37	0	3600	100	NA	NA
Georgia	34	0	1	N/A	9.11e-06	0.0	170	68	42.5	4.555e-05	1.822e-05	1.13875e-05	1	0	100	100	NA	NA
Slovakia	72	0	0	N/A	1.322e-05	0.0	360	144	90	6.61e-05	2.644e-05	1.6525e-05	9	0	0	100	NA	NA
Ireland	223	2	5	N/A	4.595e-05	4.1e-07	666.666666667	307.692307692	200	0.000136666666667	6.30769230769e-05	4.1e-05	54	0	35	100	6636	0.001394
Norway	1463	3	1	N/A	0.00027529	5.6e-07	1000	461.538461538	300	0.000186666666667	8.61538461538e-05	5.6e-05	130	0	16.1	100	NA	NA
Lithuania	25	0	1	N/A	8.96e-06	0.0	125	50	31.25	4.48e-05	1.792e-05	1.12e-05	8	0	60	100	NA	NA
Israel	337	0	11	N/A	3.793e-05	0.0	1685	674	421.25	0.00018965	7.586e-05	4.74125e-05	82	0	1950	100	NA	NA
Belarus	36	0	3	N/A	3.8e-06	0.0	180	72	45	1.9e-05	7.6e-06	4.75e-06	0	0	-100	100	NA	NA
Iceland	220	1	0	N/A	0.00062222	2.83e-06	333.333333333	153.846153846	100	0.000943333333333	0.000435384615385	0.000283	40	1	344.4	-120	2278	0.006254
Montenegro	2	0	0	N/A	3.21e-06	0.0	10	4	2.5	1.605e-05	6.42e-06	4.0125e-06	NA	NA	100	100	NA	NA
Slovenia	275	1	0	N/A	0.00013302	4.8e-07	333.333333333	153.846153846	100	0.00016	7.38461538462e-05	4.8e-05	22	0	-35.3	100	NA	NA
Germany	9257	24	67	N/A	0.00011163	2.9e-07	8000	3692.30769231	2400	9.66666666667e-05	4.46153846154e-05	2.9e-05	1985	7	34.4	16.7	NA	NA
Bosnia and Herzegovina	26	0	2	N/A	7.82e-06	0.0	130	52	32.5	3.91e-05	1.564e-05	9.775e-06	1	0	0	100	NA	NA
Armenia	78	0	1	N/A	2.642e-05	0.0	390	156	97.5	0.0001321	5.284e-05	3.3025e-05	26	0	0	100	NA	NA
