Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Transylvania	0.061	2.641	1.79e-06	7.718e-05
Cumberland	2.063	88.788	6.21e-06	0.00026717
Jones	0.0	0.0	0.0	0.0
Brunswick	0.094	7.432	6.9e-07	5.435e-05
Wayne	1.871	80.537	1.518e-05	0.00065345
Onslow	0.798	34.327	4.04e-06	0.00017365
Anson	0.222	10.732	8.94e-06	0.00043139
Cherokee	0.0	0.0	0.0	0.0
Gates	0.0	0.0	0.0	0.0
Beaufort	0.152	6.665	3.24e-06	0.00014156
Wilson	1.151	49.51	1.412e-05	0.00060782
Montgomery	0.0	1.483	0.0	5.437e-05
Iredell	1.296	55.782	7.26e-06	0.00031262
Currituck	0.032	1.533	1.17e-06	5.663e-05
Buncombe	0.0	0.419	0.0	1.62e-06
Ashe	1.163	52.624	4.291e-05	0.0019412
Lincoln	0.122	6.449	1.45e-06	7.698e-05
Columbus	0.767	36.144	1.379e-05	0.00064944
Hyde	-32.385	-662.529	-0.00619208	-0.12667859
Alexander	0.0	0.0	0.0	0.0
Henderson	1.258	54.131	1.077e-05	0.00046366
Mitchell	0.078	3.508	5.17e-06	0.00023388
Wilkes	0.0	0.0	0.0	0.0
Lee	0.061	2.641	1e-06	4.297e-05
Caldwell	0.006	5.833	7e-08	7.111e-05
Washington	0.576	25.627	4.861e-05	0.00216095
Richmond	0.0	0.0	0.0	0.0
Yadkin	0.0	0.0	0.0	0.0
Robeson	0.146	6.271	1.11e-06	4.757e-05
Surry	0.271	12.279	3.77e-06	0.00017066
Macon	0.617	27.431	1.749e-05	0.00077742
Martin	0.079	3.833	3.5e-06	0.00016906
Davidson	1.487	65.023	8.92e-06	0.00039026
Person	0.144	6.401	3.64e-06	0.00016201
Perquimans	0.068	3.213	5.08e-06	0.00023937
Alamance	0.951	40.929	5.71e-06	0.00024591
Catawba	0.0	3.521	0.0	2.219e-05
Lenoir	0.37	16.186	6.61e-06	0.00028915
Halifax	0.528	24.361	1.045e-05	0.0004817
McDowell	0.348	15.233	7.65e-06	0.00033475
Cabarrus	1.833	78.886	8.67e-06	0.00037326
Carteret	0.0	0.231	0.0	3.33e-06
Duplin	0.37	16.186	6.29e-06	0.000275
Rowan	1.941	83.507	1.374e-05	0.00059115
Bladen	0.309	13.716	9.3e-06	0.00041325
Alleghany	0.0	0.0	0.0	0.0
Bertie	0.283	12.377	1.487e-05	0.00065054
Wake	6.211	271.622	5.69e-06	0.00024867
Edgecombe	0.682	32.128	1.311e-05	0.00061779
Stokes	0.0	0.011	0.0	2.4e-07
Guilford	0.0	6.736	0.0	1.262e-05
Scotland	0.084	3.631	2.42e-06	0.0001043
Northampton	1.035	44.559	5.263e-05	0.00226465
Pasquotank	0.106	5.618	2.67e-06	0.00014173
Johnston	1.91	82.187	9.42e-06	0.00040551
Davie	0.314	13.533	7.36e-06	0.00031668
Hertford	0.054	2.31	2.27e-06	9.766e-05
Randolph	1.158	49.84	8.08e-06	0.00034768
Pamlico	0.079	3.833	6.27e-06	0.00030251
Hoke	0.289	13.34	5.28e-06	0.00024358
Rockingham	0.286	13.798	3.15e-06	0.00015214
Stanly	0.222	10.442	3.57e-06	0.00016821
Vance	0.468	20.134	1.049e-05	0.00045162
Clay	4.134	89.673	0.00037113	0.0080504
Chatham	0.299	12.873	4.09e-06	0.000176
Chowan	6.89	149.456	0.00049113	0.01065334
Pender	0.0	0.0	0.0	0.0
Franklin	0.575	24.755	8.51e-06	0.00036642
Rutherford	0.762	36.795	1.141e-05	0.00055061
Craven	0.289	15.286	2.8e-06	0.00014854
Greene	0.0	0.897	2e-08	4.269e-05
New Hanover	0.186	13.959	8e-07	6.01e-05
Union	1.902	81.857	8.06e-06	0.00034699
Swain	0.273	12.601	1.918e-05	0.00088458
Haywood	0.926	41.147	1.494e-05	0.00066397
Dare	0.432	19.202	1.183e-05	0.00052606
Forsyth	0.0	1.408	0.0	3.71e-06
Durham	4.87	209.593	1.538e-05	0.00066172
Pitt	1.235	53.141	6.86e-06	0.00029537
Moore	1.933	83.177	1.959e-05	0.00084288
Burke	1.728	76.807	1.912e-05	0.00084981
Gaston	1.664	71.625	7.47e-06	0.00032141
Warren	0.0	0.0	0.0	0.0
Mecklenburg	6.942	391.547	6.35e-06	0.00035794
Cleveland	0.905	40.232	9.27e-06	0.00041203
Granville	2.823	121.465	4.695e-05	0.00202055
Sampson	0.345	14.853	5.42e-06	0.00023344
Caswell	0.051	2.41	2.25e-06	0.00010616
Harnett	0.652	28.056	4.86e-06	0.00020904
Watauga	0.0	0.0	0.0	0.0
Polk	0.0	0.024	0.0	1.17e-06
Orange	2.761	118.825	1.891e-05	0.00081372
Nash	0.315	17.546	3.35e-06	0.00018662
Jackson	0.0	0.0	0.0	0.0
