Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily
Bladen	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Currituck	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Union	13	0	0	0	5.511e-5	0	65	26	16.25	2.7555e-4	1.1022e-4	6.88875e-5	1	0
Wilson	4	0	0	0	4.911e-5	0	20	8	5	2.4555e-4	9.822e-5	6.13875e-5	1	0
Montgomery	1	0	0	0	3.667e-5	0	5	2	1.25	1.8335e-4	7.334e-5	4.58375e-5	0	0
Wayne	1	0	0	0	8.11e-6	0	5	2	1.25	4.055e-5	1.622e-5	1.01375e-5	0	0
Robeson	1	0	0	0	7.59e-6	0	5	2	1.25	3.795e-5	1.518e-5	9.4875e-6	0	0
Brunswick	8	0	0	0	5.85e-5	0	40	16	10	2.925e-4	1.17e-4	7.3125e-5	2	0
Henderson	2	0	0	0	1.713e-5	0	10	4	2.5	8.565e-5	3.426e-5	2.14125e-5	1	0
Cherokee	4	0	0	0	1.4093e-4	0	20	8	5	7.0465e-4	2.8186e-4	1.761625e-4	0	0
Anson	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catawba	4	0	0	0	2.521e-5	0	20	8	5	1.2605e-4	5.042e-5	3.15125e-5	3	0
Yadkin	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stokes	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pasquotank	1	0	0	0	2.523e-5	0	5	2	1.25	1.2615e-4	5.046e-5	3.15375e-5	0	0
Hoke	1	0	0	0	1.826e-5	0	5	2	1.25	9.13e-5	3.652e-5	2.2825e-5	0	0
Wilkes	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alamance	2	0	0	0	1.202e-5	0	10	4	2.5	6.01e-5	2.404e-5	1.5025e-5	0	0
Moore	2	0	0	0	2.027e-5	0	10	4	2.5	1.0135e-4	4.054e-5	2.53375e-5	0	0
Washington	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Duplin	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Durham	41	0	0	0	1.2944e-4	0	205	82	51.25	6.472e-4	2.5888e-4	1.618e-4	0	0
Camden	0	0	0	0	0	0	0	0	0	0	0	0	0	0
New Hanover	4	0	0	0	1.722e-5	0	20	8	5	8.61e-5	3.444e-5	2.1525e-5	0	0
Polk	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Warren	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Watauga	2	0	0	0	3.575e-5	0	10	4	2.5	1.7875e-4	7.15e-5	4.46875e-5	0	0
Jackson	1	0	0	0	2.308e-5	0	5	2	1.25	1.154e-4	4.616e-5	2.885e-5	1	0
Transylvania	1	0	0	0	2.923e-5	0	5	2	1.25	1.4615e-4	5.846e-5	3.65375e-5	1	0
Caldwell	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Onslow	3	0	0	0	1.518e-5	0	15	6	3.75	7.59e-5	3.036e-5	1.8975e-5	0	0
Granville	1	0	0	0	1.663e-5	0	5	2	1.25	8.315e-5	3.326e-5	2.07875e-5	0	0
Orange	6	0	0	0	4.109e-5	0	30	12	7.5	2.0545e-4	8.218e-5	5.13625e-5	0	0
Burke	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lee	1	0	0	0	1.627e-5	0	5	2	1.25	8.135e-5	3.254e-5	2.03375e-5	0	0
Avery	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Buncombe	8	0	0	0	3.088e-5	0	40	16	10	1.544e-4	6.176e-5	3.86e-5	4	0
Guilford	11	0	0	0	2.061e-5	0	55	22	13.75	1.0305e-4	4.122e-5	2.57625e-5	0	0
Cabarrus	6	0	0	0	2.839e-5	0	30	12	7.5	1.4195e-4	5.678e-5	3.54875e-5	0	0
Wake	52	0	0	0	4.761e-5	0	260	104	65	2.3805e-4	9.522e-5	5.95125e-5	0	0
Chatham	3	0	0	0	4.102e-5	0	15	6	3.75	2.051e-4	8.204e-5	5.1275e-5	0	0
Beaufort	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vance	1	0	0	0	2.243e-5	0	5	2	1.25	1.1215e-4	4.486e-5	2.80375e-5	1	0
Rutherford	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Harnett	8	0	0	0	5.961e-5	0	40	16	10	2.9805e-4	1.1922e-4	7.45125e-5	1	0
Davie	1	0	0	0	2.34e-5	0	5	2	1.25	1.17e-4	4.68e-5	2.925e-5	0	0
Greene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pender	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Forsyth	12	0	0	0	3.165e-5	0	60	24	15	1.5825e-4	6.33e-5	3.95625e-5	0	0
Clay	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macon	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chowan	1	0	0	0	7.128e-5	0	5	2	1.25	3.564e-4	1.4256e-4	8.91e-5	0	0
Madison	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gaston	4	0	0	0	1.795e-5	0	20	8	5	8.975e-5	3.59e-5	2.24375e-5	1	0
Northampton	1	0	0	0	5.082e-5	0	5	2	1.25	2.541e-4	1.0164e-4	6.3525e-5	1	0
Swain	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyde	1	0	0	0	1.912e-4	0	5	2	1.25	9.56e-4	3.824e-4	2.39e-4	0	0
Stanly	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Graham	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lenoir	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hertford	1	0	0	0	4.227e-5	0	5	2	1.25	2.1135e-4	8.454e-5	5.28375e-5	1	0
Scotland	1	0	0	0	2.873e-5	0	5	2	1.25	1.4365e-4	5.746e-5	3.59125e-5	0	0
Richmond	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Davidson	2	0	0	0	1.2e-5	0	10	4	2.5	6e-5	2.4e-5	1.5e-5	1	0
Columbus	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mecklenburg	97	0	0	0	8.867e-5	0	485	194	121.25	4.4335e-4	1.7734e-4	1.108375e-4	20	0
Bertie	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alexander	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lincoln	1	0	0	0	1.194e-5	0	5	2	1.25	5.97e-5	2.388e-5	1.4925e-5	0	0
Sampson	1	0	0	0	1.572e-5	0	5	2	1.25	7.86e-5	3.144e-5	1.965e-5	0	0
Edgecombe	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ashe	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Craven	2	0	0	0	1.943e-5	0	10	4	2.5	9.715e-5	3.886e-5	2.42875e-5	0	0
Iredell	8	0	0	0	4.483e-5	0	40	16	10	2.2415e-4	8.966e-5	5.60375e-5	2	0
Franklin	4	0	0	0	5.921e-5	0	20	8	5	2.9605e-4	1.1842e-4	7.40125e-5	0	0
Carteret	5	0	0	0	7.192e-5	0	25	10	6.25	3.596e-4	1.4384e-4	8.99e-5	0	0
Johnston	3	0	0	0	1.48e-5	0	15	6	3.75	7.4e-5	2.96e-5	1.85e-5	0	0
Nash	1	0	0	0	1.064e-5	0	5	2	1.25	5.32e-5	2.128e-5	1.33e-5	0	0
Tyrrell	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caswell	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cleveland	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halifax	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cumberland	3	0	0	0	9.03e-6	0	15	6	3.75	4.515e-5	1.806e-5	1.12875e-5	0	0
Rockingham	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rowan	4	0	0	0	2.832e-5	0	20	8	5	1.416e-4	5.664e-5	3.54e-5	2	0
Alleghany	0	0	0	0	0	0	0	0	0	0	0	0	0	0
McDowell	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haywood	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pamlico	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dare	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jones	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pitt	6	0	0	0	3.335e-5	0	30	12	7.5	1.6675e-4	6.67e-5	4.16875e-5	3	0
Martin	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mitchell	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gates	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Person	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Yancey	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Surry	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Perquimans	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Randolph	1	0	0	0	6.98e-6	0	5	2	1.25	3.49e-5	1.396e-5	8.725e-6	1	0
