Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Transylvania	0.12	0.12	3.5e-06	3.5e-06
Cumberland	5.27	5.27	1.586e-05	1.586e-05
Jones	0.0	0.0	0.0	0.0
Brunswick	0.084	0.084	6.1e-07	6.1e-07
Wayne	3.952	3.952	3.207e-05	3.207e-05
Onslow	1.976	1.976	1e-05	1e-05
Anson	8.084	8.084	0.00032498	0.00032498
Cherokee	0.0	0.0	0.0	0.0
Gates	0.0	0.0	0.0	0.0
Beaufort	0.35	0.35	7.43e-06	7.43e-06
Wilson	2.695	2.695	3.308e-05	3.308e-05
Montgomery	0.659	0.659	2.415e-05	2.415e-05
Iredell	3.294	3.294	1.846e-05	1.846e-05
Currituck	2.695	2.695	9.954e-05	9.954e-05
Buncombe	0.558	0.558	2.15e-06	2.15e-06
Ashe	0.0	0.0	0.0	0.0
Lincoln	0.479	0.479	5.72e-06	5.72e-06
Columbus	3.615	3.615	6.496e-05	6.496e-05
Hyde	-7.593	-7.593	-0.00145186	-0.00145186
Alexander	0.0	0.0	0.0	0.0
Henderson	3.833	3.833	3.283e-05	3.283e-05
Mitchell	0.221	0.221	1.473e-05	1.473e-05
Wilkes	0.0	0.0	0.0	0.0
Lee	0.12	0.12	1.95e-06	1.95e-06
Caldwell	0.933	0.933	1.137e-05	1.137e-05
Washington	0.0	0.0	0.0	0.0
Richmond	0.0	0.0	0.0	0.0
Yadkin	0.0	0.0	0.0	0.0
Robeson	0.479	0.479	3.63e-06	3.63e-06
Surry	1.215	1.215	1.689e-05	1.689e-05
Macon	1.701	1.701	4.82e-05	4.82e-05
Martin	3.593	3.593	0.00015849	0.00015849
Davidson	3.459	3.459	2.076e-05	2.076e-05
Person	0.737	0.737	1.866e-05	1.866e-05
Perquimans	0.0	0.0	0.0	0.0
Alamance	2.395	2.395	1.439e-05	1.439e-05
Catawba	1.198	1.198	7.55e-06	7.55e-06
Lenoir	0.816	0.816	1.458e-05	1.458e-05
Halifax	3.744	3.744	7.404e-05	7.404e-05
McDowell	0.525	0.525	1.153e-05	1.153e-05
Cabarrus	4.312	4.312	2.04e-05	2.04e-05
Carteret	0.587	0.587	8.44e-06	8.44e-06
Duplin	0.699	0.699	1.188e-05	1.188e-05
Rowan	4.731	4.731	3.349e-05	3.349e-05
Bladen	0.85	0.85	2.562e-05	2.562e-05
Alleghany	0.0	0.0	0.0	0.0
Bertie	0.466	0.466	2.451e-05	2.451e-05
Wake	16.348	16.348	1.497e-05	1.497e-05
Edgecombe	3.874	3.874	7.448e-05	7.448e-05
Stokes	0.0	0.0	0.0	0.0
Guilford	3.275	3.275	6.14e-06	6.14e-06
Scotland	0.12	0.12	3.44e-06	3.44e-06
Northampton	2.874	2.874	0.00014609	0.00014609
Pasquotank	0.419	0.419	1.058e-05	1.058e-05
Johnston	4.372	4.372	2.157e-05	2.157e-05
Davie	1.078	1.078	2.522e-05	2.522e-05
Hertford	0.12	0.12	5.06e-06	5.06e-06
Randolph	2.815	2.815	1.963e-05	1.963e-05
Pamlico	2.695	2.695	0.00021269	0.00021269
Hoke	0.838	0.838	1.531e-05	1.531e-05
Rockingham	0.0	0.0	0.0	0.0
Stanly	0.368	0.368	5.92e-06	5.92e-06
Vance	1.138	1.138	2.552e-05	2.552e-05
Clay	2.695	2.695	0.00024192	0.00024192
Chatham	0.719	0.719	9.83e-06	9.83e-06
Chowan	1.797	1.797	0.00012806	0.00012806
Pender	2.486	2.486	3.998e-05	3.998e-05
Franklin	1.138	1.138	1.684e-05	1.684e-05
Rutherford	0.0	0.0	0.0	0.0
Craven	1.068	1.068	1.038e-05	1.038e-05
Greene	0.425	0.425	2.023e-05	2.023e-05
New Hanover	1.22	1.22	5.25e-06	5.25e-06
Union	4.731	4.731	2.005e-05	2.005e-05
Swain	0.85	0.85	5.97e-05	5.97e-05
Haywood	2.551	2.551	4.117e-05	4.117e-05
Dare	1.021	1.021	2.796e-05	2.796e-05
Forsyth	0.556	0.556	1.47e-06	1.47e-06
Durham	11.677	11.677	3.687e-05	3.687e-05
Pitt	2.515	2.515	1.398e-05	1.398e-05
Moore	2.455	2.455	2.488e-05	2.488e-05
Burke	4.649	4.649	5.144e-05	5.144e-05
Gaston	4.132	4.132	1.854e-05	1.854e-05
Warren	0.0	0.0	0.0	0.0
Mecklenburg	39.224	39.224	3.586e-05	3.586e-05
Cleveland	2.211	2.211	2.264e-05	2.264e-05
Granville	9.941	9.941	0.00016536	0.00016536
Sampson	0.659	0.659	1.035e-05	1.035e-05
Caswell	0.0	0.0	0.0	0.0
Harnett	2.036	2.036	1.517e-05	1.517e-05
Watauga	0.0	0.0	0.0	0.0
Polk	0.097	0.097	4.71e-06	4.71e-06
Orange	6.348	6.348	4.347e-05	4.347e-05
Nash	1.244	1.244	1.324e-05	1.324e-05
Jackson	0.0	0.0	0.0	0.0
