Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily
Italy	2502	79	160	N/A	4.14e-05	1.31e-06	26333.3333333	12153.8461538	7900	0.000436666666667	0.000201538461538	0.000131	466	27
Czech Republic	5	0	0	N/A	4.7e-07	0.0	25	10	6.25	2.35e-06	9.4e-07	5.875e-07	2	0
San Marino	10	1	0	N/A	0.00029599	2.96e-05	333.333333333	153.846153846	100	0.00986666666667	0.00455384615385	0.00296	2	1
Luxembourg	1	0	0	N/A	1.65e-06	0.0	5	2	1.25	8.25e-06	3.3e-06	2.0625e-06	0	0
France	204	4	12	N/A	3.05e-06	6e-08	1333.33333333	615.384615385	400	2e-05	9.23076923077e-06	6e-06	13	1
Andorra	1	0	0	N/A	1.299e-05	0.0	5	2	1.25	6.495e-05	2.598e-05	1.62375e-05	0	0
Georgia	3	0	0	N/A	8e-07	0.0	15	6	3.75	4e-06	1.6e-06	1e-06	0	0
Ireland	2	0	0	N/A	4.1e-07	0.0	10	4	2.5	2.05e-06	8.2e-07	5.125e-07	1	0
Norway	32	0	0	N/A	6.02e-06	0.0	160	64	40	3.01e-05	1.204e-05	7.525e-06	7	0
Lithuania	1	0	0	N/A	3.6e-07	0.0	5	2	1.25	1.8e-06	7.2e-07	4.5e-07	0	0
Israel	12	0	1	N/A	1.35e-06	0.0	60	24	15	6.75e-06	2.7e-06	1.6875e-06	2	0
Belarus	1	0	0	N/A	1.1e-07	0.0	5	2	1.25	5.5e-07	2.2e-07	1.375e-07	0	0
Iceland	11	0	0	N/A	3.111e-05	0.0	55	22	13.75	0.00015555	6.222e-05	3.88875e-05	5	0
Germany	196	0	16	N/A	2.36e-06	0.0	980	392	245	1.18e-05	4.72e-06	2.95e-06	37	0
Armenia	1	0	0	N/A	3.4e-07	0.0	5	2	1.25	1.7e-06	6.8e-07	4.25e-07	0	0
Belgium	13	0	1	N/A	1.14e-06	0.0	65	26	16.25	5.7e-06	2.28e-06	1.425e-06	5	0
Spain	165	1	2	N/A	3.53e-06	2e-08	333.333333333	153.846153846	100	6.66666666667e-06	3.07692307692e-06	2e-06	45	1
Ukraine	1	0	0	N/A	2e-08	0.0	5	2	1.25	1e-07	4e-08	2.5e-08	NA	NA
Netherlands	24	0	0	N/A	1.39e-06	0.0	120	48	30	6.95e-06	2.78e-06	1.7375e-06	6	0
Denmark	6	0	0	N/A	1.03e-06	0.0	30	12	7.5	5.15e-06	2.06e-06	1.2875e-06	2	0
Finland	6	0	1	N/A	1.09e-06	0.0	30	12	7.5	5.45e-06	2.18e-06	1.3625e-06	0	0
Macedonia	1	0	0	N/A	4.8e-07	0.0	5	2	1.25	2.4e-06	9.6e-07	6e-07	0	0
Sweden	21	0	0	N/A	2.06e-06	0.0	105	42	26.25	1.03e-05	4.12e-06	2.575e-06	6	0
Latvia	1	0	0	N/A	5.2e-07	0.0	5	2	1.25	2.6e-06	1.04e-06	6.5e-07	0	0
Croatia	9	0	0	N/A	2.2e-06	0.0	45	18	11.25	1.1e-05	4.4e-06	2.75e-06	2	0
Monaco	1	0	0	N/A	2.585e-05	0.0	5	2	1.25	0.00012925	5.17e-05	3.23125e-05	0	0
