Date	Cases	Cases_per_capitaTotal_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-01-17	16.15	2.7e-07	16.15	2.7e-07	0.097	0.0	0.097	0.0
2020-01-18	32.3	5.3e-07	48.449	8e-07	0.194	0.0	0.291	0.0
2020-01-19	64.599	1.07e-06	113.048	1.87e-06	0.388	1e-08	0.678	1e-08
2020-01-20	129.198	2.14e-06	242.246	4.01e-06	0.775	1e-08	1.453	2e-08
2020-01-21	224.482	3.71e-06	466.728	7.72e-06	1.347	2e-08	2.8	5e-08
2020-01-22	448.963	7.43e-06	915.691	1.515e-05	2.694	4e-08	5.494	9e-08
2020-01-23	673.445	1.114e-05	1589.136	2.63e-05	4.041	7e-08	9.535	1.6e-07
2020-01-24	1346.89	2.229e-05	2936.026	4.858e-05	8.081	1.3e-07	17.616	2.9e-07
2020-01-25	2244.817	3.715e-05	5180.843	8.573e-05	13.469	2.2e-07	31.085	5.1e-07
2020-01-26	3367.225	5.572e-05	8548.068	0.00014145	20.203	3.3e-07	51.288	8.5e-07
2020-01-27	4489.633	7.429e-05	13037.702	0.00021574	26.938	4.5e-07	78.226	1.29e-06
2020-01-28	5612.042	9.287e-05	18649.743	0.00030861	33.672	5.6e-07	111.898	1.85e-06
2020-01-29	6734.45	0.00011144	25384.194	0.00042005	40.407	6.7e-07	152.305	2.52e-06
2020-01-30	7856.858	0.00013001	33241.052	0.00055006	47.141	7.8e-07	199.446	3.3e-06
2020-01-31	9428.23	0.00015602	42669.282	0.00070608	56.569	9.4e-07	256.016	4.24e-06
2020-02-01	11224.084	0.00018573	53893.366	0.00089181	67.345	1.11e-06	323.36	5.35e-06
2020-02-02	13468.9	0.00022288	67362.266	0.00111469	80.813	1.34e-06	404.174	6.69e-06
2020-02-03	16162.68	0.00026746	83524.946	0.00138215	96.976	1.6e-06	501.15	8.29e-06
2020-02-04	20876.795	0.00034546	104401.742	0.00172761	125.261	2.07e-06	626.41	1.037e-05
2020-02-05	29407.099	0.00048662	133808.841	0.00221423	176.443	2.92e-06	802.853	1.329e-05
2020-02-06	42427.036	0.00070207	176235.876	0.0029163	254.562	4.21e-06	1057.415	1.75e-05
2020-02-07	52334.16	0.00086601	228570.037	0.00378231	314.005	5.2e-06	1371.42	2.269e-05
2020-02-08	65518.717	0.00108419	294088.754	0.0048665	393.112	6.51e-06	1764.533	2.92e-05
2020-02-09	79780.786	0.00132019	373869.54	0.00618669	478.685	7.92e-06	2243.217	3.712e-05
2020-02-10	96946.151	0.00160424	470815.69	0.00779093	581.677	9.63e-06	2824.894	4.675e-05
2020-02-11	116685.573	0.00193088	587501.263	0.00972181	700.113	1.159e-05	3525.008	5.833e-05
2020-02-12	142815.239	0.00236327	730316.502	0.01208507	856.891	1.418e-05	4381.899	7.251e-05
2020-02-13	176382.732	0.00291873	906699.234	0.01500381	1058.296	1.751e-05	5440.195	9.002e-05
2020-02-14	216969.018	0.00359034	1123668.251	0.01859415	1301.814	2.154e-05	6742.01	0.00011156
2020-02-15	261251.769	0.00432312	1384920.02	0.02291727	1567.511	2.594e-05	8309.52	0.0001375
2020-02-16	313226.758	0.00518319	1698146.778	0.02810046	1879.361	3.11e-05	10188.881	0.0001686
2020-02-17	367895.528	0.00608783	2066042.306	0.03418829	2207.373	3.653e-05	12396.254	0.00020513
2020-02-18	427742.341	0.00707816	2493784.647	0.04126645	2566.454	4.247e-05	14962.708	0.0002476
2020-02-19	494548.087	0.00818364	2988332.734	0.0494501	2967.289	4.91e-05	17929.996	0.0002967
2020-02-20	570557.58	0.00944143	3558890.314	0.05889152	3423.345	5.665e-05	21353.342	0.00035335
2020-02-21	644112.741	0.0106586	4203003.056	0.06955012	3864.676	6.395e-05	25218.018	0.0004173
2020-02-22	705560.857	0.01167542	4908563.913	0.08122555	4233.365	7.005e-05	29451.383	0.00048735
2020-02-23	761636.379	0.01260335	5670200.291	0.09382889	4569.818	7.562e-05	34021.202	0.00056297
2020-02-24	826915.649	0.01368357	6497115.94	0.10751246	4961.494	8.21e-05	38982.696	0.00064507
2020-02-25	911575.169	0.01508449	7408691.11	0.12259695	5469.451	9.051e-05	44452.147	0.00073558
2020-02-26	1012981.023	0.01676253	8421672.133	0.13935948	6077.886	0.00010058	50530.033	0.00083616
2020-02-27	1117484.724	0.01849183	9539156.856	0.1578513	6704.908	0.00011095	57234.941	0.00094711
2020-02-28	1167304.689	0.01931623	10706461.546	0.17716754	7003.828	0.0001159	64238.769	0.00106301
2020-02-29	1212201.023	0.02005916	11918662.569	0.1972267	7273.206	0.00012035	71511.975	0.00118336
2020-03-01	1234649.19	0.02043063	13153311.759	0.21765733	7407.895	0.00012258	78919.871	0.00130594
2020-03-02	1257097.358	0.0208021	14410409.116	0.23845943	7542.584	0.00012481	86462.455	0.00143076
2020-03-03	1257097.358	0.0208021	15667506.474	0.25926152	7542.584	0.00012481	94005.039	0.00155557
2020-03-04	1245873.274	0.02061636	16913379.747	0.27987789	7475.24	0.0001237	101480.278	0.00167927
2020-03-05	1234649.19	0.02043063	18148028.938	0.30030852	7407.895	0.00012258	108888.174	0.00180185
2020-03-06	1223425.107	0.0202449	19371454.044	0.32055341	7340.551	0.00012147	116228.724	0.00192332
2020-03-07	1200976.94	0.01987343	20572430.984	0.34042684	7205.862	0.00011924	123434.586	0.00204256
2020-03-08	1178528.773	0.01950197	21750959.756	0.35992881	7071.173	0.00011701	130505.759	0.00215957
2020-03-09	1156080.606	0.0191305	22907040.362	0.37905931	6936.484	0.00011478	137442.242	0.00227436
2020-03-10	1122408.355	0.0185733	24029448.717	0.39763261	6734.45	0.00011144	144176.692	0.0023858
2020-03-11	1088736.104	0.0180161	25118184.821	0.41564871	6532.417	0.0001081	150709.109	0.00249389
2020-03-12	1055063.854	0.0174589	26173248.674	0.43310761	6330.383	0.00010475	157039.492	0.00259865
2020-03-13	1032615.687	0.01708744	27205864.361	0.45019505	6195.694	0.00010252	163235.186	0.00270117
2020-03-14	1010167.519	0.01671597	28216031.88	0.46691102	6061.005	0.0001003	169296.191	0.00280147
2020-03-15	987719.352	0.0163445	29203751.232	0.48325552	5926.316	9.807e-05	175222.507	0.00289953
2020-03-16	965271.185	0.01597304	30169022.418	0.49922856	5791.627	9.584e-05	181014.135	0.00299537
2020-03-17	931598.935	0.01541584	31100621.352	0.5146444	5589.594	9.25e-05	186603.728	0.00308787
2020-03-18	897926.684	0.01485864	31998548.036	0.52950304	5387.56	8.915e-05	191991.288	0.00317702
2020-03-19	864254.433	0.01430144	32862802.469	0.54380448	5185.527	8.581e-05	197176.815	0.00326283
2020-03-20	830582.183	0.01374424	33693384.652	0.55754872	4983.493	8.247e-05	202160.308	0.00334529
2020-03-21	796909.932	0.01318704	34490294.584	0.57073577	4781.46	7.912e-05	206941.768	0.00342441
2020-03-22	763237.681	0.01262984	35253532.265	0.58336561	4579.426	7.578e-05	211521.194	0.00350019
2020-03-23	729565.431	0.01207265	35983097.696	0.59543825	4377.393	7.244e-05	215898.586	0.00357263
2020-03-24	695893.18	0.01151545	36678990.875	0.6069537	4175.359	6.909e-05	220073.945	0.00364172
2020-03-25	666710.563	0.01103254	37345701.438	0.61798624	4000.263	6.62e-05	224074.209	0.00370792
2020-03-26	637527.946	0.01054963	37983229.384	0.62853588	3825.168	6.33e-05	227899.376	0.00377122
2020-03-27	606100.512	0.01002958	38589329.895	0.63856546	3636.603	6.018e-05	231535.979	0.00383139
2020-03-28	574673.078	0.00950953	39164002.973	0.64807499	3448.038	5.706e-05	234984.018	0.00388845
2020-03-29	547735.277	0.00906377	39711738.25	0.65713876	3286.412	5.438e-05	238270.43	0.00394283
2020-03-30	520797.477	0.00861801	40232535.727	0.66575677	3124.785	5.171e-05	241395.214	0.00399454
2020-03-31	516307.843	0.00854372	40748843.57	0.67430049	3097.847	5.126e-05	244493.061	0.0040458
2020-04-01	489370.043	0.00809796	41238213.613	0.68239845	2936.22	4.859e-05	247429.282	0.00409439
2020-04-02	464677.059	0.00768935	41702890.672	0.69008779	2788.062	4.614e-05	250217.344	0.00414053
2020-04-03	442228.892	0.00731788	42145119.563	0.69740567	2653.373	4.391e-05	252870.717	0.00418443
2020-04-04	419780.725	0.00694641	42564900.288	0.70435209	2518.684	4.168e-05	255389.402	0.00422611
2020-04-05	397332.558	0.00657495	42962232.846	0.71092704	2383.995	3.945e-05	257773.397	0.00426556
2020-04-06	374884.391	0.00620348	43337117.236	0.71713052	2249.306	3.722e-05	260022.703	0.00430278
2020-04-07	352436.223	0.00583202	43689553.46	0.72296253	2114.617	3.499e-05	262137.321	0.00433778
2020-04-08	329988.056	0.00546055	44019541.516	0.72842308	1979.928	3.276e-05	264117.249	0.00437054
2020-04-09	307539.889	0.00508908	44327081.405	0.73351217	1845.239	3.053e-05	265962.488	0.00440107
2020-04-10	285091.722	0.00471762	44612173.127	0.73822979	1710.55	2.831e-05	267673.039	0.00442938
2020-04-11	262643.555	0.00434615	44874816.682	0.74257594	1575.861	2.608e-05	269248.9	0.00445546
2020-04-12	246929.838	0.00408613	45121746.52	0.74666206	1481.579	2.452e-05	270730.479	0.00447997
2020-04-13	235705.755	0.00390039	45357452.275	0.75056246	1414.235	2.34e-05	272144.714	0.00450337
2020-04-14	224481.671	0.00371466	45581933.946	0.75427712	1346.89	2.229e-05	273491.604	0.00452566
2020-04-15	213257.587	0.00352893	45795191.533	0.75780604	1279.546	2.117e-05	274771.149	0.00454684
2020-04-16	202033.504	0.00334319	45997225.037	0.76114924	1212.201	2.006e-05	275983.35	0.0045669
2020-04-17	190809.42	0.00315746	46188034.457	0.7643067	1144.857	1.894e-05	277128.207	0.00458584
2020-04-18	179585.337	0.00297173	46367619.794	0.76727843	1077.512	1.783e-05	278205.719	0.00460367
2020-04-19	168361.253	0.002786	46535981.048	0.77006442	1010.168	1.672e-05	279215.886	0.00462039
2020-04-20	157137.17	0.00260026	46693118.217	0.77266468	942.823	1.56e-05	280158.709	0.00463599
2020-04-21	145913.086	0.00241453	46839031.303	0.77507921	875.479	1.449e-05	281034.188	0.00465048
2020-04-22	134689.003	0.0022288	46973720.306	0.77730801	808.134	1.337e-05	281842.322	0.00466385
2020-04-23	127954.552	0.00211736	47101674.858	0.77942537	767.727	1.27e-05	282610.049	0.00467655
2020-04-24	121220.102	0.00200592	47222894.961	0.78143128	727.321	1.204e-05	283337.37	0.00468859
2020-04-25	114485.652	0.00189448	47337380.613	0.78332576	686.914	1.137e-05	284024.284	0.00469995
2020-04-26	107751.202	0.00178304	47445131.815	0.7851088	646.507	1.07e-05	284670.791	0.00471065
2020-04-27	101016.752	0.0016716	47546148.567	0.78678039	606.101	1.003e-05	285276.891	0.00472068
2020-04-28	94282.302	0.00156016	47640430.869	0.78834055	565.694	9.36e-06	285842.585	0.00473004
2020-04-29	87547.852	0.00144872	47727978.72	0.78978927	525.287	8.69e-06	286367.872	0.00473874
2020-04-30	80813.402	0.00133728	47808792.122	0.79112654	484.88	8.02e-06	286852.753	0.00474676
2020-05-01	74078.951	0.00122584	47882871.073	0.79235238	444.474	7.36e-06	287297.226	0.00475411
2020-05-02	67344.501	0.0011144	47950215.574	0.79346678	404.067	6.69e-06	287701.293	0.0047608
2020-05-03	60610.051	0.00100296	48010825.626	0.79446974	363.66	6.02e-06	288064.954	0.00476682
2020-05-04	53875.601	0.00089152	48064701.227	0.79536126	323.254	5.35e-06	288388.207	0.00477217
