Ada,469966
Adams,4250
Bannock,87138
Bear Lake,6050
Benewah,9226
Bingham,46236
Blaine,22601
Boise,7634
Bonner,44727
Bonneville,116854
Boundary,11948
Butte,2611
Camas,1127
Canyon,223499
Caribou,7060
Cassia,23864
Clark,852
Clearwater,8758
Custer,4280
Elmore,27259
Franklin,13726
Fremont,13168
Gem,17634
Gooding,15196
Idaho,16513
Jefferson,29439
Jerome,24015
Kootenai,161505
Latah,40134
Lemhi,7961
Lewis,3861
Lincoln,5360
Madison,39304
Minidoka,20825
Nez Perce,40408
Oneida,4488
Owyhee,11693
Payette,23551
Power,7768
Shoshone,12796
Teton,11640
Twin Falls,86081
Valley,11041
Washington,10161
