Name	Confirmed	Deaths	Recovered	Active
Richland	0	0	0	0
Shelby	0	0	0	0
Union	0	0	0	0
Dewitt	0	0	0	0
Jo Daviess	1	0	0	0
Montgomery	0	0	0	0
Wayne	0	0	0	0
Bureau	1	0	0	0
Wabash	0	0	0	0
White	0	0	0	0
La Salle	0	0	0	0
Henderson	0	0	0	0
Brown	0	0	0	0
Champaign	10	0	0	0
Tazewell	2	0	0	0
Hancock	0	0	0	0
Coles	0	0	0	0
Henry	1	0	0	0
McDonough	0	0	0	0
Jersey	0	0	0	0
Washington	1	0	0	0
Marion	0	0	0	0
Jasper	0	0	0	0
Ogle	0	0	0	0
Effingham	0	0	0	0
Warren	0	0	0	0
Perry	0	0	0	0
Jackson	1	0	0	0
Mason	0	0	0	0
Jefferson	0	0	0	0
Massac	0	0	0	0
Putnam	0	0	0	0
Saint Clair	15	0	0	0
Lee	0	0	0	0
Peoria	6	0	0	0
Ford	0	0	0	0
Hamilton	0	0	0	0
Cook	2239	20	0	0
Rock Island	4	0	0	0
McLean	10	1	0	0
Johnson	0	0	0	0
Menard	0	0	0	0
Woodford	3	0	0	0
Edgar	0	0	0	0
Greene	0	0	0	0
Clay	0	0	0	0
Fulton	0	0	0	0
Macon	0	0	0	0
Kendall	8	0	0	0
Madison	8	0	0	0
Clinton	5	0	0	0
Clark	0	0	0	0
Moultrie	0	0	0	0
Kane	75	2	0	0
Saline	0	0	0	0
Boone	0	0	0	0
Dupage	199	6	0	0
Stark	0	0	0	0
McHenry	45	1	0	0
Lawrence	0	0	0	0
Fayette	0	0	0	0
Sangamon	7	1	0	0
Alexander	0	0	0	0
Pike	0	0	0	0
Adams	1	0	0	0
Kankakee	17	0	0	0
Calhoun	0	0	0	0
Livingston	2	0	0	0
Franklin	1	0	0	0
Pope	0	0	0	0
Marshall	1	0	0	0
Carroll	0	0	0	0
Schuyler	0	0	0	0
Grundy	2	0	0	0
Mercer	0	0	0	0
Gallatin	0	0	0	0
Cumberland	1	0	0	0
De Kalb	4	0	0	0
Edwards	0	0	0	0
Lake	230	0	0	0
Douglas	1	0	0	0
Pulaski	0	0	0	0
Crawford	0	0	0	0
Williamson	1	0	0	0
Christian	1	0	0	0
Winnebago	8	0	0	0
Piatt	0	0	0	0
Macoupin	0	0	0	0
Knox	0	0	0	0
Stephenson	2	0	0	0
Hardin	0	0	0	0
Whiteside	2	0	0	0
Will	104	3	0	0
Morgan	1	0	0	0
Cass	0	0	0	0
Iroquois	1	0	0	0
Bond	0	0	0	0
Vermilion	0	0	0	0
Logan	0	0	0	0
Scott	0	0	0	0
Randolph	0	0	0	0
Monroe	3	0	0	0
