Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Cumberland	0.0	0.0	0.0	0.0
Vermilion	0.0	0.0	0.0	0.0
Logan	0.0	0.0	0.0	0.0
Pike	0.0	0.0	0.0	0.0
Kendall	0.014	50.771	1.1e-07	0.00039691
Williamson	0.0	0.0	0.0	0.0
Montgomery	0.0	0.0	0.0	0.0
Ford	0.0	0.0	0.0	0.0
McHenry	1.111	932.97	3.6e-06	0.00302353
La Salle	0.153	116.26	1.4e-06	0.00106241
Woodford	0.0	0.0	0.0	0.0
Peoria	0.0	0.0	0.0	0.0
Lee	0.0	0.0	0.0	0.0
Washington	0.0	0.0	0.0	0.0
Jersey	0.0	5.359	0.0	0.0002453
Kankakee	0.012	156.797	1.1e-07	0.00142512
Massac	0.0	0.0	0.0	0.0
Macon	1.147	588.783	1.095e-05	0.00562288
Effingham	0.0	0.0	0.0	0.0
Fayette	0.0	0.0	0.0	0.0
Jefferson	0.0	0.0	0.0	0.0
Bureau	0.0	0.0	0.0	0.0
Bond	0.0	0.0	0.0	0.0
Monroe	1.202	477.341	3.501e-05	0.01390246
Douglas	0.0	0.0	0.0	0.0
Marion	0.0	0.0	0.0	0.0
Winnebago	4.263	1930.371	1.501e-05	0.00679514
Mercer	0.0	0.0	0.0	0.0
McLean	0.036	57.849	2.1e-07	0.00033472
Livingston	1.403	447.058	3.923e-05	0.01250127
Henry	0.0	6.815	0.0	0.00013883
Madison	0.004	31.672	2e-08	0.00011976
Boone	0.0	0.0	0.0	0.0
Tazewell	0.005	42.16	4e-08	0.0003186
Rock Island	0.652	496.153	4.54e-06	0.00345807
Ogle	0.042	77.421	8.2e-07	0.00152035
Calhoun	0.0	0.0	0.0	0.0
Iroquois	0.0	6.815	0.0	0.00024688
Saline	0.0	0.0	0.0	0.0
Christian	0.024	38.567	7.3e-07	0.00118083
Marshall	0.0	0.0	0.0	0.0
Lake	0.259	1461.646	3.7e-07	0.00208559
Unassigned	0.034	74.177	N/A	N/A
Will	0.39	1459.565	5.6e-07	0.00210825
Randolph	0.0	43.499	0.0	0.00135486
Macoupin	0.035	75.841	7.7e-07	0.00167371
Mason	0.0	0.0	0.0	0.0
Adams	0.0	0.0	0.0	0.0
Stephenson	0.0	0.0	0.0	0.0
Cook	0.391	10466.184	8e-08	0.00202031
De Kalb	0.0	0.0	0.0	0.0
Franklin	0.0	0.0	0.0	0.0
Gallatin	0.0	0.0	0.0	0.0
Jo Daviess	0.084	58.448	3.93e-06	0.00273556
Moultrie	0.0	0.0	0.0	0.0
Clark	0.0	0.0	0.0	0.0
Menard	0.0	0.0	0.0	0.0
Dewitt	0.0	5.359	0.0	0.00033984
Sangamon	0.001	35.182	1e-08	0.0001801
Piatt	0.0	0.0	0.0	0.0
Carroll	0.0	0.0	0.0	0.0
Dupage	0.085	1156.362	9e-08	0.00124529
Morgan	0.0	0.0	0.0	0.0
Knox	0.0	0.0	0.0	0.0
Whiteside	0.058	72.755	1.04e-06	0.00130793
Clinton	0.0	0.0	0.0	0.0
Crawford	1.07	587.835	5.689e-05	0.03125618
Kane	0.007	227.63	1e-08	0.0004261
Champaign	0.138	193.82	6.6e-07	0.00092303
Grundy	0.0	0.0	0.0	0.0
Jasper	0.0	10.186	0.0	0.00105983
Wabash	0.0	0.0	0.0	0.0
Saint Clair	0.002	97.36	1e-08	0.00037294
Jackson	1.421	643.455	2.475e-05	0.01120631
