Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date
Niger	1	0	0	N/A	4e-8	0	5	2	1.25	2e-7	8e-8	5e-8	NA	NA	100	100	NA	NA	2020-03-20
Niger	1	0	0	N/A	4e-8	0	5	2	1.25	2e-7	8e-8	5e-8	0	0	0	0	NA	NA	2020-03-21
Niger	2	0	0	2	9e-8	0	10	4	2.5	4.5e-7	1.8e-7	1.125e-7	1	0	0	0	NA	NA	2020-03-22
Niger	3	0	0	3	1.3e-7	0	15	6	3.75	6.5e-7	2.6e-7	1.625e-7	1	0	0	0	NA	NA	2020-03-23
Niger	3	0	0	3	1.3e-7	0	15	6	3.75	6.5e-7	2.6e-7	1.625e-7	0	0	-100	0	NA	NA	2020-03-24
Niger	7	1	0	6	3.1e-7	4e-8	333.333333333	153.846153846	100	1.33333333333e-5	6.15384615385e-6	4e-6	4	1	100	0	NA	NA	2020-03-25
Niger	10	1	0	9	4.5e-7	4e-8	333.333333333	153.846153846	100	1.33333333333e-5	6.15384615385e-6	4e-6	3	0	-25	0	NA	NA	2020-03-26
Niger	10	1	0	9	4.5e-7	4e-8	333.333333333	153.846153846	100	1.33333333333e-5	6.15384615385e-6	4e-6	0	0	-100	0	NA	NA	2020-03-27
Niger	10	1	0	9	4.5e-7	4e-8	333.333333333	153.846153846	100	1.33333333333e-5	6.15384615385e-6	4e-6	0	0	100	0	NA	NA	2020-03-28
Niger	18	1	0	17	8e-7	4e-8	333.333333333	153.846153846	100	1.33333333333e-5	6.15384615385e-6	4e-6	8	0	100	0	NA	NA	2020-03-29
Niger	27	3	0	24	1.2e-6	1.3e-7	1000	461.538461538	300	4.33333333333e-5	2e-5	1.3e-5	9	2	12.5	0	NA	NA	2020-03-30
Niger	27	3	0	24	1.2e-6	1.3e-7	1000	461.538461538	300	4.33333333333e-5	2e-5	1.3e-5	0	0	-100	0	NA	NA	2020-03-31
Niger	74	5	0	69	3.3e-6	2.2e-7	1666.66666667	769.230769231	500	7.33333333333e-5	3.38461538462e-5	2.2e-5	47	2	100	0	NA	NA	2020-04-01
Niger	98	5	0	93	4.37e-6	2.2e-7	1666.66666667	769.230769231	500	7.33333333333e-5	3.38461538462e-5	2.2e-5	24	0	-48.9	0	NA	NA	2020-04-02
Niger	120	5	0	115	5.35e-6	2.2e-7	1666.66666667	769.230769231	500	7.33333333333e-5	3.38461538462e-5	2.2e-5	22	0	-8.3	0	NA	NA	2020-04-03
Niger	144	8	0	136	6.42e-6	3.6e-7	2666.66666667	1230.76923077	800	1.2e-4	5.53846153846e-5	3.6e-5	24	3	9.1	0	4012	1.66e-4	2020-04-04
Niger	184	10	13	161	8.2e-6	4.5e-7	3333.33333333	1538.46153846	1000	1.5e-4	6.92307692308e-5	4.5e-5	40	2	66.7	0	4012	8e-6	2020-04-05
