Beaver,6580
Box Elder,54950
Cache,127068
Carbon,20269
Daggett,980
Davis,351713
Duchesne,19964
Emery,10014
Garfield,5080
Grand,9764
Iron,52775
Juab,11555
Kane,7709
Millard,13006
Morgan,12045
Piute,1445
Rich,2464
Salt Lake,1152633
San Juan,15449
Sanpete,30623
Sevier,21539
Summit,41933
Tooele,69907
Uintah,35438
Utah,622213
Wasatch,33240
Washington,171700
Wayne,2690
Weber,256359
