Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
San Juan	12	0	0	0	0.00077675	0.0	60	24	15	0.00388375	0.0015535	0.0009709375	0	0	0	0
Kane	1	0	0	0	0.00012972	0.0	5	2	1.25	0.0006486	0.00025944	0.00016215	0	0	0	0
Wasatch	78	0	0	0	0.00234657	0.0	390	156	97.5	0.01173285	0.00469314	0.0029332125	8	0	0	0
Tooele	19	0	0	0	0.00027179	0.0	95	38	23.75	0.00135895	0.00054358	0.0003397375	2	0	0	0
Washington	22	1	0	0	0.00012813	5.82e-06	333.333333333	153.846153846	100	0.00194	0.000895384615385	0.000582	0	0	0	0
Cache	19	0	0	0	0.00014953	0.0	95	38	23.75	0.00074765	0.00029906	0.0001869125	3	0	0	0
Utah	216	0	0	0	0.00034715	0.0	1080	432	270	0.00173575	0.0006943	0.0004339375	30	0	0	0
Emery	1	0	0	0	9.986e-05	0.0	5	2	1.25	0.0004993	0.00019972	0.000124825	0	0	0	0
Washington County	5	0	0	0	N/A	N/A	25	10	6.25	N/A	N/A	N/A	2	0	0	0
Salt Lake	741	4	0	0	0.00064288	3.47e-06	1333.33333333	615.384615385	400	0.00115666666667	0.000533846153846	0.000347	91	0	0	0
Garfield	1	0	0	0	0.00019685	0.0	5	2	1.25	0.00098425	0.0003937	0.0002460625	0	0	0	0
Duchesne	1	0	0	0	5.009e-05	0.0	5	2	1.25	0.00025045	0.00010018	6.26125e-05	0	0	0	0
Weber	67	1	0	0	0.00026135	3.9e-06	333.333333333	153.846153846	100	0.0013	0.0006	0.00039	4	0	0	0
Iron	12	0	0	0	0.00022738	0.0	60	24	15	0.0011369	0.00045476	0.000284225	0	0	0	0
Grand	1	0	0	0	0.00010242	0.0	5	2	1.25	0.0005121	0.00020484	0.000128025	0	0	0	0
Davis	142	2	0	0	0.00040374	5.69e-06	666.666666667	307.692307692	200	0.00189666666667	0.000875384615385	0.000569	5	0	0	0
Carbon	1	0	0	0	4.934e-05	0.0	5	2	1.25	0.0002467	9.868e-05	6.1675e-05	0	0	0	0
Summit	256	0	0	0	0.00610498	0.0	1280	512	320	0.0305249	0.01220996	0.007631225	26	0	0	0
Unassigned	2	0	0	0	N/A	N/A	10	4	2.5	N/A	N/A	N/A	NA	NA	0	0
Uintah	1	0	0	0	2.822e-05	0.0	5	2	1.25	0.0001411	5.644e-05	3.5275e-05	0	0	0	0
Box Elder	10	0	0	0	0.00018198	0.0	50	20	12.5	0.0009099	0.00036396	0.000227475	0	0	0	0
