Date	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-03-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-03-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-03-08	2.103	3e-07	2.103	3e-07	0.0	0.0	0.0	0.0
2020-03-09	2.103	3e-07	4.207	6e-07	0.0	0.0	0.0	0.0
2020-03-10	2.103	3e-07	6.31	9e-07	0.0	0.0	0.0	0.0
2020-03-11	4.207	6e-07	10.517	1.51e-06	0.0	0.0	0.0	0.0
2020-03-12	10.517	1.51e-06	21.034	3.01e-06	0.0	0.0	0.0	0.0
2020-03-13	16.827	2.41e-06	37.861	5.42e-06	0.0	0.0	0.0	0.0
2020-03-14	23.137	3.31e-06	60.998	8.74e-06	0.0	0.0	0.0	0.0
2020-03-15	31.551	4.52e-06	92.549	1.326e-05	0.0	0.0	0.0	0.0
2020-03-16	50.481	7.23e-06	143.03	2.049e-05	0.0	0.0	0.0	0.0
2020-03-17	75.722	1.085e-05	218.752	3.133e-05	0.0	0.0	0.0	0.0
2020-03-18	105.169	1.506e-05	323.921	4.639e-05	0.013	0.0	0.013	0.0
2020-03-19	128.306	1.838e-05	452.227	6.477e-05	0.013	0.0	0.025	0.0
2020-03-20	145.133	2.079e-05	597.36	8.556e-05	0.013	0.0	0.038	1e-08
2020-03-21	155.65	2.229e-05	753.011	0.00010785	0.025	0.0	0.063	1e-08
2020-03-22	164.064	2.35e-05	917.074	0.00013135	0.063	1e-08	0.126	2e-08
2020-03-23	166.167	2.38e-05	1083.242	0.00015515	0.101	1e-08	0.227	3e-08
2020-03-24	168.271	2.41e-05	1251.512	0.00017925	0.139	2e-08	0.366	5e-08
2020-03-25	170.374	2.44e-05	1421.886	0.00020365	0.189	3e-08	0.555	8e-08
2020-03-26	168.271	2.41e-05	1590.157	0.00022775	0.303	4e-08	0.858	1.2e-07
2020-03-27	166.167	2.38e-05	1756.324	0.00025155	0.454	7e-08	1.313	1.9e-07
2020-03-28	164.064	2.35e-05	1920.388	0.00027505	0.631	9e-08	1.944	2.8e-07
2020-03-29	153.547	2.199e-05	2073.934	0.00029704	0.77	1.1e-07	2.713	3.9e-07
2020-03-30	149.34	2.139e-05	2223.274	0.00031843	0.871	1.2e-07	3.584	5.1e-07
2020-03-31	140.927	2.018e-05	2364.201	0.00033861	0.934	1.3e-07	4.518	6.5e-07
2020-04-01	121.996	1.747e-05	2486.197	0.00035608	0.984	1.4e-07	5.502	7.9e-07
2020-04-02	105.169	1.506e-05	2591.366	0.00037115	0.997	1.4e-07	6.499	9.3e-07
2020-04-03	90.445	1.295e-05	2681.812	0.0003841	1.01	1.4e-07	7.509	1.08e-06
2020-04-04	77.825	1.115e-05	2759.637	0.00039525	1.022	1.5e-07	8.531	1.22e-06
2020-04-05	65.205	9.34e-06	2824.842	0.00040458	1.01	1.4e-07	9.541	1.37e-06
2020-04-06	52.585	7.53e-06	2877.426	0.00041212	0.997	1.4e-07	10.538	1.51e-06
2020-04-07	42.068	6.03e-06	2919.494	0.00041814	0.984	1.4e-07	11.522	1.65e-06
2020-04-08	35.757	5.12e-06	2955.251	0.00042326	0.921	1.3e-07	12.444	1.78e-06
2020-04-09	31.551	4.52e-06	2986.802	0.00042778	0.896	1.3e-07	13.34	1.91e-06
2020-04-10	27.344	3.92e-06	3014.146	0.0004317	0.846	1.2e-07	14.185	2.03e-06
2020-04-11	23.137	3.31e-06	3037.283	0.00043501	0.732	1e-07	14.917	2.14e-06
2020-04-12	18.93	2.71e-06	3056.214	0.00043772	0.631	9e-08	15.548	2.23e-06
2020-04-13	14.724	2.11e-06	3070.937	0.00043983	0.543	8e-08	16.091	2.3e-06
2020-04-14	10.517	1.51e-06	3081.454	0.00044134	0.467	7e-08	16.558	2.37e-06
2020-04-15	8.414	1.21e-06	3089.868	0.00044254	0.391	6e-08	16.949	2.43e-06
2020-04-16	6.31	9e-07	3096.178	0.00044345	0.316	5e-08	17.265	2.47e-06
2020-04-17	4.207	6e-07	3100.385	0.00044405	0.252	4e-08	17.517	2.51e-06
2020-04-18	2.103	3e-07	3102.488	0.00044435	0.215	3e-08	17.732	2.54e-06
2020-04-19	0.0	0.0	3102.488	0.00044435	0.189	3e-08	17.921	2.57e-06
2020-04-20	0.0	0.0	3102.488	0.00044435	0.164	2e-08	18.085	2.59e-06
2020-04-21	0.0	0.0	3102.488	0.00044435	0.139	2e-08	18.224	2.61e-06
2020-04-22	0.0	0.0	3102.488	0.00044435	0.114	2e-08	18.337	2.63e-06
2020-04-23	0.0	0.0	3102.488	0.00044435	0.088	1e-08	18.426	2.64e-06
2020-04-24	0.0	0.0	3102.488	0.00044435	0.063	1e-08	18.489	2.65e-06
2020-04-25	0.0	0.0	3102.488	0.00044435	0.05	1e-08	18.539	2.66e-06
2020-04-26	0.0	0.0	3102.488	0.00044435	0.038	1e-08	18.577	2.66e-06
2020-04-27	0.0	0.0	3102.488	0.00044435	0.025	0.0	18.602	2.66e-06
2020-04-28	0.0	0.0	3102.488	0.00044435	0.013	0.0	18.615	2.67e-06
