Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Wright	0.818	0.818	6e-06	6e-06
Brown	0.16	0.16	6.38e-06	6.38e-06
Winona	1.531	1.531	3.012e-05	3.012e-05
Nobles	0.0	0.0	0.0	0.0
Cottonwood	0.0	0.0	0.0	0.0
Lincoln	0.054	0.054	9.5e-06	9.5e-06
Freeborn	0.771	0.771	2.532e-05	2.532e-05
Crow Wing	0.017	0.017	2.6e-07	2.6e-07
Roseau	0.0	0.0	0.0	0.0
Washington	1.324	1.324	5.11e-06	5.11e-06
Pipestone	0.788	0.788	8.709e-05	8.709e-05
Goodhue	0.111	0.111	2.39e-06	2.39e-06
Watonwan	0.0	0.0	0.0	0.0
Sherburne	0.0	0.0	0.0	0.0
Rice	0.0	0.0	0.0	0.0
Sibley	0.829	0.829	5.513e-05	5.513e-05
Martin	0.599	0.599	3.027e-05	3.027e-05
Steele	0.053	0.053	1.45e-06	1.45e-06
Cass	0.319	0.319	1.082e-05	1.082e-05
Saint Louis	2.296	2.296	1.149e-05	1.149e-05
Big Stone	0.898	0.898	0.00018005	0.00018005
Lyon	0.204	0.204	7.97e-06	7.97e-06
Douglas	0.0	0.0	0.0	0.0
Mahnomen	0.808	0.808	0.00014648	0.00014648
Faribault	0.162	0.162	1.175e-05	1.175e-05
Anoka	2.535	2.535	7.17e-06	7.17e-06
Yellow Medicine	0.148	0.148	1.514e-05	1.514e-05
Benton	0.898	0.898	2.215e-05	2.215e-05
Houston	0.788	0.788	4.241e-05	4.241e-05
Nicollet	0.26	0.26	7.58e-06	7.58e-06
Dakota	3.753	3.753	8.82e-06	8.82e-06
Scott	1.038	1.038	7.04e-06	7.04e-06
Pine	0.0	0.0	0.0	0.0
Meeker	0.153	0.153	6.62e-06	6.62e-06
Koochiching	0.85	0.85	6.836e-05	6.836e-05
Blue Earth	1.238	1.238	1.835e-05	1.835e-05
Le Sueur	0.003	0.003	1.1e-07	1.1e-07
Olmsted	5.529	5.529	3.538e-05	3.538e-05
Clearwater	0.0	0.0	0.0	0.0
Dodge	0.419	0.419	2.013e-05	2.013e-05
Itasca	0.0	0.0	0.0	0.0
Renville	0.02	0.02	1.37e-06	1.37e-06
Unassigned	-0.42	-0.42	N/A	N/A
McLeod	1.617	1.617	4.507e-05	4.507e-05
Waseca	0.0	0.0	0.0	0.0
Clay	2.116	2.116	3.308e-05	3.308e-05
Swift	0.0	0.0	0.0	0.0
Stearns	0.2	0.2	1.25e-06	1.25e-06
Redwood	0.0	0.0	0.0	0.0
Wilkin	0.387	0.387	6.182e-05	6.182e-05
Fillmore	0.0	0.0	0.0	0.0
Otter Tail	0.306	0.306	5.21e-06	5.21e-06
Traverse	0.0	0.0	0.0	0.0
Murray	0.0	0.0	0.0	0.0
Kandiyohi	0.0	0.0	0.0	0.0
Chisago	0.24	0.24	4.28e-06	4.28e-06
Ramsey	6.527	6.527	1.186e-05	1.186e-05
Mower	0.579	0.579	1.447e-05	1.447e-05
Hennepin	18.205	18.205	1.445e-05	1.445e-05
Wabasha	0.0	0.0	0.0	0.0
Carlton	1.276	1.276	3.56e-05	3.56e-05
Beltrami	-0.108	-0.108	-2.3e-06	-2.3e-06
Polk	0.808	0.808	2.564e-05	2.564e-05
Isanti	0.0	0.0	0.0	0.0
Carver	0.04	0.04	3.9e-07	3.9e-07
Lac qui Parle	0.788	0.788	0.00011834	0.00011834
Jackson	0.898	0.898	9.063e-05	9.063e-05
