Aitkin,15902
Anoka,353813
Becker,34371
Beltrami,46847
Benton,40545
Big Stone,4989
Blue Earth,67427
Brown,25111
Carlton,35837
Carver,103551
Cass,29519
Chippewa,11924
Chisago,55922
Clay,63955
Clearwater,8810
Cook,5393
Cottonwood,11277
Crow Wing,64889
Dakota,425423
Dodge,20822
Douglas,37964
Faribault,13758
Fillmore,21058
Freeborn,30444
Goodhue,46403
Grant,6021
Hennepin,1259428
Houston,18578
Hubbard,21332
Isanti,39966
Itasca,45108
Jackson,9911
Kanabec,16207
Kandiyohi,42855
Kittson,4248
Koochiching,12440
Lac qui Parle,6658
Lake,10658
Lake of the Woods,3758
Le Sueur,28494
Lincoln,5673
Lyon,25629
McLeod,35873
Mahnomen,5519
Marshall,9390
Martin,19785
Meeker,23141
Mille Lacs,26139
Morrison,33169
Mower,40011
Murray,8276
Nicollet,34220
Nobles,21924
Norman,6475
Olmsted,156277
Otter Tail,58812
Pennington,14178
Pine,29483
Pipestone,9047
Polk,31529
Pope,11097
Ramsey,550210
Red Lake,3999
Redwood,15249
Renville,14612
Rice,66523
Rock,9414
Roseau,15150
Saint Louis,199754
Scott,147381
Sherburne,96036
Sibley,15028
Stearns,159256
Steele,36803
Stevens,9753
Swift,9345
Todd,24582
Traverse,3308
Wabasha,21645
Wadena,13773
Waseca,18691
Washington,259201
Watonwan,10980
Wilkin,6254
Winona,50825
Wright,136349
Yellow Medicine,9795
