Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Le Sueur	15	0	0	0	0.00052643	0.0	75	30	18.75	0.00263215	0.00105286	0.0006580375	0	0	-100	0
Lyon	2	0	0	0	7.804e-05	0.0	10	4	2.5	0.0003902	0.00015608	9.755e-05	1	0	0	0
Goodhue	4	0	0	0	8.62e-05	0.0	20	8	5	0.000431	0.0001724	0.00010775	1	0	100	0
Martin	29	2	0	0	0.00146576	0.00010109	666.666666667	307.692307692	200	0.0336966666667	0.0155523076923	0.010109	4	0	100	0
Washington	44	0	0	0	0.00016975	0.0	220	88	55	0.00084875	0.0003395	0.0002121875	5	0	0	0
Chisago	3	0	0	0	5.365e-05	0.0	15	6	3.75	0.00026825	0.0001073	6.70625e-05	0	0	100	0
Douglas	1	0	0	0	2.634e-05	0.0	5	2	1.25	0.0001317	5.268e-05	3.2925e-05	0	0	100	0
Mower	14	0	0	0	0.0003499	0.0	70	28	17.5	0.0017495	0.0006998	0.000437375	1	0	0	0
Wright	6	0	0	0	4.4e-05	0.0	30	12	7.5	0.00022	8.8e-05	5.5e-05	0	0	100	0
Clearwater	2	0	0	0	0.00022701	0.0	10	4	2.5	0.00113505	0.00045402	0.0002837625	0	0	100	0
Wilkin	1	0	0	0	0.0001599	0.0	5	2	1.25	0.0007995	0.0003198	0.000199875	0	0	100	0
Jackson	1	0	0	0	0.0001009	0.0	5	2	1.25	0.0005045	0.0002018	0.000126125	0	0	100	0
Rice	4	0	0	0	6.013e-05	0.0	20	8	5	0.00030065	0.00012026	7.51625e-05	1	0	100	0
Nicollet	3	0	0	0	8.767e-05	0.0	15	6	3.75	0.00043835	0.00017534	0.0001095875	0	0	100	0
Watonwan	2	0	0	0	0.00018215	0.0	10	4	2.5	0.00091075	0.0003643	0.0002276875	1	0	100	0
Dodge	10	0	0	0	0.00048026	0.0	50	20	12.5	0.0024013	0.00096052	0.000600325	2	0	100	0
Brown	2	0	0	0	7.965e-05	0.0	10	4	2.5	0.00039825	0.0001593	9.95625e-05	0	0	-100	0
Waseca	3	0	0	0	0.00016051	0.0	15	6	3.75	0.00080255	0.00032102	0.0002006375	0	0	100	0
Mahnomen	1	0	0	0	0.00018119	0.0	5	2	1.25	0.00090595	0.00036238	0.0002264875	0	0	100	0
Lac qui Parle	1	0	0	0	0.0001502	0.0	5	2	1.25	0.000751	0.0003004	0.00018775	0	0	100	0
Freeborn	2	0	0	0	6.569e-05	0.0	10	4	2.5	0.00032845	0.00013138	8.21125e-05	NA	NA	100	0
Winona	10	0	0	0	0.00019675	0.0	50	20	12.5	0.00098375	0.0003935	0.0002459375	0	0	-100	0
Faribault	2	0	0	0	0.00014537	0.0	10	4	2.5	0.00072685	0.00029074	0.0001817125	0	0	-100	0
Ramsey	66	2	0	0	0.00011995	3.63e-06	666.666666667	307.692307692	200	0.00121	0.000558461538462	0.000363	10	0	66.7	0
Big Stone	1	0	0	0	0.00020044	0.0	5	2	1.25	0.0010022	0.00040088	0.00025055	0	0	100	0
Scott	10	0	0	0	6.785e-05	0.0	50	20	12.5	0.00033925	0.0001357	8.48125e-05	0	0	100	0
Wabasha	6	0	0	0	0.0002772	0.0	30	12	7.5	0.001386	0.0005544	0.0003465	0	0	100	0
Isanti	2	0	0	0	5.004e-05	0.0	10	4	2.5	0.0002502	0.00010008	6.255e-05	0	0	100	0
Lincoln	1	0	0	0	0.00017627	0.0	5	2	1.25	0.00088135	0.00035254	0.0002203375	0	0	100	0
Olmsted	61	0	0	0	0.00039033	0.0	305	122	76.25	0.00195165	0.00078066	0.0004879125	8	0	300	0
Stearns	5	0	0	0	3.14e-05	0.0	25	10	6.25	0.000157	6.28e-05	3.925e-05	0	0	100	0
Benton	1	0	0	0	2.466e-05	0.0	5	2	1.25	0.0001233	4.932e-05	3.0825e-05	0	0	100	0
Hennepin	218	5	0	0	0.00017309	3.97e-06	1666.66666667	769.230769231	500	0.00132333333333	0.000610769230769	0.000397	14	0	0	0
Saint Louis	13	0	0	0	6.508e-05	0.0	65	26	16.25	0.0003254	0.00013016	8.135e-05	1	0	100	0
Sherburne	8	0	0	0	8.33e-05	0.0	40	16	10	0.0004165	0.0001666	0.000104125	0	0	-100	0
Meeker	1	0	0	0	4.321e-05	0.0	5	2	1.25	0.00021605	8.642e-05	5.40125e-05	0	0	100	0
Otter Tail	1	0	0	0	1.7e-05	0.0	5	2	1.25	8.5e-05	3.4e-05	2.125e-05	0	0	100	0
Cass	1	0	0	0	3.388e-05	0.0	5	2	1.25	0.0001694	6.776e-05	4.235e-05	0	0	100	0
Clay	7	0	0	0	0.00010945	0.0	35	14	8.75	0.00054725	0.0002189	0.0001368125	1	0	-50	0
Anoka	26	0	0	0	7.349e-05	0.0	130	52	32.5	0.00036745	0.00014698	9.18625e-05	3	0	200	0
Beltrami	4	0	0	0	8.538e-05	0.0	20	8	5	0.0004269	0.00017076	0.000106725	0	0	-100	0
Traverse	2	0	0	0	0.00060459	0.0	10	4	2.5	0.00302295	0.00120918	0.0007557375	0	0	-100	0
Carver	10	0	0	0	9.657e-05	0.0	50	20	12.5	0.00048285	0.00019314	0.0001207125	0	0	100	0
Fillmore	8	0	0	0	0.0003799	0.0	40	16	10	0.0018995	0.0007598	0.000474875	0	0	-100	0
Renville	1	0	0	0	6.844e-05	0.0	5	2	1.25	0.0003422	0.00013688	8.555e-05	0	0	100	0
Crow Wing	1	0	0	0	1.541e-05	0.0	5	2	1.25	7.705e-05	3.082e-05	1.92625e-05	NA	NA	100	0
Yellow Medicine	1	0	0	0	0.00010209	0.0	5	2	1.25	0.00051045	0.00020418	0.0001276125	NA	NA	100	0
Steele	6	0	0	0	0.00016303	0.0	30	12	7.5	0.00081515	0.00032606	0.0002037875	0	0	100	0
Carlton	2	0	0	0	5.581e-05	0.0	10	4	2.5	0.00027905	0.00011162	6.97625e-05	1	0	0	0
Unassigned	0	8	0	0	N/A	N/A	2666.66666667	1230.76923077	800	N/A	N/A	N/A	0	5	100	0
Cottonwood	3	0	0	0	0.00026603	0.0	15	6	3.75	0.00133015	0.00053206	0.0003325375	1	0	0	0
Itasca	1	0	0	0	2.217e-05	0.0	5	2	1.25	0.00011085	4.434e-05	2.77125e-05	0	0	100	0
Dakota	48	0	0	0	0.00011283	0.0	240	96	60	0.00056415	0.00022566	0.0001410375	1	0	0	0
Blue Earth	9	0	0	0	0.00013348	0.0	45	18	11.25	0.0006674	0.00026696	0.00016685	0	0	100	0
Sibley	1	0	0	0	6.654e-05	0.0	5	2	1.25	0.0003327	0.00013308	8.3175e-05	0	0	100	0
Kandiyohi	2	0	0	0	4.667e-05	0.0	10	4	2.5	0.00023335	9.334e-05	5.83375e-05	0	0	-100	0
