Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Lancaster	203	4	0	0	3.7347e-4	7.36e-6	1333.33333333	615.384615385	400	0.00245333333333	0.00113230769231	7.36e-4	46	1	35.3	100
Luzerne	384	5	0	0	0.00120889	1.574e-5	1666.66666667	769.230769231	500	0.00524666666667	0.00242153846154	0.001574	102	1	45.7	100
Northampton	378	9	0	0	0.00124013	2.953e-5	3000	1384.61538462	900	0.00984333333333	0.00454307692308	0.002953	66	4	-1.5	100
Cumberland	41	1	0	0	1.6307e-4	3.98e-6	333.333333333	153.846153846	100	0.00132666666667	6.12307692308e-4	3.98e-4	3	0	50	100
Pike	68	1	0	0	0.00121574	1.788e-5	333.333333333	153.846153846	100	0.00596	0.00275076923077	0.001788	11	0	22.2	100
Union	2	0	0	0	4.466e-5	0	10	4	2.5	2.233e-4	8.932e-5	5.5825e-5	0	0	-100	100
Mifflin	1	0	0	0	2.163e-5	0	5	2	1.25	1.0815e-4	4.326e-5	2.70375e-5	0	0	-100	100
Delaware	470	8	0	0	8.3223e-4	1.417e-5	2666.66666667	1230.76923077	800	0.00472333333333	0.00218	0.001417	80	1	53.8	-50
Philadelphia	2100	13	0	0	0.0013256400000000001	8.21e-6	4333.33333333	2000	1300	0.00273666666667	0.00126307692308	8.21e-4	425	3	18.1	100
Montgomery	735	9	0	0	8.8703e-4	1.086e-5	3000	1384.61538462	900	0.00362	0.00167076923077	0.001086	86	1	8.9	-50
Perry	3	0	0	0	6.502e-5	0	15	6	3.75	3.251e-4	1.3004e-4	8.1275e-5	2	0	100	100
Forest	1	0	0	0	1.3738e-4	0	5	2	1.25	6.869e-4	2.7476e-4	1.71725e-4	NA	NA	100	100
Butler	69	2	0	0	3.6724e-4	1.064e-5	666.666666667	307.692307692	200	0.00354666666667	0.00163692307692	0.001064	5	0	25	100
Indiana	6	0	0	0	7.101e-5	0	30	12	7.5	3.5505e-4	1.4202e-4	8.87625e-5	0	0	100	100
Somerset	3	0	0	0	4.057e-5	0	15	6	3.75	2.0285e-4	8.114e-5	5.07125e-5	0	0	-100	100
Warren	1	0	0	0	2.532e-5	0	5	2	1.25	1.266e-4	5.064e-5	3.165e-5	0	0	100	100
Dauphin	67	1	0	0	2.4179e-4	3.61e-6	333.333333333	153.846153846	100	0.00120333333333	5.55384615385e-4	3.61e-4	8	0	-42.9	100
Juniata	2	0	0	0	8.096e-5	0	10	4	2.5	4.048e-4	1.6192e-4	1.012e-4	0	0	-100	100
Wyoming	1	0	0	0	3.697e-5	0	5	2	1.25	1.8485e-4	7.394e-5	4.62125e-5	NA	NA	100	100
Tioga	2	0	0	0	4.906e-5	0	10	4	2.5	2.453e-4	9.812e-5	6.1325e-5	0	0	100	100
Westmoreland	84	0	0	0	2.3958e-4	0	420	168	105	0.0011979	4.7916e-4	2.99475e-4	12	0	9.1	100
Montour	15	0	0	0	8.2237e-4	0	75	30	18.75	0.00411185	0.00164474	0.0010279625	2	0	-50	100
Columbia	11	0	0	0	1.6805e-4	0	55	22	13.75	8.4025e-4	3.361e-4	2.100625e-4	3	0	200	100
Centre	28	0	0	0	1.7198e-4	0	140	56	35	8.599e-4	3.4396e-4	2.14975e-4	1	0	0	100
Susquehanna	3	0	0	0	7.391e-5	0	15	6	3.75	3.6955e-4	1.4782e-4	9.23875e-5	1	0	0	100
Crawford	5	0	0	0	5.878e-5	0	25	10	6.25	2.939e-4	1.1756e-4	7.3475e-5	0	0	-100	100
Blair	4	0	0	0	3.266e-5	0	20	8	5	1.633e-4	6.532e-5	4.0825e-5	0	0	100	100
Fayette	15	1	0	0	1.1499e-4	7.67e-6	333.333333333	153.846153846	100	0.00255666666667	0.00118	7.67e-4	1	0	100	-100
Cambria	4	0	0	0	3.037e-5	0	20	8	5	1.5185e-4	6.074e-5	3.79625e-5	1	0	0	100
York	102	1	0	0	2.2754e-4	2.23e-6	333.333333333	153.846153846	100	7.43333333333e-4	3.43076923077e-4	2.23e-4	23	1	76.9	100
Franklin	23	0	0	0	1.4855e-4	0	115	46	28.75	7.4275e-4	2.971e-4	1.856875e-4	2	0	0	100
Carbon	26	1	0	0	4.0481e-4	1.557e-5	333.333333333	153.846153846	100	0.00519	0.00239538461538	0.001557	3	0	-50	100
Potter	2	0	0	0	1.2032e-4	0	10	4	2.5	6.016e-4	2.4064e-4	1.504e-4	0	0	100	100
Venango	3	0	0	0	5.852e-5	0	15	6	3.75	2.926e-4	1.1704e-4	7.315e-5	0	0	100	100
Bradford	8	0	0	0	1.3151e-4	0	40	16	10	6.5755e-4	2.6302e-4	1.643875e-4	0	0	-100	100
Bedford	3	0	0	0	6.227e-5	0	15	6	3.75	3.1135e-4	1.2454e-4	7.78375e-5	0	0	-100	100
Mc Kean	1	0	0	0	2.441e-5	0	5	2	1.25	1.2205e-4	4.882e-5	3.05125e-5	0	0	100	100
Snyder	3	1	0	0	7.4e-5	2.467e-5	333.333333333	153.846153846	100	0.00822333333333	0.00379538461538	0.002467	0	0	-100	100
Adams	18	0	0	0	1.7508e-4	0	90	36	22.5	8.754e-4	3.5016e-4	2.1885e-4	6	0	100	100
Northumberland	8	0	0	0	8.783e-5	0	40	16	10	4.3915e-4	1.7566e-4	1.097875e-4	2	0	-60	100
