Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Potter	0.0	0.0	0.0	0.0
Cumberland	23.875	2474.91	9.496e-05	0.00984361
Forest	0.407	112.103	5.591e-05	0.01540088
Wayne	0.911	226.001	1.777e-05	0.00440754
Fulton	0.0	0.0	0.0	0.0
Dauphin	4.898	1103.082	1.768e-05	0.00398085
Huntingdon	0.013	6.747	2.9e-07	0.00014938
Somerset	2.872	262.402	3.884e-05	0.00354827
Cameron	0.0	0.0	0.0	0.0
Montgomery	31.475	7432.966	3.799e-05	0.00897047
Tioga	0.013	6.747	3.2e-07	0.00016552
Bedford	0.0	0.0	0.0	0.0
Susquehanna	0.032	14.719	7.9e-07	0.00036264
Erie	0.494	106.187	1.82e-06	0.00039031
Bucks	12.006	3133.77	1.911e-05	0.00498853
Carbon	1.668	413.76	2.597e-05	0.00644215
Fayette	0.834	187.76	6.39e-06	0.00143942
Schuylkill	2.284	596.102	1.608e-05	0.00419592
Northumberland	0.039	20.254	4.3e-07	0.00022237
Monroe	1.932	940.9	1.14e-05	0.0055508
Lawrence	0.018	28.241	2.1e-07	0.00032768
Delaware	8.179	2622.541	1.448e-05	0.00464371
Indiana	18.015	1867.454	0.00021319	0.02209979
Mercer	1.331	241.578	1.203e-05	0.00218261
Mifflin	0.012	6.452	2.6e-07	0.00013959
Columbia	11.2	1237.259	0.00017111	0.01890215
Blair	0.0	0.0	0.0	0.0
Allegheny	3.916	1353.763	3.21e-06	0.00111105
Centre	0.938	211.23	5.76e-06	0.00129744
Northampton	5.316	1837.952	1.744e-05	0.00602989
Mc Kean	0.0	0.0	0.0	0.0
Chester	1.915	662.06	3.67e-06	0.0012682
Venango	0.0	0.0	0.0	0.0
Franklin	0.147	58.075	9.5e-07	0.00037508
Butler	0.236	101.963	1.26e-06	0.00054268
Union	0.33	77.95	7.37e-06	0.00174054
Perry	0.013	6.747	2.8e-07	0.00014623
Lycoming	0.035	15.339	3.1e-07	0.00013495
Clarion	2.292	270.167	5.91e-05	0.00696684
Clearfield	0.0	0.0	0.0	0.0
Berks	6.107	1681.636	1.454e-05	0.00400245
Warren	0.0	0.0	0.0	0.0
Sullivan	0.0	0.0	0.0	0.0
Clinton	0.0	0.0	0.0	0.0
Crawford	0.0	0.0	0.0	0.0
Snyder	0.026	13.502	6.4e-07	0.00033305
York	4.86	1205.334	1.084e-05	0.00268884
Juniata	14.36	1312.014	0.00058128	0.05310938
Luzerne	11.085	3554.228	3.49e-05	0.01118927
