Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
British Columbia	1370.0	50.0	0.0	0.0	0.00027289	9.96e-06	16666.6666667	7692.30769231	5000.0	0.00332	0.00153230769231	0.000996
Newfoundland and Labrador	239.0	3.0	0.0	0.0	0.00045629	5.73e-06	1000.0	461.538461538	300.0	0.00191	0.000881538461538	0.000573
Grand Princess	13.0	0.0	0.0	0.0	N/A	N/A	65.0	26.0	16.25	N/A	N/A	N/A
Prince Edward Island	25.0	0.0	0.0	0.0	0.00016155	0.0	125.0	50.0	31.25	0.00080775	0.0003231	0.0002019375
Diamond Princess	0.0	1.0	0.0	0.0	N/A	N/A	333.333333333	153.846153846	100.0	N/A	N/A	N/A
Ontario	6237.0	222.0	0.0	0.0	0.00043173	1.537e-05	74000.0	34153.8461538	22200.0	0.00512333333333	0.00236461538462	0.001537
Nova Scotia	407.0	2.0	0.0	0.0	0.00041899	2.06e-06	666.666666667	307.692307692	200.0	0.000686666666667	0.000316923076923	0.000206
Quebec	11677.0	241.0	0.0	0.0	0.00138463	2.858e-05	80333.3333333	37076.9230769	24100.0	0.00952666666667	0.00439692307692	0.002858
Saskatchewan	285.0	3.0	0.0	0.0	0.00024392	2.57e-06	1000.0	461.538461538	300.0	0.000856666666667	0.000395384615385	0.000257
Alberta	1451.0	32.0	0.0	0.0	0.00033389	7.36e-06	10666.6666667	4923.07692308	3200.0	0.00245333333333	0.00113230769231	0.000736
Manitoba	230.0	3.0	0.0	0.0	0.00016907	2.21e-06	1000.0	461.538461538	300.0	0.000736666666667	0.00034	0.000221
Northwest Territories	5.0	0.0	0.0	0.0	0.00011211	0.0	25.0	10.0	6.25	0.00056055	0.00022422	0.0001401375
New Brunswick	112.0	0.0	0.0	0.0	0.00014506	0.0	560.0	224.0	140.0	0.0007253	0.00029012	0.000181325
Yukon	8.0	0.0	0.0	0.0	0.00019817	0.0	40.0	16.0	10.0	0.00099085	0.00039634	0.0002477125
