Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Mississippi	485	6	0	0	0.00016296	2.02e-06	2000	923.076923077	600	0.000673333333333	0.000310769230769	0.000202	108	3	89.5	50	NA	NA
Northern Mariana Islands	0	0	0	0	N/A	N/A	0	0	0	N/A	N/A	N/A	0	0	100	100	NA	NA
Grand Princess	28	1	0	0	N/A	N/A	333.333333333	153.846153846	100	N/A	N/A	N/A	0	0	100	100	NA	NA
Oklahoma	248	7	0	0	6.267e-05	1.77e-06	2333.33333333	1076.92307692	700	0.00059	0.000272307692308	0.000177	84	2	44.8	0	NA	NA
Wyoming	53	0	0	0	9.158e-05	0.0	265	106	66.25	0.0004579	0.00018316	0.000114475	9	0	-40	100	NA	NA
Minnesota	344	2	0	0	6.1e-05	3.5e-07	666.666666667	307.692307692	200	0.000116666666667	5.38461538462e-05	3.5e-05	58	1	132	100	NA	NA
Illinois	2538	26	0	0	0.00020029	2.05e-06	8666.66666667	4000	2600	0.000683333333333	0.000315384615385	0.000205	673	7	105.2	133.3	NA	NA
Diamond Princess	49	0	0	0	N/A	N/A	245	98	61.25	N/A	N/A	N/A	0	0	100	100	NA	NA
Arkansas	335	2	0	0	0.00011101	6.6e-07	666.666666667	307.692307692	200	0.00022	0.000101538461538	6.6e-05	55	0	-9.8	100	NA	NA
New Mexico	113	1	0	0	5.389e-05	4.8e-07	333.333333333	153.846153846	100	0.00016	7.38461538462e-05	4.8e-05	0	0	-100	-100	NA	NA
Ohio	868	15	0	0	7.426e-05	1.28e-06	5000	2307.69230769	1500	0.000426666666667	0.000196923076923	0.000128	164	4	19.7	33.3	NA	NA
Indiana	645	17	0	0	9.581e-05	2.53e-06	5666.66666667	2615.38461538	1700	0.000843333333333	0.000389230769231	0.000253	168	3	54.1	50	NA	NA
Maryland	583	4	0	0	9.643e-05	6.6e-07	1333.33333333	615.384615385	400	0.00022	0.000101538461538	6.6e-05	158	0	107.9	100	NA	NA
Louisiana	2304	83	0	0	0.00049561	1.785e-05	27666.6666667	12769.2307692	8300	0.00595	0.00274615384615	0.001785	509	18	25.1	-5.3	NA	NA
Idaho	146	3	0	0	8.17e-05	1.68e-06	1000	461.538461538	300	0.00056	0.000258461538462	0.000168	55	3	450	100	NA	NA
Arizona	508	8	0	0	6.979e-05	1.1e-06	2666.66666667	1230.76923077	800	0.000366666666667	0.000169230769231	0.00011	107	2	42.7	100	NA	NA
