Name	Confirmed	Deaths	Recovered	Active
Metcalfe	0	0	0	0
Daviess	27	0	0	0
Russell	0	0	0	0
Shelby	1	0	0	0
Union	1	0	0	0
Montgomery	2	0	0	0
Wayne	1	0	0	0
Robertson	0	0	0	0
Bourbon	2	1	0	0
Nicholas	1	0	0	0
Powell	0	0	0	0
Boyle	1	0	0	0
Henderson	3	0	0	0
Menifee	2	0	0	0
Breckinridge	2	0	0	0
Casey	0	0	0	0
Adair	0	0	0	0
McCreary	1	0	0	0
Nelson	2	0	0	0
Henry	0	0	0	0
Barren	1	0	0	0
Webster	2	0	0	0
Bullitt	2	0	0	0
Washington	1	0	0	0
Trimble	0	0	0	0
Marion	0	0	0	0
Hickman	0	0	0	0
Allen	1	0	0	0
Warren	9	0	0	0
Perry	0	0	0	0
Graves	0	0	0	0
Grant	1	0	0	0
Caldwell	0	0	0	0
Oldham	3	0	0	0
Mason	1	0	0	0
Wolfe	0	0	0	0
Anderson	2	1	0	0
Jefferson	97	3	0	0
Crittenden	0	0	0	0
Butler	1	0	0	0
Breathitt	2	0	0	0
Kenton	17	1	0	0
Lee	0	0	0	0
Boyd	0	0	0	0
Rockcastle	0	0	0	0
McLean	1	0	0	0
Johnson	0	0	0	0
Hopkins	11	1	0	0
Whitley	0	0	0	0
Woodford	3	0	0	0
Green	0	0	0	0
Clay	0	0	0	0
Ohio	0	0	0	0
Spencer	2	0	0	0
Fulton	0	0	0	0
Madison	7	0	0	0
Taylor	0	0	0	0
Clinton	0	0	0	0
Larue	1	0	0	0
Owen	0	0	0	0
Todd	0	0	0	0
Grayson	2	0	0	0
Hart	0	0	0	0
Carlisle	0	0	0	0
Lyon	1	0	0	0
Morgan	0	0	0	0
Pendleton	0	0	0	0
Magoffin	0	0	0	0
Jessamine	10	0	0	0
Letcher	0	0	0	0
Jackson	0	0	0	0
Lawrence	0	0	0	0
Trigg	0	0	0	0
McCracken	3	0	0	0
Fayette	67	2	0	0
Floyd	1	0	0	0
Pike	0	0	0	0
Lincoln	0	0	0	0
Ballard	0	0	0	0
Livingston	0	0	0	0
Harlan	0	0	0	0
Franklin	6	0	0	0
Owsley	0	0	0	0
Clark	6	0	0	0
Bell	0	0	0	0
Marshall	0	0	0	0
Carroll	1	0	0	0
Bath	0	0	0	0
Unassigned	69	0	0	0
Harrison	11	0	0	0
Campbell	4	0	0	0
Laurel	2	0	0	0
Mercer	2	0	0	0
Gallatin	0	0	0	0
Cumberland	0	0	0	0
Pulaski	7	0	0	0
Rowan	0	0	0	0
Elliott	0	0	0	0
Fleming	0	0	0	0
Christian	6	0	0	0
Greenup	0	0	0	0
Scott	5	0	0	0
Knox	0	0	0	0
Hancock	1	0	0	0
Hardin	5	0	0	0
Bracken	1	0	0	0
Meade	0	0	0	0
Boone	5	0	0	0
Martin	2	0	0	0
Garrard	0	0	0	0
Edmonson	0	0	0	0
Simpson	2	0	0	0
Muhlenberg	4	0	0	0
Carter	0	0	0	0
Knott	0	0	0	0
Lewis	0	0	0	0
Calloway	2	0	0	0
Estill	0	0	0	0
Logan	2	0	0	0
Leslie	0	0	0	0
Monroe	0	0	0	0
