Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date
South Korea	8162	75	510	N/A	1.5807e-4	1.45e-6	25000	11538.4615385	7500	4.83333333333e-4	2.23076923077e-4	1.45e-4	NA	NA	2020-03-15
South Korea	8236	75	1137	N/A	1.595e-4	1.45e-6	25000	11538.4615385	7500	4.83333333333e-4	2.23076923077e-4	1.45e-4	74	0	NA	NA	2020-03-16
South Korea	8320	81	1407	N/A	1.6113e-4	1.57e-6	27000	12461.5384615	8100	5.23333333333e-4	2.41538461538e-4	1.57e-4	84	6	13.5	0	NA	NA	2020-03-17
South Korea	8413	84	1540	N/A	1.6293e-4	1.63e-6	28000	12923.0769231	8400	5.43333333333e-4	2.50769230769e-4	1.63e-4	93	3	10.7	0	307024	0.005938	2020-03-18
South Korea	8565	91	1540	N/A	1.6588e-4	1.76e-6	30333.3333333	14000	9100	5.86666666667e-4	2.70769230769e-4	1.76e-4	152	7	0	0	316664	0.006124	2020-03-19
South Korea	8652	94	1540	N/A	1.6756e-4	1.82e-6	31333.3333333	14461.5384615	9400	6.06666666667e-4	2.8e-4	1.82e-4	87	3	-42.8	0	NA	NA	2020-03-20
South Korea	8799	102	1540	N/A	1.7041e-4	1.98e-6	34000	15692.3076923	10200	6.6e-4	3.04615384615e-4	1.98e-4	147	8	69	166.7	NA	NA	2020-03-21
South Korea	8897	104	2909	5884	1.723e-4	2.01e-6	34666.6666667	16000	10400	6.7e-4	3.09230769231e-4	2.01e-4	98	2	0	0	338036	0.006537	2020-03-22
South Korea	8961	111	3166	5684	1.7354e-4	2.15e-6	37000	17076.9230769	11100	7.16666666667e-4	3.30769230769e-4	2.15e-4	64	7	0	0	NA	NA	2020-03-23
South Korea	9037	120	3507	5410	1.7502e-4	2.32e-6	40000	18461.5384615	12000	0.00077333333333300005	3.56923076923e-4	2.32e-4	76	9	0	0	348582	0.006741	2020-03-24
South Korea	9137	126	3730	5281	1.7695e-4	2.44e-6	42000	19384.6153846	12600	8.13333333333e-4	3.75384615385e-4	2.44e-4	100	6	0	0	357896	0.006921	2020-03-25
South Korea	9241	131	4144	4966	1.7897e-4	2.54e-6	43666.6666667	20153.8461538	13100	8.46666666667e-4	3.90769230769e-4	2.54e-4	104	5	0	0	364942	0.007058	2020-03-26
South Korea	9332	139	4528	4665	1.8073e-4	2.69e-6	46333.3333333	21384.6153846	13900	8.96666666667e-4	4.13846153846e-4	2.69e-4	91	8	0	0	NA	NA	2020-03-27
South Korea	9478	144	4811	4523	1.8356e-4	2.79e-6	48000	22153.8461538	14400	0.00093000000000000005	4.29230769231e-4	2.79e-4	146	5	0	0	387925	0.007502	2020-03-28
South Korea	9583	152	5033	4398	1.8559e-4	2.94e-6	50666.6666667	23384.6153846	15200	9.8e-4	4.52307692308e-4	2.94e-4	105	8	0	0	394141	0.007622	2020-03-29
South Korea	9661	158	5228	4275	1.871e-4	3.06e-6	52666.6666667	24307.6923077	15800	0.00102	4.70769230769e-4	3.06e-4	78	6	0	0	NA	NA	2020-03-30
South Korea	9786	162	5408	4216	1.8952e-4	3.14e-6	54000	24923.0769231	16200	0.00104666666667	4.83076923077e-4	3.14e-4	125	4	0	0	410564	0.00794	2020-03-31
South Korea	9887	165	5567	4155	1.9148e-4	3.2e-6	55000	25384.6153846	16500	0.00106666666667	4.92307692308e-4	3.2e-4	101	3	0	0	421547	0.008152	2020-04-01
South Korea	9976	169	5828	3979	1.932e-4	3.27e-6	56333.3333333	26000	16900	0.00109	5.03076923077e-4	3.27e-4	89	4	0	0	431743	0.008349	2020-04-02
South Korea	10062	174	6021	3867	1.9487e-4	3.37e-6	58000	26769.2307692	17400	0.00112333333333	5.18461538462e-4	3.37e-4	86	5	0	0	443273	0.008572	2020-04-03
South Korea	10156	177	6325	3654	1.9669e-4	3.43e-6	59000	27230.7692308	17700	0.00114333333333	5.27692307692e-4	3.43e-4	94	3	0	0	455032	0.008875	2020-04-04
South Korea	10237.0	183.0	6463.0	3591.0	0.00019826	3.54e-06	61000.0	28153.8461538	18300.0	0.00118	0.000544615384615	0.000354	2020-04-05
South Korea	10284.0	186.0	6598.0	3500.0	0.00019917	3.6e-06	62000.0	28615.3846154	18600.0	0.0012	0.000553846153846	0.00036	2020-04-06
