Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
East Timor	0.339	2.7e-07	0.339	2.7e-07	0.002	0.0	0.002	0.0
Cambodia	5613.71	0.00034546	28073.328	0.00172761	33.682	2.07e-06	168.44	1.037e-05
Sri Lanka	7486.191	0.00034546	37437.328	0.00172761	44.917	2.07e-06	224.624	1.037e-05
Bahrain	58.299	3.715e-05	134.55	8.573e-05	0.35	2.2e-07	0.807	5.1e-07
Saudi Arabia	375.552	1.114e-05	886.194	2.63e-05	2.253	7e-08	5.317	1.6e-07
Japan	61571.649	0.00048662	280164.698	0.00221423	369.43	2.92e-06	1680.988	1.329e-05
Jordan	110.95	1.114e-05	261.809	2.63e-05	0.666	7e-08	1.571	1.6e-07
Oman	179.399	3.715e-05	414.037	8.573e-05	1.076	2.2e-07	2.484	5.1e-07
Pakistan	7883.067	3.715e-05	18193.438	8.573e-05	47.298	2.2e-07	109.161	5.1e-07
United Arab Emirates	2575.853	0.00026746	13311.406	0.00138215	15.455	1.6e-06	79.868	8.29e-06
India	361764.973	0.00026746	1869516.65	0.00138215	2170.59	1.6e-06	11217.1	8.29e-06
South Korea	25126.772	0.00048662	114332.402	0.00221423	150.761	2.92e-06	685.994	1.329e-05
Afghanistan	1380.828	3.715e-05	3186.831	8.573e-05	8.285	2.2e-07	19.121	5.1e-07
Mongolia	6.778	2.14e-06	12.708	4.01e-06	0.041	1e-08	0.076	2e-08
Singapore	2743.895	0.00048662	12485.333	0.00221423	16.463	2.92e-06	74.912	1.329e-05
China	1838668.457	0.00132019	8616387.042	0.00618669	11032.011	7.92e-06	51698.322	3.712e-05
Indonesia	2982.836	1.114e-05	7038.635	2.63e-05	17.897	7e-08	42.232	1.6e-07
Vietnam	46491.911	0.00048662	211548.537	0.00221423	278.951	2.92e-06	1269.291	1.329e-05
Qatar	61.998	2.229e-05	135.147	4.858e-05	0.372	1.3e-07	0.811	2.9e-07
Malaysia	10923.552	0.00034546	54627.056	0.00172761	65.541	2.07e-06	327.762	1.037e-05
Maldives	1.916	3.71e-06	3.983	7.72e-06	0.011	2e-08	0.024	5e-08
Bangladesh	599.383	3.71e-06	1246.199	7.72e-06	3.596	2e-08	7.477	5e-08
Brunei	1.593	3.71e-06	3.313	7.72e-06	0.01	2e-08	0.02	5e-08
Iran	6077.204	7.429e-05	17647.937	0.00021574	36.463	4.5e-07	105.888	1.29e-06
Thailand	33785.34	0.00048662	153730.814	0.00221423	202.712	2.92e-06	922.385	1.329e-05
Iraq	1427.678	3.715e-05	3294.957	8.573e-05	8.566	2.2e-07	19.77	5.1e-07
Lebanon	381.621	5.572e-05	968.788	0.00014145	2.29	3.3e-07	5.813	8.5e-07
Uzbekistan	35.228	1.07e-06	61.649	1.87e-06	0.211	1e-08	0.37	1e-08
Taiwan	11571.835	0.00048662	52654.421	0.00221423	69.431	2.92e-06	315.927	1.329e-05
Bhutan	5.605	7.43e-06	11.431	1.515e-05	0.034	4e-08	0.069	9e-08
Nepal	9703.331	0.00034546	48524.911	0.00172761	58.22	2.07e-06	291.149	1.037e-05
Kuwait	153.687	3.715e-05	354.696	8.573e-05	0.922	2.2e-07	2.128	5.1e-07
Kazakhstan	19.537	1.07e-06	34.19	1.87e-06	0.117	1e-08	0.205	1e-08
Philippines	28524.645	0.00026746	147408.687	0.00138215	171.148	1.6e-06	884.452	8.29e-06
Kyrgyzstan	3.376	5.3e-07	5.064	8e-07	0.02	0.0	0.03	0.0
East Timor	0.339	2.7e-07	0.339	2.7e-07	0.002	0.0	0.00203313	0.0
Cambodia	5613.71	0.00034546	28073.328	0.00172761	33.682	2.07e-06	168.43996649	1.037e-05
Sri Lanka	7486.191	0.00034546	37437.328	0.00172761	44.917	2.07e-06	224.62396602	1.037e-05
Bahrain	58.299	3.715e-05	134.55	8.573e-05	0.35	2.2e-07	0.80729883	5.1e-07
Saudi Arabia	375.552	1.114e-05	886.194	2.63e-05	2.253	7e-08	5.31716134	1.6e-07
Japan	61571.649	0.00048662	280164.698	0.00221423	369.43	2.92e-06	1680.98819042	1.329e-05
Jordan	110.95	1.114e-05	261.809	2.63e-05	0.666	7e-08	1.5708546	1.6e-07
Oman	179.399	3.715e-05	414.037	8.573e-05	1.076	2.2e-07	2.48422268	5.1e-07
Pakistan	7883.067	3.715e-05	18193.438	8.573e-05	47.298	2.2e-07	109.1606268	5.1e-07
United Arab Emirates	2575.853	0.00026746	13311.406	0.00138215	15.455	1.6e-06	79.86843505	8.29e-06
India	361764.973	0.00026746	1869516.65	0.00138215	2170.59	1.6e-06	11217.09989747	8.29e-06
South Korea	25126.772	0.00048662	114332.402	0.00221423	150.761	2.92e-06	685.99441192	1.329e-05
Afghanistan	1380.828	3.715e-05	3186.831	8.573e-05	8.285	2.2e-07	19.12098759	5.1e-07
Mongolia	6.778	2.14e-06	12.708	4.01e-06	0.041	1e-08	0.07624907	2e-08
Singapore	2743.895	0.00048662	12485.333	0.00221423	16.463	2.92e-06	74.91199863	1.329e-05
China	1838668.457	0.00132019	8616387.042	0.00618669	11032.011	7.92e-06	51698.32225215	3.712e-05
Indonesia	2982.836	1.114e-05	7038.635	2.63e-05	17.897	7e-08	42.23180729	1.6e-07
Vietnam	46491.911	0.00048662	211548.537	0.00221423	278.951	2.92e-06	1269.29121999	1.329e-05
Qatar	61.998	2.229e-05	135.147	4.858e-05	0.372	1.3e-07	0.81087909	2.9e-07
Malaysia	10923.552	0.00034546	54627.056	0.00172761	65.541	2.07e-06	327.76233528	1.037e-05
Maldives	1.916	3.71e-06	3.983	7.72e-06	0.011	2e-08	0.02389721	5e-08
Bangladesh	599.383	3.71e-06	1246.199	7.72e-06	3.596	2e-08	7.47719297	5e-08
Brunei	1.593	3.71e-06	3.313	7.72e-06	0.01	2e-08	0.01987798	5e-08
Iran	6077.204	7.429e-05	17647.937	0.00021574	36.463	4.5e-07	105.88762468	1.29e-06
Thailand	33785.34	0.00048662	153730.814	0.00221423	202.712	2.92e-06	922.3848816	1.329e-05
Iraq	1427.678	3.715e-05	3294.957	8.573e-05	8.566	2.2e-07	19.76973952	5.1e-07
Lebanon	381.621	5.572e-05	968.788	0.00014145	2.29	3.3e-07	5.81272566	8.5e-07
Uzbekistan	35.228	1.07e-06	61.649	1.87e-06	0.211	1e-08	0.36989644	1e-08
Taiwan	11571.835	0.00048662	52654.421	0.00221423	69.431	2.92e-06	315.92652732	1.329e-05
Bhutan	5.605	7.43e-06	11.431	1.515e-05	0.034	4e-08	0.06858621	9e-08
Nepal	9703.331	0.00034546	48524.911	0.00172761	58.22	2.07e-06	291.14946844	1.037e-05
Kuwait	153.687	3.715e-05	354.696	8.573e-05	0.922	2.2e-07	2.12817746	5.1e-07
Kazakhstan	19.537	1.07e-06	34.19	1.87e-06	0.117	1e-08	0.20513821	1e-08
Philippines	28524.645	0.00026746	147408.687	0.00138215	171.148	1.6e-06	884.45212002	8.29e-06
Kyrgyzstan	3.376	5.3e-07	5.064	8e-07	0.02	0.0	0.03038122	0.0
East Timor	429658.688	0.33885503	429658.688	0.33885503	0.0	0.0	0.0	0.0
Cambodia	91221656329.963	5613.71017227	456185905093.921	28073.32774807	33.682	2.07e-06	154.649	9.52e-06
Sri Lanka	162225769496.701	7486.19148577	811266890613.369	37437.32767021	44.917	2.07e-06	206.233	9.52e-06
Bahrain	91497231.326	58.29932309	211167710.833	134.54980463	0.0	0.0	0.0	0.0
Saudi Arabia	12656066905.847	375.55153739	29864675866.925	886.19355594	0.0	0.0	0.0	0.0
Japan	7790605357148.686	61571.64918701	35448987140737.38	280164.69840327	369.43	2.92e-06	1573.602	1.244e-05
Jordan	1104615319.182	110.94958806	2606574278.599	261.80909991	0.0	0.0	0.0	0.0
Oman	866403813.274	179.39887422	1999585203.337	414.03711398	0.0	0.0	0.0	0.0
