Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
Daviess	85.0	16.0	0.0	69.0	0.00256433	0.0004827	5333.33333333	2461.53846154	1600.0	0.1609	0.0742615384615	0.04827
Shelby	368.0	22.0	0.0	346.0	0.00825242	0.00049335	7333.33333333	3384.61538462	2200.0	0.16445	0.0759	0.049335
Union	8.0	0.0	0.0	8.0	0.00113685	0.0	40.0	16.0	10.0	0.00568425	0.0022737	0.0014210625
Montgomery	235.0	17.0	0.0	218.0	0.00612841	0.00044333	5666.66666667	2615.38461538	1700.0	0.147776666667	0.0682046153846	0.044333
Wayne	77.0	6.0	0.0	71.0	0.0011678	9.1e-05	2000.0	923.076923077	600.0	0.0303333333333	0.014	0.0091
Wabash	76.0	2.0	0.0	74.0	0.00242967	6.394e-05	666.666666667	307.692307692	200.0	0.0213133333333	0.00983692307692	0.006394
White	231.0	8.0	0.0	223.0	0.00957196	0.0003315	2666.66666667	1230.76923077	800.0	0.1105	0.051	0.03315
Porter	516.0	27.0	0.0	489.0	0.00304256	0.0001592	9000.0	4153.84615385	2700.0	0.0530666666667	0.0244923076923	0.01592
Brown	33.0	1.0	0.0	32.0	0.00216621	6.564e-05	333.333333333	153.846153846	100.0	0.02188	0.0100984615385	0.006564
LaPorte	424.0	23.0	0.0	401.0	0.0038543	0.00020908	7666.66666667	3538.46153846	2300.0	0.0696933333333	0.0321661538462	0.020908
Jay	50.0	0.0	0.0	50.0	0.00240801	0.0	250.0	100.0	62.5	0.01204005	0.00481602	0.0030100125
Jennings	130.0	4.0	0.0	126.0	0.00470827	0.00014487	1333.33333333	615.384615385	400.0	0.04829	0.0222876923077	0.014487
Dearborn	166.0	21.0	0.0	145.0	0.00334893	0.00042366	7000.0	3230.76923077	2100.0	0.14122	0.0651784615385	0.042366
Miami	141.0	1.0	0.0	140.0	0.00396435	2.812e-05	333.333333333	153.846153846	100.0	0.00937333333333	0.00432615384615	0.002812
Hancock	327.0	28.0	0.0	299.0	0.00428285	0.00036673	9333.33333333	4307.69230769	2800.0	0.122243333333	0.05642	0.036673
Henry	169.0	10.0	0.0	159.0	0.00350107	0.00020716	3333.33333333	1538.46153846	1000.0	0.0690533333333	0.0318707692308	0.020716
Vigo	164.0	8.0	0.0	156.0	0.0015272	7.45e-05	2666.66666667	1230.76923077	800.0	0.0248333333333	0.0114615384615	0.00745
Sullivan	34.0	1.0	0.0	33.0	0.00164331	4.833e-05	333.333333333	153.846153846	100.0	0.01611	0.00743538461538	0.004833
Dubois	192.0	3.0	0.0	189.0	0.00451075	7.048e-05	1000.0	461.538461538	300.0	0.0234933333333	0.0108430769231	0.007048
Newton	77.0	10.0	0.0	67.0	0.00549568	0.00071372	3333.33333333	1538.46153846	1000.0	0.237906666667	0.109803076923	0.071372
Washington	52.0	1.0	0.0	51.0	0.00186093	3.579e-05	333.333333333	153.846153846	100.0	0.01193	0.00550615384615	0.003579
Bartholomew	500.0	34.0	0.0	466.0	0.00604208	0.00041086	11333.3333333	5230.76923077	3400.0	0.136953333333	0.0632092307692	0.041086
Marion	9616.0	571.0	0.0	9045.0	0.01007259	0.00059811	190333.333333	87846.1538462	57100.0	0.19937	0.0920169230769	0.059811
Jasper	65.0	1.0	0.0	64.0	0.00194786	2.997e-05	333.333333333	153.846153846	100.0	0.00999	0.00461076923077	0.002997
Vermillion	10.0	0.0	0.0	10.0	0.00064604	0.0	50.0	20.0	12.5	0.0032302	0.00129208	0.00080755
Allen	1451.0	68.0	0.0	1383.0	0.00386572	0.00018116	22666.6666667	10461.5384615	6800.0	0.0603866666667	0.0278707692308	0.018116
Warren	12.0	1.0	0.0	11.0	0.00145226	0.00012102	333.333333333	153.846153846	100.0	0.04034	0.0186184615385	0.012102
Perry	31.0	0.0	0.0	31.0	0.00162287	0.0	155.0	62.0	38.75	0.00811435	0.00324574	0.0020285875
Jackson	379.0	1.0	0.0	378.0	0.00859196	2.267e-05	333.333333333	153.846153846	100.0	0.00755666666667	0.00348769230769	0.002267
Grant	206.0	21.0	0.0	185.0	0.00312424	0.00031849	7000.0	3230.76923077	2100.0	0.106163333333	0.0489984615385	0.031849
Jefferson	43.0	1.0	0.0	42.0	0.00133507	3.105e-05	333.333333333	153.846153846	100.0	0.01035	0.00477692307692	0.003105
Orange	125.0	22.0	0.0	103.0	0.00641387	0.00112884	7333.33333333	3384.61538462	2200.0	0.37628	0.173667692308	0.112884
Putnam	136.0	7.0	0.0	129.0	0.00359988	0.00018529	2333.33333333	1076.92307692	700.0	0.0617633333333	0.0285061538462	0.018529
Hamilton	1156.0	93.0	0.0	1063.0	0.00350212	0.00028174	31000.0	14307.6923077	9300.0	0.0939133333333	0.0433446153846	0.028174
Kosciusko	111.0	1.0	0.0	110.0	0.00139897	1.26e-05	333.333333333	153.846153846	100.0	0.0042	0.00193846153846	0.00126
Rush	46.0	2.0	0.0	44.0	0.00276061	0.00012003	666.666666667	307.692307692	200.0	0.04001	0.0184661538462	0.012003
Johnson	1093.0	108.0	0.0	985.0	0.00699632	0.00069131	36000.0	16615.3846154	10800.0	0.230436666667	0.106355384615	0.069131
Whitley	39.0	3.0	0.0	36.0	0.00114457	8.804e-05	1000.0	461.538461538	300.0	0.0293466666667	0.0135446153846	0.008804
Greene	168.0	24.0	0.0	144.0	0.00524902	0.00074986	8000.0	3692.30769231	2400.0	0.249953333333	0.115363076923	0.074986
