Name	Confirmed	Deaths	Recovered	Active
Daviess	0	0	0	0
Shelby	12	0	0	0
Union	0	0	0	0
Montgomery	5	0	0	0
Wayne	1	0	0	0
Wabash	1	0	0	0
White	1	0	0	0
Porter	14	0	0	0
Brown	3	0	0	0
LaPorte	6	0	0	0
Jay	0	0	0	0
Jennings	13	0	0	0
Dearborn	10	1	0	0
Miami	1	0	0	0
Hancock	22	1	0	0
Henry	2	0	0	0
Vigo	7	1	0	0
Sullivan	1	0	0	0
Dubois	2	0	0	0
Newton	1	0	0	0
Washington	5	0	0	0
Bartholomew	10	0	0	0
Marion	676	10	0	0
Jasper	6	1	0	0
Vermillion	0	0	0	0
Allen	26	1	0	0
Warren	2	0	0	0
Perry	0	0	0	0
Jackson	7	0	0	0
Grant	7	0	0	0
Jefferson	0	0	0	0
Orange	1	0	0	0
Putnam	5	1	0	0
Hamilton	83	0	0	0
Kosciusko	3	0	0	0
Rush	2	0	0	0
Johnson	71	3	0	0
Whitley	1	0	0	0
Greene	1	0	0	0
Ripley	19	0	0	0
LaGrange	2	0	0	0
Ohio	1	0	0	0
Gibson	4	0	0	0
Spencer	0	0	0	0
Fulton	1	0	0	0
Madison	18	1	0	0
Clinton	1	0	0	0
Clark	20	0	0	0
Owen	9	0	0	0
Huntington	1	0	0	0
Clay	1	0	0	0
Blackford	0	0	0	0
Boone	13	0	0	0
Delaware	14	1	0	0
Fountain	1	0	0	0
Morgan	20	1	0	0
Lawrence	8	0	0	0
Elkhart	12	0	0	0
Howard	12	1	0	0
Fayette	5	1	0	0
Posey	3	0	0	0
Floyd	14	0	0	0
Pike	0	0	0	0
Adams	1	0	0	0
Franklin	26	2	0	0
Switzerland	3	0	0	0
Vanderburgh	17	0	0	0
Marshall	3	0	0	0
Carroll	1	0	0	0
Saint Joseph	32	1	0	0
Harrison	14	0	0	0
Starke	1	0	0	0
De Kalb	1	0	0	0
Lake	85	1	0	0
Pulaski	0	0	0	0
Hendricks	48	2	0	0
Tippecanoe	11	1	0	0
Parke	0	0	0	0
Crawford	1	0	0	0
Noble	2	0	0	0
Wells	1	0	0	0
Knox	2	0	0	0
Decatur	40	0	0	0
Tipton	4	0	0	0
Benton	0	0	0	0
Cass	0	0	0	0
Martin	0	0	0	0
Warrick	8	0	0	0
Scott	1	1	0	0
Randolph	1	0	0	0
Monroe	22	0	0	0
Steuben	1	0	0	0
