2020-04-14	57.418	1406.418	0.6	5.6
2020-04-15	54.84	1461.258	0.586	6.186
2020-04-16	52.34	1513.598	0.571	6.757
2020-04-17	49.872	1563.47	0.555	7.312
2020-04-18	47.465	1610.935	0.54	7.852
2020-04-19	45.12	1656.055	0.526	8.378
2020-04-20	42.861	1698.916	0.513	8.891
2020-04-21	40.663	1739.579	0.5	9.391
2020-04-22	38.568	1778.147	0.486	9.877
2020-04-23	36.571	1814.718	0.471	10.348
2020-04-24	34.667	1849.385	0.454	10.802
2020-04-25	32.832	1882.217	0.436	11.238
2020-04-26	31.063	1913.28	0.419	11.657
2020-04-27	29.348	1942.628	0.401	12.058
2020-04-28	27.665	1970.293	0.383	12.441
2020-04-29	25.996	1996.289	0.366	12.807
2020-04-30	24.327	2020.616	0.349	13.156
2020-05-01	22.656	2043.272	0.333	13.489
2020-05-02	21.015	2064.287	0.317	13.806
2020-05-03	19.493	2083.78	0.301	14.107
2020-05-04	18.152	2101.932	0.286	14.393
2020-05-05	16.986	2118.918	0.272	14.665
2020-05-06	15.984	2134.902	0.258	14.923
2020-05-07	15.115	2150.017	0.244	15.167
2020-05-08	14.308	2164.325	0.231	15.398
2020-05-09	13.508	2177.833	0.219	15.617
2020-05-10	12.708	2190.541	0.207	15.824
2020-05-11	11.907	2202.448	0.196	16.02
2020-05-12	11.106	2213.554	0.185	16.205
2020-05-13	10.319	2223.873	0.174	16.379
2020-05-14	9.602	2233.475	0.162	16.541
2020-05-15	8.956	2242.431	0.151	16.692
2020-05-16	8.376	2250.807	0.14	16.832
2020-05-17	7.858	2258.665	0.13	16.962
2020-05-18	7.388	2266.053	0.121	17.083
2020-05-19	6.922	2272.975	0.113	17.196
2020-05-20	6.456	2279.431	0.107	17.303
2020-05-21	5.991	2285.422	0.101	17.404
2020-05-22	5.524	2290.946	0.096	17.5
2020-05-23	5.057	2296.003	0.09	17.59
2020-05-24	4.59	2300.593	0.085	17.675
2020-05-25	4.134	2304.727	0.08	17.755
2020-05-26	3.71	2308.437	0.074	17.829
2020-05-27	3.322	2311.759	0.069	17.898
2020-05-28	2.968	2314.727	0.064	17.962
2020-05-29	2.643	2317.37	0.06	18.022
2020-05-30	2.337	2319.707	0.056	18.078
2020-05-31	2.035	2321.742	0.052	18.13
2020-06-01	1.732	2323.474	0.049	18.179
2020-06-02	1.425	2324.899	0.046	18.225
2020-06-03	1.114	2326.013	0.043	18.268
2020-06-04	0.791	2326.804	0.04	18.308
2020-06-05	0.509	2327.313	0.037	18.345
2020-06-06	0.314	2327.627	0.034	18.379
2020-06-07	0.198	2327.825	0.031	18.41
2020-06-08	0.131	2327.956	0.028	18.438
2020-06-09	0.094	2328.05	0.025	18.463
2020-06-10	0.072	2328.122	0.022	18.485
2020-06-11	0.058	2328.18	0.02	18.505
2020-06-12	0.046	2328.226	0.018	18.523
2020-06-13	0.036	2328.262	0.016	18.539
2020-06-14	0.027	2328.289	0.014	18.553
2020-06-15	0.02	2328.309	0.012	18.565
2020-06-16	0.0	2328.309	0.0	18.565
2020-06-17	0.0	2328.309	0.0	18.565
2020-06-18	0.0	2328.309	0.0	18.565
2020-06-19	0.0	2328.309	0.0	18.565
2020-06-20	0.0	2328.309	0.0	18.565
2020-06-21	0.0	2328.309	0.0	18.565
2020-06-22	0.0	2328.309	0.0	18.565
2020-06-23	0.0	2328.309	0.0	18.565
2020-06-24	0.0	2328.309	0.0	18.565
2020-06-25	0.0	2328.309	0.0	18.565
2020-06-26	0.0	2328.309	0.0	18.565
2020-06-27	0.0	2328.309	0.0	18.565
2020-06-28	0.0	2328.309	0.0	18.565
2020-06-29	0.0	2328.309	0.0	18.565
2020-06-30	0.0	2328.309	0.0	18.565
2020-07-01	0.0	2328.309	0.0	18.565
2020-07-02	0.0	2328.309	0.0	18.565
2020-07-03	0.0	2328.309	0.0	18.565
2020-07-04	0.0	2328.309	0.0	18.565
2020-07-05	0.0	2328.309	0.0	18.565
2020-07-06	0.0	2328.309	0.0	18.565
2020-07-07	0.0	2328.309	0.0	18.565
2020-07-08	0.0	2328.309	0.0	18.565
2020-07-09	0.0	2328.309	0.0	18.565
2020-07-10	0.0	2328.309	0.0	18.565
2020-07-11	0.0	2328.309	0.0	18.565
2020-07-12	0.0	2328.309	0.0	18.565
2020-07-13	0.0	2328.309	0.0	18.565
2020-07-14	0.0	2328.309	0.0	18.565
2020-07-15	0.0	2328.309	0.0	18.565
2020-07-16	0.0	2328.309	0.0	18.565
2020-07-17	0.0	2328.309	0.0	18.565
2020-07-18	0.0	2328.309	0.0	18.565
2020-07-19	0.0	2328.309	0.0	18.565
2020-07-20	0.0	2328.309	0.0	18.565
2020-07-21	0.0	2328.309	0.0	18.565
2020-07-22	0.0	2328.309	0.0	18.565
2020-07-23	0.0	2328.309	0.0	18.565
2020-07-24	0.0	2328.309	0.0	18.565
2020-07-25	0.0	2328.309	0.0	18.565
2020-07-26	0.0	2328.309	0.0	18.565
2020-07-27	0.0	2328.309	0.0	18.565
2020-07-28	0.0	2328.309	0.0	18.565
2020-07-29	0.0	2328.309	0.0	18.565
2020-07-30	0.0	2328.309	0.0	18.565
2020-07-31	0.0	2328.309	0.0	18.565
2020-08-01	0.0	2328.309	0.0	18.565
2020-08-02	0.0	2328.309	0.0	18.565
2020-08-03	0.0	2328.309	0.0	18.565
2020-08-04	0.0	2328.309	0.0	18.565
2020-08-05	0.0	2328.309	0.0	18.565
2020-08-06	0.0	2328.309	0.0	18.565
2020-08-07	0.0	2328.309	0.0	18.565
2020-08-08	0.0	2328.309	0.0	18.565
2020-08-09	0.0	2328.309	0.0	18.565
2020-08-10	0.0	2328.309	0.0	18.565
2020-08-11	0.0	2328.309	0.0	18.565
2020-08-12	0.0	2328.309	0.0	18.565
2020-08-13	0.0	2328.309	0.0	18.565
2020-08-14	0.0	2328.309	0.0	18.565
2020-08-15	0.0	2328.309	0.0	18.565
2020-08-16	0.0	2328.309	0.0	18.565
2020-08-17	0.0	2328.309	0.0	18.565
2020-08-18	0.0	2328.309	0.0	18.565
2020-08-19	0.0	2328.309	0.0	18.565
2020-08-20	0.0	2328.309	0.0	18.565
2020-08-21	0.0	2328.309	0.0	18.565
2020-08-22	0.0	2328.309	0.0	18.565
2020-08-23	0.0	2328.309	0.0	18.565
2020-08-24	0.0	2328.309	0.0	18.565
2020-08-25	0.0	2328.309	0.0	18.565
2020-08-26	0.0	2328.309	0.0	18.565
2020-08-27	0.0	2328.309	0.0	18.565
2020-08-28	0.0	2328.309	0.0	18.565
2020-08-29	0.0	2328.309	0.0	18.565
2020-08-30	0.0	2328.309	0.0	18.565
