Date	Predicted Daily Cases	Predicted Total Cases	Predicted Daily Deaths	Predicted Total Deaths
2020-04-14	28.227	690.227	0.036	12.036
2020-04-15	27.56	717.787	0.038	12.074
2020-04-16	26.842	744.629	0.039	12.113
2020-04-17	26.125	770.754	0.04	12.153
2020-04-18	25.413	796.167	0.041	12.194
2020-04-19	24.757	820.924	0.041	12.235
2020-04-20	24.156	845.08	0.041	12.276
2020-04-21	23.545	868.625	0.04	12.316
2020-04-22	22.877	891.502	0.04	12.356
2020-04-23	22.151	913.653	0.039	12.395
2020-04-24	21.37	935.023	0.038	12.433
2020-04-25	20.535	955.558	0.037	12.47
2020-04-26	19.699	975.257	0.037	12.507
2020-04-27	18.864	994.121	0.036	12.543
2020-04-28	18.037	1012.158	0.035	12.578
2020-04-29	17.227	1029.385	0.034	12.612
2020-04-30	16.442	1045.827	0.033	12.645
2020-05-01	15.667	1061.494	0.032	12.677
2020-05-02	14.91	1076.404	0.031	12.708
2020-05-03	14.174	1090.578	0.03	12.738
2020-05-04	13.464	1104.042	0.029	12.767
2020-05-05	12.774	1116.816	0.028	12.795
2020-05-06	12.116	1128.932	0.027	12.822
2020-05-07	11.488	1140.42	0.026	12.848
2020-05-08	10.89	1151.31	0.025	12.873
2020-05-09	10.314	1161.624	0.023	12.896
2020-05-10	9.758	1171.382	0.022	12.918
2020-05-11	9.219	1180.601	0.021	12.939
2020-05-12	8.691	1189.292	0.02	12.959
2020-05-13	8.166	1197.458	0.019	12.978
2020-05-14	7.642	1205.1	0.018	12.996
2020-05-15	7.117	1212.217	0.017	13.013
2020-05-16	6.602	1218.819	0.016	13.029
2020-05-17	6.123	1224.942	0.016	13.045
2020-05-18	5.702	1230.644	0.015	13.06
2020-05-19	5.336	1235.98	0.014	13.074
2020-05-20	5.021	1241.001	0.013	13.087
2020-05-21	4.748	1245.749	0.013	13.1
2020-05-22	4.494	1250.243	0.012	13.112
2020-05-23	4.243	1254.486	0.011	13.123
2020-05-24	3.992	1258.478	0.01	13.133
2020-05-25	3.74	1262.218	0.01	13.143
2020-05-26	3.489	1265.707	0.009	13.152
2020-05-27	3.241	1268.948	0.008	13.16
2020-05-28	3.016	1271.964	0.008	13.168
2020-05-29	2.813	1274.777	0.007	13.175
2020-05-30	2.631	1277.408	0.007	13.182
2020-05-31	2.468	1279.876	0.006	13.188
2020-06-01	2.321	1282.197	0.006	13.194
2020-06-02	2.174	1284.371	0.006	13.2
2020-06-03	2.028	1286.399	0.005	13.205
2020-06-04	1.882	1288.281	0.005	13.21
2020-06-05	1.735	1290.016	0.005	13.215
2020-06-06	1.589	1291.605	0.004	13.219
2020-06-07	1.442	1293.047	0.004	13.223
2020-06-08	1.299	1294.346	0.004	13.227
2020-06-09	1.165	1295.511	0.004	13.231
2020-06-10	1.044	1296.555	0.003	13.234
2020-06-11	0.932	1297.487	0.003	13.237
2020-06-12	0.83	1298.317	0.003	13.24
2020-06-13	0.734	1299.051	0.003	13.243
2020-06-14	0.639	1299.69	0.003	13.246
2020-06-15	0.544	1300.234	0.002	13.248
2020-06-16	0.448	1300.682	0.002	13.25
2020-06-17	0.35	1301.032	0.002	13.252
2020-06-18	0.248	1301.28	0.002	13.254
2020-06-19	0.16	1301.44	0.002	13.256
2020-06-20	0.099	1301.539	0.001	13.257
2020-06-21	0.062	1301.601	0.001	13.258
2020-06-22	0.041	1301.642	0.001	13.259
2020-06-23	0.029	1301.671	0.001	13.26
2020-06-24	0.023	1301.694	0.001	13.261
2020-06-25	0.018	1301.712	0.001	13.262
2020-06-26	0.014	1301.726	0.001	13.263
2020-06-27	0.011	1301.737	0.0	13.263
2020-06-28	0.009	1301.746	0.0	13.263
2020-06-29	0.006	1301.752	0.0	13.263
2020-06-30	0.0	1301.752	0.0	13.263
2020-07-01	0.0	1301.752	0.0	13.263
2020-07-02	0.0	1301.752	0.0	13.263
2020-07-03	0.0	1301.752	0.0	13.263
2020-07-04	0.0	1301.752	0.0	13.263
2020-07-05	0.0	1301.752	0.0	13.263
2020-07-06	0.0	1301.752	0.0	13.263
2020-07-07	0.0	1301.752	0.0	13.263
2020-07-08	0.0	1301.752	0.0	13.263
2020-07-09	0.0	1301.752	0.0	13.263
2020-07-10	0.0	1301.752	0.0	13.263
2020-07-11	0.0	1301.752	0.0	13.263
2020-07-12	0.0	1301.752	0.0	13.263
2020-07-13	0.0	1301.752	0.0	13.263
2020-07-14	0.0	1301.752	0.0	13.263
2020-07-15	0.0	1301.752	0.0	13.263
2020-07-16	0.0	1301.752	0.0	13.263
2020-07-17	0.0	1301.752	0.0	13.263
2020-07-18	0.0	1301.752	0.0	13.263
2020-07-19	0.0	1301.752	0.0	13.263
2020-07-20	0.0	1301.752	0.0	13.263
2020-07-21	0.0	1301.752	0.0	13.263
2020-07-22	0.0	1301.752	0.0	13.263
2020-07-23	0.0	1301.752	0.0	13.263
2020-07-24	0.0	1301.752	0.0	13.263
2020-07-25	0.0	1301.752	0.0	13.263
2020-07-26	0.0	1301.752	0.0	13.263
2020-07-27	0.0	1301.752	0.0	13.263
2020-07-28	0.0	1301.752	0.0	13.263
2020-07-29	0.0	1301.752	0.0	13.263
2020-07-30	0.0	1301.752	0.0	13.263
2020-07-31	0.0	1301.752	0.0	13.263
2020-08-01	0.0	1301.752	0.0	13.263
2020-08-02	0.0	1301.752	0.0	13.263
2020-08-03	0.0	1301.752	0.0	13.263
2020-08-04	0.0	1301.752	0.0	13.263
2020-08-05	0.0	1301.752	0.0	13.263
2020-08-06	0.0	1301.752	0.0	13.263
2020-08-07	0.0	1301.752	0.0	13.263
2020-08-08	0.0	1301.752	0.0	13.263
2020-08-09	0.0	1301.752	0.0	13.263
2020-08-10	0.0	1301.752	0.0	13.263
2020-08-11	0.0	1301.752	0.0	13.263
2020-08-12	0.0	1301.752	0.0	13.263
2020-08-13	0.0	1301.752	0.0	13.263
2020-08-14	0.0	1301.752	0.0	13.263
2020-08-15	0.0	1301.752	0.0	13.263
2020-08-16	0.0	1301.752	0.0	13.263
2020-08-17	0.0	1301.752	0.0	13.263
2020-08-18	0.0	1301.752	0.0	13.263
2020-08-19	0.0	1301.752	0.0	13.263
2020-08-20	0.0	1301.752	0.0	13.263
2020-08-21	0.0	1301.752	0.0	13.263
2020-08-22	0.0	1301.752	0.0	13.263
2020-08-23	0.0	1301.752	0.0	13.263
2020-08-24	0.0	1301.752	0.0	13.263
2020-08-25	0.0	1301.752	0.0	13.263
2020-08-26	0.0	1301.752	0.0	13.263
2020-08-27	0.0	1301.752	0.0	13.263
2020-08-28	0.0	1301.752	0.0	13.263
2020-08-29	0.0	1301.752	0.0	13.263
2020-08-30	0.0	1301.752	0.0	13.263
