2020-03-10	0.0	N/A	0.0	N/A
2020-03-11	12.0	N/A	0.0	N/A
2020-03-12	0.0	N/A	0.0	N/A
2020-03-13	10.0	N/A	0.0	N/A
2020-03-14	0.0	N/A	0.0	N/A
2020-03-15	10.0	N/A	0.0	N/A
2020-03-16	17.0	N/A	0.0	N/A
2020-03-17	18.0	N/A	0.0	N/A
2020-03-18	23.0	N/A	0.0	N/A
2020-03-19	22.0	N/A	0.0	N/A
2020-03-20	27.0	N/A	0.0	N/A
2020-03-21	49.0	N/A	0.0	N/A
2020-03-22	64.0	N/A	0.0	N/A
2020-03-23	42.0	N/A	0.0	N/A
2020-03-24	58.0	N/A	0.0	N/A
2020-03-25	-1.0	N/A	0.0	N/A
2020-03-26	128.0	N/A	1.0	N/A
2020-03-27	56.0	N/A	0.0	N/A
2020-03-28	0.0	N/A	0.0	N/A
2020-03-29	79.0	N/A	0.0	N/A
2020-03-30	40.0	N/A	0.0	N/A
2020-03-31	29.0	N/A	1.0	N/A
2020-04-01	64.0	N/A	5.0	N/A
2020-04-02	215.0	N/A	1.0	N/A
2020-04-03	0.0	N/A	4.0	N/A
2020-04-04	106.0	N/A	0.0	N/A
2020-04-05	106.0	N/A	5.0	N/A
2020-04-06	69.0	N/A	2.0	N/A
2020-04-07	123.0	N/A	3.0	N/A
2020-04-08	0.0	N/A	1.0	N/A
2020-04-09	50.0	N/A	2.0	N/A
2020-04-10	28.0	N/A	3.0	N/A
2020-04-11	116.0	N/A	3.0	N/A
2020-04-12	0.0	N/A	8.0	N/A
2020-04-13	165.0	N/A	0.0	N/A
2020-04-14	69.356	1801.356	2.591	48.591
2020-04-15	66.535	1867.891	2.6	51.191
2020-04-16	63.713	1931.604	2.596	53.787
2020-04-17	60.92	1992.524	2.572	56.359
2020-04-18	58.185	2050.709	2.538	58.897
2020-04-19	55.532	2106.241	2.5	61.397
2020-04-20	52.914	2159.155	2.452	63.849
2020-04-21	50.359	2209.514	2.394	66.243
2020-04-22	47.872	2257.386	2.331	68.574
2020-04-23	45.475	2302.861	2.269	70.843
2020-04-24	43.143	2346.004	2.207	73.05
2020-04-25	40.92	2386.924	2.15	75.2
2020-04-26	38.801	2425.725	2.098	77.298
2020-04-27	36.781	2462.506	2.045	79.343
2020-04-28	34.835	2497.341	1.987	81.33
2020-04-29	32.958	2530.299	1.924	83.254
2020-04-30	31.138	2561.437	1.856	85.11
2020-05-01	29.352	2590.789	1.784	86.894
2020-05-02	27.582	2618.371	1.711	88.605
2020-05-03	25.811	2644.182	1.639	90.244
2020-05-04	24.038	2668.22	1.567	91.811
2020-05-05	22.297	2690.517	1.496	93.307
2020-05-06	20.682	2711.199	1.428	94.735
2020-05-07	19.259	2730.458	1.361	96.096
2020-05-08	18.022	2748.48	1.295	97.391
2020-05-09	16.959	2765.439	1.231	98.622
2020-05-10	16.037	2781.476	1.169	99.791
2020-05-11	15.18	2796.656	1.11	100.901
2020-05-12	14.332	2810.988	1.052	101.953
2020-05-13	13.483	2824.471	0.998	102.951
2020-05-14	12.633	2837.104	0.946	103.897
2020-05-15	11.783	2848.887	0.896	104.793
2020-05-16	10.948	2859.835	0.848	105.641
2020-05-17	10.187	2870.022	0.801	106.442
2020-05-18	9.502	2879.524	0.755	107.197
2020-05-19	8.887	2888.411	0.709	107.906
2020-05-20	8.337	2896.748	0.664	108.57
2020-05-21	7.838	2904.586	0.618	109.188
2020-05-22	7.344	2911.93	0.573	109.761
2020-05-23	6.85	2918.78	0.532	110.293
2020-05-24	6.356	2925.136	0.495	110.788
2020-05-25	5.861	2930.997	0.463	111.251
2020-05-26	5.366	2936.363	0.436	111.687
2020-05-27	4.87	2941.233	0.412	112.099
