Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Voru	-0.001	-0.307	N/A	N/A
Rapla	-0.023	-13.044	N/A	N/A
Jogeva	0.0	0.0	N/A	N/A
Saare	-0.227	-128.881	N/A	N/A
Laane-Viru	0.0	0.0	N/A	N/A
other	0.0	0.0	N/A	N/A
Ida-Viru	-0.031	-17.891	N/A	N/A
Parnu	-0.006	-3.572	N/A	N/A
Hiiu	0.0	0.0	N/A	N/A
Viljandi	0.0	0.0	N/A	N/A
Tartu	-0.111	-144.483	N/A	N/A
Jarva	-0.006	-3.26	N/A	N/A
Polva	0.0	0.0	N/A	N/A
Laane	-0.001	-5.192	N/A	N/A
Harju	-0.05	-28.14	N/A	N/A
Valga	-0.011	-6.522	N/A	N/A
