Date	Cases	Cases_per_capitaTotal_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-01-30	0.847	2.7e-07	0.847	2.7e-07	0.0	0.0	0.0	0.0
2020-01-31	1.694	5.3e-07	2.542	8e-07	0.0	0.0	0.0	0.0
2020-02-01	3.389	1.07e-06	5.93	1.87e-06	0.0	0.0	0.0	0.0
2020-02-02	6.778	2.14e-06	12.708	4.01e-06	0.0	0.0	0.0	0.0
2020-02-03	11.776	3.71e-06	24.484	7.72e-06	0.0	0.0	0.0	0.0
2020-02-04	23.552	7.43e-06	48.037	1.515e-05	0.0	0.0	0.0	0.0
2020-02-05	35.329	1.114e-05	83.366	2.63e-05	0.0	0.0	0.0	0.0
2020-02-06	70.657	2.229e-05	154.023	4.858e-05	0.0	0.0	0.0	0.0
2020-02-07	117.762	3.715e-05	271.786	8.573e-05	0.0	0.0	0.0	0.0
2020-02-08	176.644	5.572e-05	448.429	0.00014145	0.0	0.0	0.0	0.0
2020-02-09	235.525	7.429e-05	683.954	0.00021574	0.005	0.0	0.005	0.0
2020-02-10	294.406	9.287e-05	978.36	0.00030861	0.01	0.0	0.015	0.0
2020-02-11	353.287	0.00011144	1331.648	0.00042005	0.02	1e-08	0.036	1e-08
2020-02-12	412.169	0.00013001	1743.816	0.00055006	0.041	1e-08	0.076	2e-08
2020-02-13	494.602	0.00015602	2238.418	0.00070608	0.071	2e-08	0.147	5e-08
2020-02-14	588.812	0.00018573	2827.231	0.00089181	0.141	4e-08	0.288	9e-08
2020-02-15	706.575	0.00022288	3533.805	0.00111469	0.212	7e-08	0.5	1.6e-07
2020-02-16	847.89	0.00026746	4381.695	0.00138215	0.424	1.3e-07	0.924	2.9e-07
2020-02-17	1095.191	0.00034546	5476.886	0.00172761	0.707	2.2e-07	1.631	5.1e-07
2020-02-18	1542.688	0.00048662	7019.574	0.00221423	1.06	3.3e-07	2.691	8.5e-07
2020-02-19	2225.71	0.00070207	9245.284	0.0029163	1.413	4.5e-07	4.104	1.29e-06
2020-02-20	2745.435	0.00086601	11990.719	0.00378231	1.766	5.6e-07	5.87	1.85e-06
2020-02-21	3437.093	0.00108419	15427.813	0.0048665	2.12	6.7e-07	7.99	2.52e-06
2020-02-22	4185.277	0.00132019	19613.09	0.00618669	2.473	7.8e-07	10.463	3.3e-06
2020-02-23	5085.768	0.00160424	24698.858	0.00779093	2.968	9.4e-07	13.431	4.24e-06
2020-02-24	6121.292	0.00193088	30820.15	0.00972181	3.533	1.11e-06	16.963	5.35e-06
2020-02-25	7492.047	0.00236327	38312.197	0.01208507	4.239	1.34e-06	21.203	6.69e-06
2020-02-26	9252.988	0.00291873	47565.185	0.01500381	5.087	1.6e-06	26.29	8.29e-06
2020-02-27	11382.133	0.00359034	58947.318	0.01859415	6.571	2.07e-06	32.861	1.037e-05
2020-02-28	13705.194	0.00432312	72652.512	0.02291727	9.256	2.92e-06	42.117	1.329e-05
2020-02-29	16431.787	0.00518319	89084.299	0.02810046	13.354	4.21e-06	55.472	1.75e-05
2020-03-01	19299.695	0.00608783	108383.995	0.03418829	16.473	5.2e-06	71.944	2.269e-05
2020-03-02	22439.242	0.00707816	130823.237	0.04126645	20.623	6.51e-06	92.567	2.92e-05
2020-03-03	25943.853	0.00818364	156767.089	0.0494501	25.112	7.92e-06	117.679	3.712e-05
2020-03-04	29931.289	0.00944143	186698.378	0.05889152	30.515	9.63e-06	148.193	4.675e-05
2020-03-05	33789.972	0.0106586	220488.351	0.06955012	36.728	1.159e-05	184.921	5.833e-05
2020-03-06	37013.523	0.01167542	257501.873	0.08122555	44.952	1.418e-05	229.873	7.251e-05
2020-03-07	39955.229	0.01260335	297457.102	0.09382889	55.518	1.751e-05	285.391	9.002e-05
2020-03-08	43379.761	0.01368357	340836.863	0.10751246	68.293	2.154e-05	353.684	0.00011156
2020-03-09	47820.975	0.01508449	388657.838	0.12259695	82.231	2.594e-05	435.915	0.0001375
2020-03-10	53140.698	0.01676253	441798.536	0.13935948	98.591	3.11e-05	534.506	0.0001686
2020-03-11	58622.932	0.01849183	500421.468	0.1578513	115.798	3.653e-05	650.304	0.00020513
2020-03-12	61236.474	0.01931623	561657.942	0.17716754	134.635	4.247e-05	784.939	0.0002476
2020-03-13	63591.723	0.02005916	625249.665	0.1972267	155.663	4.91e-05	940.603	0.0002967
2020-03-14	64769.347	0.02043063	690019.012	0.21765733	179.588	5.665e-05	1120.19	0.00035335
2020-03-15	65946.972	0.0208021	755965.983	0.23845943	202.74	6.395e-05	1322.93	0.0004173
2020-03-16	65946.972	0.0208021	821912.955	0.25926152	222.081	7.005e-05	1545.011	0.00048735
2020-03-17	65358.159	0.02061636	887271.114	0.27987789	239.731	7.562e-05	1784.743	0.00056297
2020-03-18	64769.347	0.02043063	952040.461	0.30030852	260.279	8.21e-05	2045.021	0.00064507
2020-03-19	64180.535	0.0202449	1016220.996	0.32055341	286.926	9.051e-05	2331.947	0.00073558
2020-03-20	63002.91	0.01987343	1079223.906	0.34042684	318.844	0.00010058	2650.791	0.00083616
2020-03-21	61825.286	0.01950197	1141049.192	0.35992881	351.738	0.00011095	3002.529	0.00094711
2020-03-22	60647.661	0.0191305	1201696.853	0.37905931	367.419	0.0001159	3369.948	0.00106301
2020-03-23	58881.225	0.0185733	1260578.078	0.39763261	381.55	0.00012035	3751.498	0.00118336
2020-03-24	57114.788	0.0180161	1317692.866	0.41564871	388.616	0.00012258	4140.114	0.00130594
2020-03-25	55348.351	0.0174589	1373041.217	0.43310761	395.682	0.00012481	4535.796	0.00143076
2020-03-26	54170.727	0.01708744	1427211.943	0.45019505	395.682	0.00012481	4931.478	0.00155557
2020-03-27	52993.102	0.01671597	1480205.045	0.46691102	392.149	0.0001237	5323.627	0.00167927
2020-03-28	51815.478	0.0163445	1532020.523	0.48325552	388.616	0.00012258	5712.243	0.00180185
2020-03-29	50637.853	0.01597304	1582658.376	0.49922856	385.083	0.00012147	6097.326	0.00192332
2020-03-30	48871.416	0.01541584	1631529.793	0.5146444	378.017	0.00011924	6475.343	0.00204256
2020-03-31	47104.98	0.01485864	1678634.772	0.52950304	370.952	0.00011701	6846.295	0.00215957
2020-04-01	45338.543	0.01430144	1723973.315	0.54380448	363.886	0.00011478	7210.181	0.00227436
2020-04-02	43572.106	0.01374424	1767545.421	0.55754872	353.287	0.00011144	7563.468	0.0023858
2020-04-03	41805.669	0.01318704	1809351.091	0.57073577	342.689	0.0001081	7906.157	0.00249389
2020-04-04	40039.233	0.01262984	1849390.323	0.58336561	332.09	0.00010475	8238.247	0.00259865
2020-04-05	38272.796	0.01207265	1887663.119	0.59543825	325.024	0.00010252	8563.272	0.00270117
2020-04-06	36506.359	0.01151545	1924169.479	0.6069537	317.959	0.0001003	8881.23	0.00280147
2020-04-07	34975.447	0.01103254	1959144.926	0.61798624	310.893	9.807e-05	9192.123	0.00289953
2020-04-08	33444.536	0.01054963	1992589.462	0.62853588	303.827	9.584e-05	9495.95	0.00299537
2020-04-09	31795.861	0.01002958	2024385.323	0.63856546	293.228	9.25e-05	9789.179	0.00308787
2020-04-10	30147.187	0.00950953	2054532.51	0.64807499	282.63	8.915e-05	10071.809	0.00317702
2020-04-11	28734.038	0.00906377	2083266.547	0.65713876	272.031	8.581e-05	10343.84	0.00326283
2020-04-12	27320.888	0.00861801	2110587.436	0.66575677	261.433	8.247e-05	10605.273	0.00334529
2020-04-13	27085.363	0.00854372	2137672.799	0.67430049	250.834	7.912e-05	10856.107	0.00342441
2020-04-14	25672.214	0.00809796	2163345.013	0.68239845	240.235	7.578e-05	11096.342	0.00350019
2020-04-15	24376.827	0.00768935	2187721.84	0.69008779	229.637	7.244e-05	11325.979	0.00357263
2020-04-16	23199.202	0.00731788	2210921.042	0.69740567	219.038	6.909e-05	11545.017	0.00364172
2020-04-17	22021.578	0.00694641	2232942.62	0.70435209	209.853	6.62e-05	11754.87	0.00370792
2020-04-18	20843.954	0.00657495	2253786.574	0.71092704	200.667	6.33e-05	11955.537	0.00377122
2020-04-19	19666.329	0.00620348	2273452.903	0.71713052	190.775	6.018e-05	12146.312	0.00383139
2020-04-20	18488.705	0.00583202	2291941.607	0.72296253	180.883	5.706e-05	12327.195	0.00388845
2020-04-21	17311.08	0.00546055	2309252.687	0.72842308	172.404	5.438e-05	12499.599	0.00394283
2020-04-22	16133.456	0.00508908	2325386.143	0.73351217	163.925	5.171e-05	12663.525	0.00399454
2020-04-23	14955.831	0.00471762	2340341.974	0.73822979	162.512	5.126e-05	12826.037	0.0040458
2020-04-24	13778.207	0.00434615	2354120.181	0.74257594	154.033	4.859e-05	12980.07	0.00409439
2020-04-25	12953.869	0.00408613	2367074.05	0.74666206	146.261	4.614e-05	13126.331	0.00414053
2020-04-26	12365.057	0.00390039	2379439.107	0.75056246	139.195	4.391e-05	13265.526	0.00418443
2020-04-27	11776.245	0.00371466	2391215.352	0.75427712	132.129	4.168e-05	13397.656	0.00422611
2020-04-28	11187.433	0.00352893	2402402.785	0.75780604	125.064	3.945e-05	13522.719	0.00426556
2020-04-29	10598.62	0.00334319	2413001.405	0.76114924	117.998	3.722e-05	13640.717	0.00430278
2020-04-30	10009.808	0.00315746	2423011.213	0.7643067	110.932	3.499e-05	13751.65	0.00433778
2020-05-01	9420.996	0.00297173	2432432.209	0.76727843	103.866	3.276e-05	13855.516	0.00437054
2020-05-02	8832.184	0.002786	2441264.393	0.77006442	96.801	3.053e-05	13952.317	0.00440107
2020-05-03	8243.371	0.00260026	2449507.764	0.77266468	89.735	2.831e-05	14042.052	0.00442938
2020-05-04	7654.559	0.00241453	2457162.324	0.77507921	82.669	2.608e-05	14124.721	0.00445546
2020-05-05	7065.747	0.0022288	2464228.07	0.77730801	77.723	2.452e-05	14202.444	0.00447997
2020-05-06	6712.46	0.00211736	2470940.53	0.77942537	74.19	2.34e-05	14276.635	0.00450337
2020-05-07	6359.172	0.00200592	2477299.702	0.78143128	70.657	2.229e-05	14347.292	0.00452566
2020-05-08	6005.885	0.00189448	2483305.587	0.78332576	67.125	2.117e-05	14414.417	0.00454684
2020-05-09	5652.598	0.00178304	2488958.185	0.7851088	63.592	2.006e-05	14478.008	0.0045669
2020-05-10	5299.31	0.0016716	2494257.495	0.78678039	60.059	1.894e-05	14538.067	0.00458584
2020-05-11	4946.023	0.00156016	2499203.518	0.78834055	56.526	1.783e-05	14594.593	0.00460367
2020-05-12	4592.736	0.00144872	2503796.253	0.78978927	52.993	1.672e-05	14647.586	0.00462039
2020-05-13	4239.448	0.00133728	2508035.702	0.79112654	49.46	1.56e-05	14697.047	0.00463599
2020-05-14	3886.161	0.00122584	2511921.862	0.79235238	45.927	1.449e-05	14742.974	0.00465048
2020-05-15	3532.873	0.0011144	2515454.736	0.79346678	42.394	1.337e-05	14785.368	0.00466385
