Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Cumberland	0.678	138.734	1.136e-05	0.0023249
Sevier	1.297	219.657	1.325e-05	0.00224387
Wayne	0.0	0.0	0.0	0.0
Williamson	4.443	1000.575	1.917e-05	0.00431787
Lewis	0.0	0.0	0.0	0.0
Wilson	2.558	604.113	1.819e-05	0.00429591
Montgomery	0.436	145.633	2.12e-06	0.00070713
Overton	0.0	0.0	0.0	0.0
Out of TN	4.919	1161.747	N/A	N/A
Van Buren	0.0	0.0	0.0	0.0
Lincoln	1.327	146.574	3.89e-05	0.00429622
Maury	1.998	270.054	2.118e-05	0.00286256
Pickett	0.0	0.0	0.0	0.0
Henderson	0.0	0.0	0.0	0.0
Hamilton	6.819	992.318	1.872e-05	0.00272401
Loudon	0.525	76.332	9.9e-06	0.00143876
Washington	0.089	30.887	6.9e-07	0.00024017
Bedford	0.0	0.0	0.0	0.0
Hardin	0.0	0.0	0.0	0.0
Macon	0.058	28.218	2.39e-06	0.00116291
Davidson	3.298	1212.644	4.76e-06	0.00175089
Roane	0.0	0.0	0.0	0.0
Fayette	0.042	16.564	1.04e-06	0.00040892
Jefferson	0.0	0.0	0.0	0.0
Decatur	0.0	0.0	0.0	0.0
McMinn	0.0	0.0	0.0	0.0
Smith	0.0	0.0	0.0	0.0
Monroe	0.0	0.0	0.0	0.0
Stewart	0.0	0.0	0.0	0.0
Lawrence	0.01	6.163	2.3e-07	0.00014092
Marion	0.197	46.469	6.89e-06	0.00162621
Benton	0.0	0.0	0.0	0.0
Cocke	0.0	0.0	0.0	0.0
Houston	0.0	0.0	0.0	0.0
Henry	0.0	0.0	0.0	0.0
Grainger	0.0	0.0	0.0	0.0
Carter	0.0	0.0	0.0	0.0
Madison	13.6	1323.557	0.00013934	0.01356034
Unicoi	0.0	0.0	0.0	0.0
Sequatchie	0.0	0.0	0.0	0.0
McNairy	0.0	0.0	0.0	0.0
Scott	0.0	0.0	0.0	0.0
Marshall	0.094	32.465	2.79e-06	0.00096384
Dickson	0.0	10.327	0.0	0.00019322
Sumner	1.23	452.479	6.57e-06	0.00241775
Lake	0.0	0.0	0.0	0.0
Unassigned	0.0	7.17	N/A	N/A
Crockett	0.0	0.0	0.0	0.0
Claiborne	0.0	0.0	0.0	0.0
Clay	0.0	0.0	0.0	0.0
De Kalb	0.0	0.0	0.0	0.0
Chester	0.019	7.978	1.1e-06	0.0004618
Shelby	2.598	1026.871	2.78e-06	0.00109736
Tipton	0.172	63.346	2.79e-06	0.00102866
Putnam	0.084	33.127	1.07e-06	0.00042016
Hickman	0.0	0.0	0.0	0.0
Franklin	0.0	0.0	0.0	0.0
Coffee	0.291	75.948	5.22e-06	0.00136352
Trousdale	0.035	19.367	3.18e-06	0.00175872
Humphreys	0.0	0.0	0.0	0.0
Rutherford	1.012	350.032	3.11e-06	0.00107739
Hardeman	0.0	0.0	0.0	0.0
Blount	0.116	47.899	8.8e-07	0.00036467
Greene	0.0	0.0	0.0	0.0
Anderson	0.0	0.0	0.0	0.0
Giles	0.0	0.0	0.0	0.0
Lauderdale	0.0	0.0	0.0	0.0
Campbell	0.0	0.0	0.0	0.0
Hancock	0.0	0.0	0.0	0.0
Union	0.0	0.0	0.0	0.0
Hawkins	0.848	163.96	1.5e-05	0.00290041
Weakley	0.0	0.0	0.0	0.0
Perry	0.0	0.0	0.0	0.0
Haywood	2.015	272.472	0.00011624	0.01571803
Dyer	1.049	152.663	2.811e-05	0.00409065
Obion	0.0	0.0	0.0	0.0
Robertson	0.689	162.645	9.7e-06	0.00229039
Cannon	0.0	0.0	0.0	0.0
Bledsoe	0.0	0.0	0.0	0.0
Carroll	0.117	26.329	4.18e-06	0.00093965
Morgan	0.012	6.452	5.6e-07	0.00029899
Knox	0.317	120.742	6.8e-07	0.0002595
Moore	0.0	0.0	0.0	0.0
Meigs	0.0	0.0	0.0	0.0
Warren	0.0	0.0	0.0	0.0
Johnson	0.0	0.0	0.0	0.0
White	0.0	0.0	0.0	0.0
Hamblen	0.0	0.0	0.0	0.0
Rhea	0.0	0.0	0.0	0.0
Sullivan	0.0	3.682	0.0	2.335e-05
Gibson	6.612	643.474	0.00013481	0.01312007
Grundy	0.265	59.728	1.986e-05	0.00447535
Fentress	0.0	0.0	0.0	0.0
Cheatham	0.0	0.0	0.0	0.0
Polk	0.0	0.0	0.0	0.0
Bradley	0.049	18.099	4.6e-07	0.00016958
Jackson	0.0	0.0	0.0	0.0
