Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Cumberland	1.591	3.25	2.667e-05	5.447e-05
Sevier	1.224	2.482	1.25e-05	2.535e-05
Wayne	1.749	3.545	0.0001056	0.0002141
Williamson	0.0	0.0	0.0	0.0
Lewis	0.0	0.0	0.0	0.0
Wilson	6.437	13.085	4.577e-05	9.305e-05
Montgomery	5.071	10.281	2.462e-05	4.992e-05
Overton	0.397	0.805	1.798e-05	3.647e-05
Out of TN	5.4	11.156	N/A	N/A
Van Buren	0.0	0.0	0.0	0.0
Lincoln	0.207	0.445	6.07e-06	1.303e-05
Maury	1.399	2.836	1.483e-05	3.006e-05
Pickett	0.0	0.0	0.0	0.0
Henderson	0.0	0.0	0.0	0.0
Hamilton	4.521	9.168	1.241e-05	2.517e-05
Loudon	0.408	0.827	7.69e-06	1.559e-05
Washington	1.224	2.482	9.52e-06	1.93e-05
Bedford	0.884	1.791	1.802e-05	3.652e-05
Hardin	0.0	0.0	0.0	0.0
Macon	1.455	2.946	5.997e-05	0.00012143
Davidson	39.518	80.119	5.706e-05	0.00011568
Roane	0.117	0.236	2.19e-06	4.45e-06
Fayette	0.991	2.009	2.446e-05	4.959e-05
Jefferson	0.641	1.3	1.187e-05	2.407e-05
Decatur	0.85	1.725	7.265e-05	0.00014734
McMinn	0.0	0.0	0.0	0.0
Smith	0.21	0.426	1.054e-05	2.135e-05
Monroe	0.175	0.355	3.77e-06	7.65e-06
Stewart	0.0	0.0	0.0	0.0
Lawrence	0.0	0.0	0.0	0.0
Marion	0.562	1.207	1.966e-05	4.223e-05
Benton	0.0	0.0	0.0	0.0
Cocke	0.117	0.236	3.26e-06	6.61e-06
Houston	0.058	0.118	7.05e-06	1.43e-05
Henry	5.246	10.635	0.00016211	0.00032868
Grainger	2.551	5.174	0.00011023	0.00022356
Carter	0.0	0.0	0.0	0.0
Madison	4.025	8.164	4.124e-05	8.364e-05
Unicoi	0.0	0.0	0.0	0.0
Sequatchie	0.874	1.773	5.877e-05	0.00011916
McNairy	0.0	0.0	0.0	0.0
Scott	0.175	0.355	7.93e-06	1.609e-05
Marshall	0.0	0.0	0.0	0.0
Dickson	0.991	2.009	1.854e-05	3.759e-05
Sumner	7.361	15.814	3.933e-05	8.45e-05
Lake	0.0	0.0	0.0	0.0
Unassigned	-0.327	-0.746	N/A	N/A
Crockett	0.0	0.0	0.0	0.0
Claiborne	0.0	0.0	0.0	0.0
Clay	1.701	3.449	0.00022041	0.000447
De Kalb	0.0	0.0	0.0	0.0
Chester	0.0	0.0	0.0	0.0
Shelby	45.171	91.582	4.827e-05	9.787e-05
Tipton	1.096	2.255	1.779e-05	3.662e-05
Putnam	4.371	8.863	5.544e-05	0.00011241
Hickman	1.701	3.449	6.786e-05	0.00013763
Franklin	0.874	1.773	2.087e-05	4.231e-05
Coffee	0.0	0.0	0.0	0.0
Trousdale	0.148	0.378	1.342e-05	3.428e-05
Humphreys	3.497	7.09	0.00018918	0.00038354
Rutherford	8.573	17.617	2.639e-05	5.422e-05
Hardeman	0.0	0.0	0.0	0.0
Blount	1.574	3.191	1.198e-05	2.429e-05
Greene	0.525	1.064	7.59e-06	1.539e-05
Anderson	0.117	0.236	1.52e-06	3.09e-06
Giles	2.623	5.318	8.89e-05	0.00018024
Lauderdale	0.0	0.0	0.0	0.0
Campbell	0.291	0.591	7.36e-06	1.493e-05
Hancock	0.0	0.0	0.0	0.0
Union	0.051	0.104	2.59e-06	5.26e-06
Hawkins	1.712	3.47	3.029e-05	6.138e-05
Weakley	0.42	0.851	1.258e-05	2.548e-05
Perry	0.058	0.118	7.23e-06	1.465e-05
Haywood	0.0	0.0	0.0	0.0
Dyer	0.991	2.009	2.655e-05	5.383e-05
Obion	3.497	7.09	0.00011554	0.00023426
Robertson	1.36	2.921	1.915e-05	4.114e-05
Cannon	0.377	0.764	2.609e-05	5.282e-05
Bledsoe	0.0	0.0	0.0	0.0
Carroll	0.466	0.945	1.664e-05	3.374e-05
Morgan	0.0	0.0	0.0	0.0
Knox	8.277	16.78	1.779e-05	3.606e-05
Moore	0.0	0.0	0.0	0.0
Meigs	0.108	0.218	8.76e-06	1.774e-05
Warren	2.623	5.318	6.416e-05	0.00013009
Johnson	1.749	3.545	9.836e-05	0.00019941
White	0.055	0.112	2.04e-06	4.13e-06
Hamblen	0.0	0.0	0.0	0.0
Rhea	0.0	0.0	0.0	0.0
Sullivan	1.515	3.072	9.61e-06	1.949e-05
Gibson	1.107	2.245	2.258e-05	4.578e-05
Grundy	0.085	0.219	6.34e-06	1.64e-05
Fentress	1.749	3.545	9.599e-05	0.0001946
Cheatham	0.408	0.827	1.009e-05	2.046e-05
Polk	0.0	0.0	0.0	0.0
Bradley	1.224	2.482	1.147e-05	2.325e-05
Jackson	0.0	0.0	0.0	0.0
