Date	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-03-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-03-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-03-12	0.418	1.3e-07	0.418	1.3e-07	0.003	0.0	0.003	0.0
2020-03-13	0.418	1.3e-07	0.835	2.6e-07	0.003	0.0	0.005	0.0
2020-03-14	0.418	1.3e-07	1.253	4e-07	0.003	0.0	0.008	0.0
2020-03-15	0.835	2.6e-07	2.088	6.6e-07	0.005	0.0	0.013	0.0
2020-03-16	2.088	6.6e-07	4.175	1.32e-06	0.013	0.0	0.025	1e-08
2020-03-17	3.34	1.05e-06	7.515	2.37e-06	0.02	1e-08	0.045	1e-08
2020-03-18	4.593	1.45e-06	12.108	3.82e-06	0.028	1e-08	0.073	2e-08
2020-03-19	6.263	1.98e-06	18.371	5.79e-06	0.038	1e-08	0.11	3e-08
2020-03-20	10.021	3.16e-06	28.392	8.96e-06	0.06	2e-08	0.17	5e-08
2020-03-21	15.031	4.74e-06	43.422	1.37e-05	0.09	3e-08	0.261	8e-08
2020-03-22	20.876	6.59e-06	64.298	2.028e-05	0.125	4e-08	0.386	1.2e-07
2020-03-23	25.469	8.03e-06	89.767	2.832e-05	0.153	5e-08	0.539	1.7e-07
2020-03-24	28.809	9.09e-06	118.576	3.74e-05	0.173	5e-08	0.711	2.2e-07
2020-03-25	30.897	9.75e-06	149.473	4.715e-05	0.185	6e-08	0.897	2.8e-07
2020-03-26	32.567	1.027e-05	182.04	5.742e-05	0.195	6e-08	1.092	3.4e-07
2020-03-27	32.984	1.04e-05	215.024	6.783e-05	0.198	6e-08	1.29	4.1e-07
2020-03-28	33.402	1.054e-05	248.426	7.836e-05	0.2	6e-08	1.491	4.7e-07
2020-03-29	33.819	1.067e-05	282.245	8.903e-05	0.203	6e-08	1.693	5.3e-07
2020-03-30	33.402	1.054e-05	315.647	9.957e-05	0.2	6e-08	1.894	6e-07
2020-03-31	32.984	1.04e-05	348.631	0.00010997	0.198	6e-08	2.092	6.6e-07
2020-04-01	32.567	1.027e-05	381.198	0.00012024	0.195	6e-08	2.287	7.2e-07
2020-04-02	30.479	9.61e-06	411.677	0.00012986	0.183	6e-08	2.47	7.8e-07
2020-04-03	29.644	9.35e-06	441.321	0.00013921	0.178	6e-08	2.648	8.4e-07
2020-04-04	27.974	8.82e-06	469.295	0.00014803	0.168	5e-08	2.816	8.9e-07
2020-04-05	24.216	7.64e-06	493.511	0.00015567	0.145	5e-08	2.961	9.3e-07
2020-04-06	20.876	6.59e-06	514.387	0.00016226	0.125	4e-08	3.086	9.7e-07
2020-04-07	17.953	5.66e-06	532.341	0.00016792	0.108	3e-08	3.194	1.01e-06
2020-04-08	15.448	4.87e-06	547.789	0.00017279	0.093	3e-08	3.287	1.04e-06
2020-04-09	12.943	4.08e-06	560.732	0.00017688	0.078	2e-08	3.364	1.06e-06
2020-04-10	10.438	3.29e-06	571.17	0.00018017	0.063	2e-08	3.427	1.08e-06
2020-04-11	8.35	2.63e-06	579.521	0.0001828	0.05	2e-08	3.477	1.1e-06
2020-04-12	7.098	2.24e-06	586.619	0.00018504	0.043	1e-08	3.52	1.11e-06
2020-04-13	6.263	1.98e-06	592.881	0.00018702	0.038	1e-08	3.557	1.12e-06
2020-04-14	5.428	1.71e-06	598.309	0.00018873	0.033	1e-08	3.59	1.13e-06
2020-04-15	4.593	1.45e-06	602.902	0.00019018	0.028	1e-08	3.617	1.14e-06
2020-04-16	3.758	1.19e-06	606.66	0.00019136	0.023	1e-08	3.64	1.15e-06
2020-04-17	2.923	9.2e-07	609.582	0.00019228	0.018	1e-08	3.657	1.15e-06
2020-04-18	2.088	6.6e-07	611.67	0.00019294	0.013	0.0	3.67	1.16e-06
2020-04-19	1.67	5.3e-07	613.34	0.00019347	0.01	0.0	3.68	1.16e-06
2020-04-20	1.253	4e-07	614.593	0.00019387	0.008	0.0	3.688	1.16e-06
2020-04-21	0.835	2.6e-07	615.428	0.00019413	0.005	0.0	3.693	1.16e-06
2020-04-22	0.418	1.3e-07	615.845	0.00019426	0.003	0.0	3.695	1.17e-06
2020-04-23	615.845	0.00019426	1231.69	0.00038852	3.695	1.17e-06	7.39	2.33e-06
