Date	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-01-28	0.888	2.7e-07	0.888	2.7e-07	0.0	0.0	0.0	0.0
2020-01-29	1.777	5.3e-07	2.665	8e-07	0.0	0.0	0.0	0.0
2020-01-30	3.553	1.07e-06	6.218	1.87e-06	0.0	0.0	0.0	0.0
2020-01-31	7.106	2.14e-06	13.324	4.01e-06	0.0	0.0	0.0	0.0
2020-02-01	12.347	3.71e-06	25.672	7.72e-06	0.0	0.0	0.0	0.0
2020-02-02	24.695	7.43e-06	50.366	1.515e-05	0.0	0.0	0.0	0.0
2020-02-03	37.042	1.114e-05	87.408	2.63e-05	0.0	0.0	0.0	0.0
2020-02-04	74.084	2.229e-05	161.492	4.858e-05	0.0	0.0	0.0	0.0
2020-02-05	123.473	3.715e-05	284.964	8.573e-05	0.0	0.0	0.0	0.0
2020-02-06	185.209	5.572e-05	470.173	0.00014145	0.0	0.0	0.0	0.0
2020-02-07	246.945	7.429e-05	717.119	0.00021574	0.005	0.0	0.005	0.0
2020-02-08	308.682	9.287e-05	1025.8	0.00030861	0.011	0.0	0.016	0.0
2020-02-09	370.418	0.00011144	1396.218	0.00042005	0.021	1e-08	0.037	1e-08
2020-02-10	432.154	0.00013001	1828.373	0.00055006	0.043	1e-08	0.08	2e-08
2020-02-11	518.585	0.00015602	2346.958	0.00070608	0.074	2e-08	0.154	5e-08
2020-02-12	617.363	0.00018573	2964.321	0.00089181	0.148	4e-08	0.302	9e-08
2020-02-13	740.836	0.00022288	3705.157	0.00111469	0.222	7e-08	0.524	1.6e-07
2020-02-14	889.003	0.00026746	4594.16	0.00138215	0.445	1.3e-07	0.969	2.9e-07
2020-02-15	1148.296	0.00034546	5742.456	0.00172761	0.741	2.2e-07	1.71	5.1e-07
2020-02-16	1617.492	0.00048662	7359.948	0.00221423	1.111	3.3e-07	2.821	8.5e-07
2020-02-17	2333.633	0.00070207	9693.581	0.0029163	1.482	4.5e-07	4.303	1.29e-06
2020-02-18	2878.559	0.00086601	12572.14	0.00378231	1.852	5.6e-07	6.155	1.85e-06
2020-02-19	3603.755	0.00108419	16175.896	0.0048665	2.223	6.7e-07	8.377	2.52e-06
2020-02-20	4388.218	0.00132019	20564.114	0.00618669	2.593	7.8e-07	10.97	3.3e-06
2020-02-21	5332.373	0.00160424	25896.487	0.00779093	3.112	9.4e-07	14.082	4.24e-06
2020-02-22	6418.109	0.00193088	32314.596	0.00972181	3.704	1.11e-06	17.786	5.35e-06
2020-02-23	7855.331	0.00236327	40169.927	0.01208507	4.445	1.34e-06	22.231	6.69e-06
2020-02-24	9701.659	0.00291873	49871.585	0.01500381	5.334	1.6e-06	27.565	8.29e-06
2020-02-25	11934.044	0.00359034	61805.629	0.01859415	6.89	2.07e-06	34.455	1.037e-05
2020-02-26	14369.748	0.00432312	76175.378	0.02291727	9.705	2.92e-06	44.16	1.329e-05
2020-02-27	17228.552	0.00518319	93403.93	0.02810046	14.002	4.21e-06	58.161	1.75e-05
2020-02-28	20235.523	0.00608783	113639.453	0.03418829	17.271	5.2e-06	75.433	2.269e-05
2020-02-29	23527.304	0.00707816	137166.757	0.04126645	21.623	6.51e-06	97.055	2.92e-05
2020-03-01	27201.851	0.00818364	164368.607	0.0494501	26.329	7.92e-06	123.385	3.712e-05
2020-03-02	31382.635	0.00944143	195751.242	0.05889152	31.994	9.63e-06	155.379	4.675e-05
2020-03-03	35428.422	0.0106586	231179.665	0.06955012	38.509	1.159e-05	193.888	5.833e-05
2020-03-04	38808.281	0.01167542	269987.945	0.08122555	47.132	1.418e-05	241.02	7.251e-05
2020-03-05	41892.628	0.01260335	311880.573	0.09382889	58.21	1.751e-05	299.23	9.002e-05
2020-03-06	45483.213	0.01368357	357363.786	0.10751246	71.604	2.154e-05	370.834	0.00011156
2020-03-07	50139.778	0.01508449	407503.565	0.12259695	86.218	2.594e-05	457.052	0.0001375
2020-03-08	55717.45	0.01676253	463221.015	0.13935948	103.371	3.11e-05	560.424	0.0001686
2020-03-09	61465.514	0.01849183	524686.529	0.1578513	121.413	3.653e-05	681.837	0.00020513
2020-03-10	64205.784	0.01931623	588892.313	0.17716754	141.164	4.247e-05	823.001	0.0002476
2020-03-11	66675.237	0.02005916	655567.55	0.1972267	163.211	4.91e-05	986.212	0.0002967
2020-03-12	67909.964	0.02043063	723477.514	0.21765733	188.296	5.665e-05	1174.507	0.00035335
2020-03-13	69144.691	0.0208021	792622.205	0.23845943	212.571	6.395e-05	1387.078	0.0004173
2020-03-14	69144.691	0.0208021	861766.895	0.25926152	232.85	7.005e-05	1619.928	0.00048735
2020-03-15	68527.327	0.02061636	930294.222	0.27987789	251.356	7.562e-05	1871.283	0.00056297
2020-03-16	67909.964	0.02043063	998204.186	0.30030852	272.899	8.21e-05	2144.183	0.00064507
2020-03-17	67292.601	0.0202449	1065496.787	0.32055341	300.839	9.051e-05	2445.021	0.00073558
2020-03-18	66057.874	0.01987343	1131554.661	0.34042684	334.305	0.00010058	2779.326	0.00083616
2020-03-19	64823.147	0.01950197	1196377.808	0.35992881	368.793	0.00011095	3148.119	0.00094711
2020-03-20	63588.421	0.0191305	1259966.229	0.37905931	385.235	0.0001159	3533.354	0.00106301
2020-03-21	61736.331	0.0185733	1321702.56	0.39763261	400.051	0.00012035	3933.405	0.00118336
2020-03-22	59884.241	0.0180161	1381586.801	0.41564871	407.46	0.00012258	4340.865	0.00130594
2020-03-23	58032.151	0.0174589	1439618.952	0.43310761	414.868	0.00012481	4755.733	0.00143076
2020-03-24	56797.424	0.01708744	1496416.376	0.45019505	414.868	0.00012481	5170.601	0.00155557
2020-03-25	55562.698	0.01671597	1551979.074	0.46691102	411.164	0.0001237	5581.765	0.00167927
2020-03-26	54327.971	0.0163445	1606307.045	0.48325552	407.46	0.00012258	5989.225	0.00180185
2020-03-27	53093.245	0.01597304	1659400.29	0.49922856	403.756	0.00012147	6392.981	0.00192332
2020-03-28	51241.155	0.01541584	1710641.444	0.5146444	396.347	0.00011924	6789.328	0.00204256
2020-03-29	49389.065	0.01485864	1760030.509	0.52950304	388.939	0.00011701	7178.267	0.00215957
2020-03-30	47536.975	0.01430144	1807567.484	0.54380448	381.531	0.00011478	7559.797	0.00227436
2020-03-31	45684.885	0.01374424	1853252.369	0.55754872	370.418	0.00011144	7930.215	0.0023858
2020-04-01	43832.795	0.01318704	1897085.163	0.57073577	359.305	0.0001081	8289.521	0.00249389
2020-04-02	41980.705	0.01262984	1939065.868	0.58336561	348.193	0.00010475	8637.714	0.00259865
2020-04-03	40128.615	0.01207265	1979194.483	0.59543825	340.785	0.00010252	8978.498	0.00270117
2020-04-04	38276.525	0.01151545	2017471.009	0.6069537	333.376	0.0001003	9311.874	0.00280147
2020-04-05	36671.381	0.01103254	2054142.389	0.61798624	325.968	9.807e-05	9637.842	0.00289953
2020-04-06	35066.236	0.01054963	2089208.625	0.62853588	318.559	9.584e-05	9956.402	0.00299537
2020-04-07	33337.619	0.01002958	2122546.244	0.63856546	307.447	9.25e-05	10263.849	0.00308787
2020-04-08	31609.001	0.00950953	2154155.245	0.64807499	296.334	8.915e-05	10560.183	0.00317702
2020-04-09	30127.329	0.00906377	2184282.574	0.65713876	285.222	8.581e-05	10845.405	0.00326283
2020-04-10	28645.658	0.00861801	2212928.232	0.66575677	274.109	8.247e-05	11119.514	0.00334529
2020-04-11	28398.712	0.00854372	2241326.944	0.67430049	262.997	7.912e-05	11382.511	0.00342441
2020-04-12	26917.04	0.00809796	2268243.984	0.68239845	251.884	7.578e-05	11634.395	0.00350019
