Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita	Confirmed_daily	Deaths_daily
Hungary	744	38	67	639	7.616e-05	3.89e-06	12666.6666667	5846.15384615	3800	0.00129666666667	0.000598461538462	0.000389	22282	0.002307	11	4
Cyprus	465	9	45	411	0.00039744	7.69e-06	3000	1384.61538462	900	0.00256333333333	0.00118307692308	0.000769	11664	0.009661	19	0
New Zealand	1106	1	176	929	0.00022638	2e-07	333.333333333	153.846153846	100	6.66666666667e-05	3.07692307692e-05	2e-05	39918	0.008278	67	0
Australia	5797	40	1080	4677	0.00023195	1.6e-06	13333.3333333	6153.84615385	4000	0.000533333333333	0.000246153846154	0.00016	303536	0.011903	110	5
Fiji	14	0	0	14	1.585e-05	0.0	70	28	17.5	7.925e-05	3.17e-05	1.98125e-05	NA	NA	2	0
Papua New Guinea	2	0	0	2	2.3e-07	0.0	10	4	2.5	1.15e-06	4.6e-07	2.875e-07	72	8e-6	1	0
Madagascar	82	0	2	80	3.12e-06	0.0	410	164	102.5	1.56e-05	6.24e-06	3.9e-06	NA	NA	10	0
Swaziland	10	0	4	6	8.8e-06	0.0	50	20	12.5	4.4e-05	1.76e-05	1.1e-05	NA	NA	1	0
Liberia	14	3	3	8	2.91e-06	6.2e-07	1000	461.538461538	300	0.000206666666667	9.53846153846e-05	6.2e-05	NA	NA	1	0
Sudan	12	2	2	8	2.9e-07	5e-08	666.666666667	307.692307692	200	1.66666666667e-05	7.69230769231e-06	5e-06	NA	NA	0	0
Guinea	128	0	5	123	1.031e-05	0.0	640	256	160	5.155e-05	2.062e-05	1.28875e-05	NA	NA	7	0
United Republic of Tanzania	24	1	3	20	4.3e-07	2e-08	333.333333333	153.846153846	100	6.66666666667e-06	3.07692307692e-06	2e-06	NA	NA	2	0
Sao Tome and Principe	4	0	0	4	1.895e-05	0.0	20	8	5	9.475e-05	3.79e-05	2.36875e-05	19	8.7e-5	NA	NA
Republic of the Congo	45	5	2	38	8.58e-06	9.5e-07	1666.66666667	769.230769231	500	0.000316666666667	0.000146153846154	9.5e-05	NA	NA	0	0
Democratic Republic of the Congo	161	18	5	138	1.92e-06	2.1e-07	6000	2769.23076923	1800	7e-05	3.23076923077e-05	2.1e-05	NA	NA	7	0
Rwanda	105	0	4	101	8.54e-06	0.0	525	210	131.25	4.27e-05	1.708e-05	1.0675e-05	NA	NA	1	0
Somalia	7	0	1	6	4.7e-07	0.0	35	14	8.75	2.35e-06	9.4e-07	5.875e-07	NA	NA	0	0
Ivory Coast	323	3	41	279	1.288e-05	1.2e-07	1000	461.538461538	300	4e-05	1.84615384615e-05	1.2e-05	NA	NA	62	0
Nigeria	238	5	35	198	1.22e-06	3e-08	1666.66666667	769.230769231	500	1e-05	4.61538461538e-06	3e-06	5000	2.4e-5	6	0
Cameroon	658	9	17	632	2.609e-05	3.6e-07	3000	1384.61538462	900	0.00012	5.53846153846e-05	3.6e-05	NA	NA	8	0
Burkina Faso	364	18	108	238	1.843e-05	9.1e-07	6000	2769.23076923	1800	0.000303333333333	0.00014	9.1e-05	NA	NA	19	1
Benin	26	1	5	20	2.26e-06	9e-08	333.333333333	153.846153846	100	3e-05	1.38461538462e-05	9e-06	NA	NA	4	1
Ghana	214	5	31	178	7.19e-06	1.7e-07	1666.66666667	769.230769231	500	5.66666666667e-05	2.61538461538e-05	1.7e-05	NA	NA	0	0
Algeria	1423	173	90	1160	3.37e-05	4.1e-06	57666.6666667	26615.3846154	17300	0.00136666666667	0.000630769230769	0.00041	3359	7.7e-5	103	21
Zambia	39	1	5	33	2.25e-06	6e-08	333.333333333	153.846153846	100	2e-05	9.23076923077e-06	6e-06	619	3.4e-5	0	0
Cape Verde	7	1	1	5	1.287e-05	1.84e-06	333.333333333	153.846153846	100	0.000613333333333	0.000283076923077	0.000184	NA	NA	0	0
Malawi	5	0	0	5	2.8e-07	0.0	25	10	6.25	1.4e-06	5.6e-07	3.5e-07	NA	NA	1	0
Togo	58	3	23	32	7.35e-06	3.8e-07	1000	461.538461538	300	0.000126666666667	5.84615384615e-05	3.8e-05	1467	1.77e-4	14	0
Zimbabwe	10	1	0	9	6.9e-07	7e-08	333.333333333	153.846153846	100	2.33333333333e-05	1.07692307692e-05	7e-06	316	2.1e-5	1	0
Senegal	226	2	92	132	1.425e-05	1.3e-07	666.666666667	307.692307692	200	4.33333333333e-05	2e-05	1.3e-05	NA	NA	4	0
Sierra Leone	6	0	0	6	7.8e-07	0.0	30	12	7.5	3.9e-06	1.56e-06	9.75e-07	NA	NA	0	0
Eritrea	31	0	0	31	6.93e-06	0.0	155	62	38.75	3.465e-05	1.386e-05	8.6625e-06	NA	NA	2	0
Libya	19	1	1	17	2.84e-06	1.5e-07	333.333333333	153.846153846	100	5e-05	2.30769230769e-05	1.5e-05	312	4.5e-5	1	0
Gambia	4	1	2	1	1.75e-06	4.4e-07	333.333333333	153.846153846	100	0.000146666666667	6.76923076923e-05	4.4e-05	NA	NA	0	0
Central African Republic	8	0	0	8	1.71e-06	0.0	40	16	10	8.55e-06	3.42e-06	2.1375e-06	NA	NA	0	0
Mauritius	244	7	7	230	0.00019284	5.53e-06	2333.33333333	1076.92307692	700	0.00184333333333	0.000850769230769	0.000553	4913	0.003863	17	0
Morocco	1120	80	81	959	3.109e-05	2.22e-06	26666.6666667	12307.6923077	8000	0.00074	0.000341538461538	0.000222	5104	1.38e-4	99	10
Mauritania	6	1	2	3	1.36e-06	2.3e-07	333.333333333	153.846153846	100	7.66666666667e-05	3.53846153846e-05	2.3e-05	67	1.4e-5	0	0
Gabon	24	1	1	22	1.132e-05	4.7e-07	333.333333333	153.846153846	100	0.000156666666667	7.23076923077e-05	4.7e-05	NA	NA	3	0
South Sudan	1	0	0	1	9e-08	0.0	5	2	1.25	4.5e-07	1.8e-07	1.125e-07	NA	NA	0	0
Guinea-Bissau	18	0	0	18	9.6e-06	0.0	90	36	22.5	4.8e-05	1.92e-05	1.2e-05	NA	NA	0	0
Mali	47	5	9	33	2.46e-06	2.6e-07	1666.66666667	769.230769231	500	8.66666666667e-05	4e-05	2.6e-05	NA	NA	2	0
Namibia	16	0	3	13	6.54e-06	0.0	80	32	20	3.27e-05	1.308e-05	8.175e-06	362	1.42e-4	0	0
Seychelles	11	0	0	11	0.00011368	0.0	55	22	13.75	0.0005684	0.00022736	0.0001421	NA	NA	1	0
Angola	16	2	2	12	5.2e-07	6e-08	666.666666667	307.692307692	200	2e-05	9.23076923077e-06	6e-06	NA	NA	2	0
Chad	9	0	0	9	5.8e-07	0.0	45	18	11.25	2.9e-06	1.16e-06	7.25e-07	NA	NA	0	0
Ethiopia	44	2	4	38	4e-07	2e-08	666.666666667	307.692307692	200	6.66666666667e-06	3.07692307692e-06	2e-06	1843	1.6e-5	1	0
Egypt	1322	85	259	978	1.343e-05	8.6e-07	28333.3333333	13076.9230769	8500	0.000286666666667	0.000132307692308	8.6e-05	25000	2.44e-4	149	7
Equatorial Guinea	16	0	3	13	1.222e-05	0.0	80	32	20	6.11e-05	2.444e-05	1.5275e-05	854	6.09e-4	0	0
South Africa	1686	12	95	1579	2.918e-05	2.1e-07	4000	1846.15384615	1200	7e-05	3.23076923077e-05	2.1e-05	58098	9.8e-4	31	1
Tunisia	596	22	5	569	5.153e-05	1.9e-06	7333.33333333	3384.61538462	2200	0.000633333333333	0.000292307692308	0.00019	7725	6.54e-4	22	0
Djibouti	90	0	9	81	9.386e-05	0.0	450	180	112.5	0.0004693	0.00018772	0.000117325	NA	NA	31	0
Mozambique	10	0	1	9	3.4e-07	0.0	50	20	12.5	1.7e-06	6.8e-07	4.25e-07	363	1.2e-5	0	0
Uganda	52	0	0	52	1.22e-06	0.0	260	104	65	6.1e-06	2.44e-06	1.525e-06	3160	6.9e-5	0	0
Burundi	3	0	0	3	2.7e-07	0.0	15	6	3.75	1.35e-06	5.4e-07	3.375e-07	NA	NA	0	0
Kenya	158	6	4	148	3.07e-06	1.2e-07	2000	923.076923077	600	4e-05	1.84615384615e-05	1.2e-05	4277	8e-5	16	2
Niger	253	10	26	217	1.127e-05	4.5e-07	3333.33333333	1538.46153846	1000	0.00015	6.92307692308e-05	4.5e-05	4081	1.69e-4	69	0
Botswana	6	1	0	5	2.66e-06	4.4e-07	333.333333333	153.846153846	100	0.000146666666667	6.76923076923e-05	4.4e-05	966	4.11e-4	0	0
East Timor	1	0	0	1	7.9e-07	0.0	5	2	1.25	3.95e-06	1.58e-06	9.875e-07	NA	NA	0	0
Afghanistan	367	11	18	338	9.87e-06	3e-07	3666.66666667	1692.30769231	1100	0.0001	4.61538461538e-05	3e-05	NA	NA	18	4
Qatar	1832	4	131	1697	0.0006586	1.44e-06	1333.33333333	615.384615385	400	0.00048	0.000221538461538	0.000144	38108	0.013227	228	0
Bangladesh	123	12	33	78	7.6e-07	7e-08	4000	1846.15384615	1200	2.33333333333e-05	1.07692307692e-05	7e-06	3610	2.2e-5	35	3
Bhutan	5	0	2	3	6.63e-06	0.0	25	10	6.25	3.315e-05	1.326e-05	8.2875e-06	NA	NA	0	0
Kuwait	665	1	103	561	0.00016073	2.4e-07	333.333333333	153.846153846	100	8e-05	3.69230769231e-05	2.4e-05	NA	NA	109	0
Nepal	9	0	1	8	3.2e-07	0.0	45	18	11.25	1.6e-06	6.4e-07	4e-07	1656	5.7e-5	0	0
Cambodia	114	0	53	61	7.02e-06	0.0	570	228	142.5	3.51e-05	1.404e-05	8.775e-06	5768	3.45e-4	0	0
Laos	12	0	0	12	1.7e-06	0.0	60	24	15	8.5e-06	3.4e-06	2.125e-06	621	8.5e-5	1	0
Bahrain	756	4	458	294	0.0004817	2.55e-06	1333.33333333	615.384615385	400	0.00085	0.000392307692308	0.000255	47684	0.028023	56	0
Brunei	135	1	82	52	0.00031471	2.33e-06	333.333333333	153.846153846	100	0.000776666666667	0.000358461538462	0.000233	8261	0.018883	0	0
Saudi Arabia	2605	38	551	2016	7.73e-05	1.13e-06	12666.6666667	5846.15384615	3800	0.000376666666667	0.000173846153846	0.000113	NA	NA	203	4
Iran	60500	3739	24236	32525	0.00073961	4.571e-05	1246333.33333	575230.769231	373900	0.0152366666667	0.00703230769231	0.004571	186000	0.002214	2274	136
Singapore	1375	6	344	1025	0.00024385	1.06e-06	2000	923.076923077	600	0.000353333333333	0.000163076923077	0.000106	65000	0.01111	66	0
Jordan	349	6	126	217	3.505e-05	6e-07	2000	923.076923077	600	0.0002	9.23076923077e-05	6e-05	17000	0.001666	4	1
Lebanon	541	19	60	462	7.899e-05	2.77e-06	6333.33333333	2923.07692308	1900	0.000923333333333	0.000426153846154	0.000277	9653	0.001414	14	1
China	82665	3335	77310	2020	5.935e-05	2.39e-06	1111666.66667	513076.923077	333500	0.000796666666667	0.000367692307692	0.000239	NA	NA	63	2
Iraq	1031	64	344	623	2.683e-05	1.67e-06	21333.3333333	9846.15384615	6400	0.000556666666667	0.000256923076923	0.000167	NA	NA	70	3
Kazakhstan	662	6	46	610	3.622e-05	3.3e-07	2000	923.076923077	600	0.00011	5.07692307692e-05	3.3e-05	5093	2.71e-4	78	0
Kyrgyzstan	216	4	33	179	3.42e-05	6.3e-07	1333.33333333	615.384615385	400	0.00021	9.69230769231e-05	6.3e-05	9618	0.001474	69	3
Maldives	19	0	13	6	3.684e-05	0.0	95	38	23.75	0.0001842	7.368e-05	4.605e-05	NA	NA	0	0
Oman	331	2	61	268	6.854e-05	4.1e-07	666.666666667	307.692307692	200	0.000136666666667	6.30769230769e-05	4.1e-05	NA	NA	33	0
Philippines	3660	163	73	3424	3.432e-05	1.53e-06	54333.3333333	25076.9230769	16300	0.00051	0.000235384615385	0.000153	22958	2.1e-4	414	11
Indonesia	2491	209	192	2090	9.31e-06	7.8e-07	69666.6666667	32153.8461538	20900	0.00026	0.00012	7.8e-05	11460	4.2e-5	218	11
Vietnam	245	0	95	150	2.56e-06	0.0	1225	490	306.25	1.28e-05	5.12e-06	3.2e-06	94305	9.69e-4	4	0
Mongolia	15	0	2	13	4.73e-06	0.0	75	30	18.75	2.365e-05	9.46e-06	5.9125e-06	NA	NA	1	0
Thailand	2220	26	793	1401	3.198e-05	3.7e-07	8666.66666667	4000	2600	0.000123333333333	5.69230769231e-05	3.7e-05	25071	3.59e-4	51	3
Syria	19	2	2	15	1.12e-06	1.2e-07	666.666666667	307.692307692	200	4e-05	1.84615384615e-05	1.2e-05	NA	NA	0	0
Taiwan	373	5	57	311	1.569e-05	2.1e-07	1666.66666667	769.230769231	500	7e-05	3.23076923077e-05	2.1e-05	37219	0.001563	10	0
Pakistan	3766	53	259	3454	1.775e-05	2.5e-07	17666.6666667	8153.84615385	5300	8.33333333333e-05	3.84615384615e-05	2.5e-05	35875	1.62e-4	609	6
Myanmar	22	1	0	21	4.1e-07	2e-08	333.333333333	153.846153846	100	6.66666666667e-06	3.07692307692e-06	2e-06	1246	2.3e-5	1	0
United Arab Emirates	2076	11	167	1898	0.00021555	1.14e-06	3666.66666667	1692.30769231	1100	0.00038	0.000175384615385	0.000114	220000	0.022244	277	1
India	4778	136	375	4267	3.53e-06	1e-07	45333.3333333	20923.0769231	13600	3.33333333333e-05	1.53846153846e-05	1e-05	140293	1.02e-4	1190	37
Uzbekistan	457	2	30	425	1.387e-05	6e-08	666.666666667	307.692307692	200	2e-05	9.23076923077e-06	6e-06	NA	NA	115	0
Malaysia	3793	62	1241	2490	0.00011996	1.96e-06	20666.6666667	9538.46153846	6200	0.000653333333333	0.000301538461538	0.000196	55566	0.001717	131	1
Sri Lanka	178	5	38	135	8.21e-06	2.3e-07	1666.66666667	769.230769231	500	7.66666666667e-05	3.53846153846e-05	2.3e-05	3248	1.52e-4	2	0
Japan	3654	85	575	2994	2.888e-05	6.7e-07	28333.3333333	13076.9230769	8500	0.000223333333333	0.000103076923077	6.7e-05	46172	3.65e-4	515	8
South Korea	10284	186	6598	3500	0.00019917	3.6e-06	62000	28615.3846154	18600	0.0012	0.000553846153846	0.00036	461233	0.008996	47	3
Canada	16563	339	0	0	0.00044694	9.15e-06	113000	52153.8461538	33900	0.00305	0.00140769230769	0.000915	330901	0.008767	807	80
Jamaica	58	3	8	47	1.976e-05	1.02e-06	1000	461.538461538	300	0.00034	0.000156923076923	0.000102	540	1.82e-4	0	0
Honduras	298	22	6	270	3.108e-05	2.29e-06	7333.33333333	3384.61538462	2200	0.000763333333333	0.000352307692308	0.000229	NA	NA	30	0
Saint Lucia	14	0	1	13	7.697e-05	0.0	70	28	17.5	0.00038485	0.00015394	9.62125e-05	NA	NA	0	0
Cuba	350	9	18	323	3.087e-05	7.9e-07	3000	1384.61538462	900	0.000263333333333	0.000121538461538	7.9e-05	5234	4.62e-4	30	1
El Salvador	69	4	5	60	1.075e-05	6.2e-07	1333.33333333	615.384615385	400	0.000206666666667	9.53846153846e-05	6.2e-05	NA	NA	7	1
The Bahamas	29	5	4	20	7.52e-05	1.297e-05	1666.66666667	769.230769231	500	0.00432333333333	0.00199538461538	0.001297	NA	NA	1	1
Panama	1988	54	13	1921	0.00047595	1.293e-05	18000	8307.69230769	5400	0.00431	0.00198923076923	0.001293	9749	0.002259	187	8
Mexico	2143	94	633	1416	1.698e-05	7.4e-07	31333.3333333	14461.5384615	9400	0.000246666666667	0.000113846153846	7.4e-05	18034	1.4e-4	253	15
United States of America	366665	10783	0	0	0.00112073	3.296e-05	3594333.33333	1658923.07692	1078300	0.0109866666667	0.00507076923077	0.003296	1913049	0.00578	29595	1164
United States of America	366665	10783	0	0	0.00112073	3.296e-05	3594333.33333	1658923.07692	1078300	0.0109866666667	0.00507076923077	0.003296	1913049	0.00578	29595	1164
Costa Rica	467	2	18	447	9.341e-05	4e-07	666.666666667	307.692307692	200	0.000133333333333	6.15384615385e-05	4e-05	5098	0.001001	13	0
Saint Kitts and Nevis	10	0	0	10	0.00019069	0.0	50	20	12.5	0.00095345	0.00038138	0.0002383625	149	0.002801	0	0
Trinidad and Tobago	105	8	1	96	7.555e-05	5.76e-06	2666.66666667	1230.76923077	800	0.00192	0.000886153846154	0.000576	833	5.95e-4	1	1
Guatemala	70	3	15	52	4.06e-06	1.7e-07	1000	461.538461538	300	5.66666666667e-05	2.61538461538e-05	1.7e-05	1134	6.3e-5	9	1
Antigua and Barbuda	15	0	0	15	0.00015579	0.0	75	30	18.75	0.00077895	0.00031158	0.0001947375	40	4.08e-4	0	0
Paraguay	113	5	12	96	1.624e-05	7.2e-07	1666.66666667	769.230769231	500	0.00024	0.000110769230769	7.2e-05	1877	2.63e-4	9	2
Saint Vincent and the Grenadines	7	0	1	6	6.352e-05	0.0	35	14	8.75	0.0003176	0.00012704	7.94e-05	NA	NA	0	0
Dominican Republic	1828	86	33	1709	0.00017201	8.09e-06	28666.6666667	13230.7692308	8600	0.00269666666667	0.00124461538462	0.000809	4542	4.19e-4	83	4
Nicaragua	6	1	0	5	9.3e-07	1.5e-07	333.333333333	153.846153846	100	5e-05	2.30769230769e-05	1.5e-05	NA	NA	0	0
Haiti	24	1	0	23	2.16e-06	9e-08	333.333333333	153.846153846	100	3e-05	1.38461538462e-05	9e-06	247	2.2e-5	3	0
Dominica	15	0	1	14	0.00020942	0.0	75	30	18.75	0.0010471	0.00041884	0.000261775	293	0.00407	1	0
Brazil	12161	564	127	11470	5.806e-05	2.69e-06	188000	86769.2307692	56400	0.000896666666667	0.000413846153846	0.000269	54824	2.58e-4	1031	78
Belize	7	1	0	6	1.827e-05	2.61e-06	333.333333333	153.846153846	100	0.00087	0.000401538461538	0.000261	268	6.74e-4	2	1
Colombia	1579	46	88	1445	3.18e-05	9.3e-07	15333.3333333	7076.92307692	4600	0.00031	0.000143076923077	9.3e-05	27685	5.44e-4	94	11
Suriname	10	1	0	9	1.736e-05	1.74e-06	333.333333333	153.846153846	100	0.00058	0.000267692307692	0.000174	NA	NA	0	0
Uruguay	406	6	104	296	0.00011771	1.74e-06	2000	923.076923077	600	0.00058	0.000267692307692	0.000174	5208	0.001499	6	1
Peru	2561	92	997	1472	8.006e-05	2.88e-06	30666.6666667	14153.8461538	9200	0.00096	0.000443076923077	0.000288	20414	6.19e-4	280	9
Ecuador	3747	191	100	3456	0.00021932	1.118e-05	63666.6666667	29384.6153846	19100	0.00372666666667	0.00172	0.001118	13039	7.39e-4	101	11
Chile	4815	37	728	4050	0.00025709	1.98e-06	12333.3333333	5692.30769231	3700	0.00066	0.000304615384615	0.000198	54864	0.00287	344	3
Guyana	31	4	8	19	3.979e-05	5.13e-06	1333.33333333	615.384615385	400	0.00171	0.000789230769231	0.000513	115	1.46e-4	7	0
Grenada	12	0	0	12	0.00010767	0.0	60	24	15	0.00053835	0.00021534	0.0001345875	45	4e-4	0	0
Argentina	1554	48	325	1181	3.493e-05	1.08e-06	16000	7384.61538462	4800	0.00036	0.000166153846154	0.000108	10709	2.37e-4	103	4
Bolivia	183	11	2	170	1.612e-05	9.7e-07	3666.66666667	1692.30769231	1100	0.000323333333333	0.000149230769231	9.7e-05	591	5.1e-5	26	1
Venezuela	165	7	65	93	5.72e-06	2.4e-07	2333.33333333	1076.92307692	700	8e-05	3.69230769231e-05	2.4e-05	1779	6.3e-5	6	0
Barbados	60	2	6	52	0.00020932	6.98e-06	666.666666667	307.692307692	200	0.00232666666667	0.00107384615385	0.000698	527	0.001834	4	1
Diamond Princess	712	11	619	82	N/A	N/A	3666.66666667	1692.30769231	1100	N/A	N/A	N/A	NA	NA	0	0
Western Sahara	4	0	0	4	N/A	N/A	20	8	5	N/A	N/A	N/A	NA	NA	0	0
MS Zaandam	9	2	0	7	N/A	N/A	666.666666667	307.692307692	200	N/A	N/A	N/A	NA	NA	0	0
