Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Tests	Tests_per_capita
Turkey	5698	92	42	5564	6.922e-05	1.12e-06	30666.6666667	14153.8461538	9200	0.000373333333333	0.000172307692308	0.000112	2069	17	47823	5.75e-4
Italy	86498	9134	10950	66414	0.00143134	0.00015115	3044666.66667	1405230.76923	913400	0.0503833333333	0.0232538461538	0.015115	5909	919	394079	0.006533
Czech Republic	2279	9	11	2259	0.00021448	8.5e-07	3000	1384.61538462	900	0.000283333333333	0.000130769230769	8.5e-05	354	0	NA	NA
Monaco	42	0	1	41	0.00108578	0.0	210	84	52.5	0.0054289	0.00217156	0.001357225	9	0	NA	NA
Lithuania	358	5	1	352	0.00012834	1.79e-06	1666.66666667	769.230769231	500	0.000596666666667	0.000275384615385	0.000179	59	1	NA	NA
Luxembourg	1605	15	40	1550	0.00264098	2.468e-05	5000	2307.69230769	1500	0.00822666666667	0.00379692307692	0.002468	152	6	NA	NA
France	33402	1997	5707	25698	0.00049863	2.981e-05	665666.666667	307230.769231	199700	0.00993666666667	0.00458615384615	0.002981	3851	299	NA	NA
Andorra	267	3	1	263	0.00346726	3.896e-05	1000	461.538461538	300	0.0129866666667	0.00599384615385	0.003896	43	0	NA	NA
Switzerland	12928	231	1530	11167	0.00151799	2.712e-05	77000	35538.4615385	23100	0.00904	0.00417230769231	0.002712	1117	40	NA	NA
Georgia	83	0	14	69	2.225e-05	0.0	415	166	103.75	0.00011125	4.45e-05	2.78125e-05	4	0	NA	NA
Slovakia	269	0	2	267	4.938e-05	0.0	1345	538	336.25	0.0002469	9.876e-05	6.1725e-05	43	0	6411	0.001176
Ireland	2121	22	5	2094	0.000437	4.53e-06	7333.33333333	3384.61538462	2200	0.00151	0.000696923076923	0.000453	302	3	NA	NA
Norway	3755	19	6	3730	0.00070658	3.58e-06	6333.33333333	2923.07692308	1900	0.00119333333333	0.000550769230769	0.000358	386	5	82584	0.015386
Israel	3035	12	79	2944	0.00034163	1.35e-06	4000	1846.15384615	1200	0.00045	0.000207692307692	0.000135	342	4	NA	NA
Belarus	94	0	32	62	9.91e-06	0.0	470	188	117.5	4.955e-05	1.982e-05	1.23875e-05	8	0	24000	0.002528
