Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
Turkey	2433.0	59.0	26.0	2348.0	2.956e-05	7.2e-07	19666.6666667	9076.92307692	5900.0	0.00024	0.000110769230769	7.2e-05
Italy	74386.0	7503.0	9362.0	57521.0	0.00123092	0.00012416	2501000.0	1154307.69231	750300.0	0.0413866666667	0.0191015384615	0.012416
Czech Republic	1654.0	6.0	10.0	1638.0	0.00015566	5.6e-07	2000.0	923.076923077	600.0	0.000186666666667	8.61538461538e-05	5.6e-05
Monaco	31.0	0.0	1.0	30.0	0.00080141	0.0	155.0	62.0	38.75	0.00400705	0.00160282	0.0010017625
Lithuania	274.0	4.0	1.0	269.0	9.822e-05	1.43e-06	1333.33333333	615.384615385	400.0	0.000476666666667	0.00022	0.000143
Luxembourg	1333.0	8.0	6.0	1319.0	0.00219342	1.316e-05	2666.66666667	1230.76923077	800.0	0.00438666666667	0.00202461538462	0.001316
France	25600	1333	3907	20360	0.00038216	1.99e-05	444333.333333	205076.923077	133300.0	0.00663333333333	0.00306153846154	0.00199
Andorra	188.0	1.0	1.0	186.0	0.00244137	1.299e-05	333.333333333	153.846153846	100.0	0.00433	0.00199846153846	0.001299
Switzerland	10897.0	153.0	131.0	10613.0	0.00127951	1.797e-05	51000.0	23538.4615385	15300.0	0.00599	0.00276461538462	0.001797
Georgia	75.0	0.0	10.0	65.0	2.01e-05	0.0	375.0	150.0	93.75	0.0001005	4.02e-05	2.5125e-05
Slovakia	216.0	0.0	7.0	209.0	3.965e-05	0.0	1080.0	432.0	270.0	0.00019825	7.93e-05	4.95625e-05
Ireland	1564.0	9.0	5.0	1550.0	0.00032224	1.85e-06	3000.0	1384.61538462	900.0	0.000616666666667	0.000284615384615	0.000185
