Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Turkey	18135	356	415	17364	0.0002203	4.32e-06	118666.666667	54769.2307692	35600	0.00144	0.000664615384615	0.000432	2456	79	14.3	25.4
Italy	115242	13915	18278	83049	0.00190699	0.00023026	4638333.33333	2140769.23077	1391500	0.0767533333333	0.0354246153846	0.023026	4668	760	-2.4	4.5
Czech Republic	3858	44	67	3747	0.00036308	4.14e-06	14666.6666667	6769.23076923	4400	0.00138	0.000636923076923	0.000414	350	5	75	-37.5
Monaco	60	1	2	57	0.00155111	2.585e-05	333.333333333	153.846153846	100	0.00861666666667	0.00397692307692	0.002585	5	0	66.7	100
Lithuania	649	9	7	633	0.00023266	3.23e-06	3000	1384.61538462	900	0.00107666666667	0.000496923076923	0.000323	68	1	54.5	100
Luxembourg	2487	30	80	2377	0.00409229	4.936e-05	10000	4615.38461538	3000	0.0164533333333	0.00759384615385	0.004936	168	1	19.1	-83.3
France	59929	5398	12548	41983	0.00089463	8.058e-05	1799333.33333	830461.538462	539800	0.02686	0.0123969230769	0.008058	2180	1355	-55.7	165.2
Andorra	428	15	10	403	0.00555801	0.00019479	5000	2307.69230769	1500	0.06493	0.0299676923077	0.019479	38	1	171.4	-50
Switzerland	18827	536	4013	14278	0.00221064	6.294e-05	178666.666667	82461.5384615	53600	0.02098	0.00968307692308	0.006294	1059	48	-8.9	-12.7
Georgia	134	0	26	108	3.592e-05	0.0	670	268	167.5	0.0001796	7.184e-05	4.49e-05	17	0	142.9	100
Slovakia	426	1	5	420	7.821e-05	1.8e-07	333.333333333	153.846153846	100	6e-05	2.76923076923e-05	1.8e-05	26	0	-29.7	-100
Ireland	3849	98	5	3746	0.00079303	2.019e-05	32666.6666667	15076.9230769	9800	0.00673	0.00310615384615	0.002019	402	13	89.6	-7.1
Norway	5147	50	32	5065	0.00096851	9.41e-06	16666.6666667	7692.30769231	5000	0.00313666666667	0.00144769230769	0.000941	284	6	27.9	20
Israel	6857	36	338	6483	0.00077185	4.05e-06	12000	5538.46153846	3600	0.00135	0.000623076923077	0.000405	765	10	4.2	66.7
Belarus	304	4	53	247	3.205e-05	4.2e-07	1333.33333333	615.384615385	400	0.00014	6.46153846154e-05	4.2e-05	141	2	1181.8	100
Iceland	1319	4	284	1031	0.00373048	1.131e-05	1333.33333333	615.384615385	400	0.00377	0.00174	0.001131	99	2	16.5	100
Montenegro	144	2	0	142	0.00023138	3.21e-06	666.666666667	307.692307692	200	0.00107	0.000493846153846	0.000321	21	0	50	100
Slovenia	897	17	70	810	0.00043388	8.22e-06	5666.66666667	2615.38461538	1700	0.00274	0.00126461538462	0.000822	56	2	43.6	100
Germany	84794	1107	22440	61247	0.0010225	1.335e-05	369000	170307.692308	110700	0.00445	0.00205384615385	0.001335	6922	187	14.1	29
Bosnia and Herzegovina	533	16	20	497	0.00016035	4.81e-06	5333.33333333	2461.53846154	1600	0.00160333333333	0.00074	0.000481	74	3	89.7	100
Armenia	663	7	33	623	0.00022461	2.37e-06	2333.33333333	1076.92307692	700	0.00079	0.000364615384615	0.000237	92	3	135.9	200
Belgium	15348	1011	2495	11842	0.00134371	8.851e-05	337000	155538.461538	101100	0.0295033333333	0.0136169230769	0.008851	1384	183	16.4	48.8
Spain	112065	10348	26743	74974	0.00239846	0.00022147	3449333.33333	1592000	1034800	0.0738233333333	0.0340723076923	0.022147	7947	961	-3	4.1
Ukraine	897	22	19	856	2.01e-05	4.9e-07	7333.33333333	3384.61538462	2200	0.000163333333333	7.53846153846e-05	4.9e-05	103	2	-30.9	-33.3
San Marino	245	30	21	194	0.00725174	0.00088797	10000	4615.38461538	3000	0.29599	0.136610769231	0.088797	9	4	100	100
Netherlands	14788	1341	260	13187	0.00085822	7.782e-05	447000	206307.692308	134100	0.02594	0.0119723076923	0.007782	1092	166	6.1	23
Denmark	3573	123	1172	2278	0.00061631	2.122e-05	41000	18923.0769231	12300	0.00707333333333	0.00326461538462	0.002122	283	19	12.7	35.7
Poland	2946	57	56	2833	7.757e-05	1.5e-06	19000	8769.23076923	5700	0.0005	0.000230769230769	0.00015	392	14	61.3	40
Finland	1518	19	300	1199	0.0002751	3.44e-06	6333.33333333	2923.07692308	1900	0.00114666666667	0.000529230769231	0.000344	72	2	157.1	100
Macedonia	384	11	17	356	0.00018435	5.28e-06	3666.66666667	1692.30769231	1100	0.00176	0.000812307692308	0.000528	30	0	20	-100
Moldova	505	6	23	476	0.00014242	1.69e-06	2000	923.076923077	600	0.000563333333333	0.00026	0.000169	82	1	17.1	0
Liechtenstein	75	0	0	75	0.00197837	0.0	375	150	93.75	0.00989185	0.00395674	0.0024729625	7	0	100	100
Latvia	458	0	31	427	0.00023773	0.0	2290	916	572.5	0.00118865	0.00047546	0.0002971625	12	0	-75	100
Croatia	1011	7	88	916	0.00024722	1.71e-06	2333.33333333	1076.92307692	700	0.00057	0.000263076923077	0.000171	48	1	-50	100
Malta	196	0	2	194	0.00040535	0.0	980	392	245	0.00202675	0.0008107	0.0005066875	8	0	-57.9	100
Vatican	7	0	0	7	0.00873908	0.0	35	14	8.75	0.0436954	0.01747816	0.01092385	1	0	100	100
Sweden	5568	308	103	5157	0.00054678	3.025e-05	102666.666667	47384.6153846	30800	0.0100833333333	0.00465384615385	0.003025	621	69	21.3	16.9
Russia	3548	30	235	3283	2.456e-05	2.1e-07	10000	4615.38461538	3000	7e-05	3.23076923077e-05	2.1e-05	771	6	75.2	-14.3
