Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Tests	Tests_per_capita
Turkey	1872	44	0	1828	2.274e-5	5.3e-7	14666.6666667	6769.23076923	4400	1.76666666667e-4	8.15384615385e-5	5.3e-5	343	7	27969	3.36e-4
Italy	69176	6820	8326	54030	0.00114471	1.1286e-4	2273333.33333	1049230.76923	682000	0.03762	0.0173630769231	0.011286	5249	743	NA	NA
Czech Republic	1394	3	10	1381	1.3119e-4	2.8e-7	1000	461.538461538	300	9.33333333333e-5	4.30769230769e-5	2.8e-5	158	2	NA	NA
Monaco	23	0	1	22	5.9459e-4	0	115	46	28.75	0.00297295	0.00118918	7.432375e-4	0	0	NA	NA
Lithuania	209	2	1	206	7.492e-5	7.2e-7	666.666666667	307.692307692	200	2.4e-4	1.10769230769e-4	7.2e-5	30	1	NA	NA
Luxembourg	1099	8	6	1085	0.00180837	1.316e-5	2666.66666667	1230.76923077	800	0.00438666666667	0.00202461538462	0.001316	224	0	NA	NA
France	22622	1102	3288	18232	3.3771e-4	1.645e-5	367333.333333	169538.461538	110200	0.00548333333333	0.00253076923077	0.001645	2499	240	101046	0.001508
Andorra	164	1	1	162	0.0021297	1.299e-5	333.333333333	153.846153846	100	0.00433	0.00199846153846	0.001299	31	0	NA	NA
Switzerland	9877	122	131	9624	0.00115974	1.433e-5	40666.6666667	18769.2307692	12200	0.00477666666667	0.00220461538462	0.001433	1082	2	NA	NA
Georgia	70	0	9	61	1.876e-5	0	350	140	87.5	9.38e-5	3.752e-5	2.345e-5	9	0	NA	NA
Slovakia	204	0	7	197	3.745e-5	0	1020	408	255	1.8725e-4	7.49e-5	4.68125e-5	18	0	4416	8.1e-4
Ireland	1329	7	5	1317	2.7382e-4	1.44e-6	2333.33333333	1076.92307692	700	4.8e-4	2.21538461538e-4	1.44e-4	204	1	17992	0.003778
Norway	2863	12	6	2845	5.3873e-4	2.26e-6	4000	1846.15384615	1200	7.53333333333e-4	3.47692307692e-4	2.26e-4	242	2	NA	NA
