Anderson,58057
Andrews,18128
Angelina,87092
Aransas,23792
Archer,8786
Armstrong,1892
Atascosa,50310
Austin,29989
Bailey,7027
Bandera,22824
Bastrop,86976
Baylor,3582
Bee,32587
Bell,355642
Bexar,1986049
Blanco,11702
Borden,648
Bosque,18691
Bowie,94324
Brazoria,370200
Brazos,226758
Brewster,9267
Briscoe,1516
Brooks,7114
Brown,37924
Burleson,18389
Burnet,47542
Caldwell,43247
Calhoun,21561
Callahan,13994
Cameron,423908
Camp,13033
Carson,6005
Cass,30119
Castro,7665
Chambers,42454
Cherokee,52592
Childress,7291
Clay,10456
Cochran,2836
Coke,3370
Coleman,8397
Collin,1005146
Collingsworth,2962
Colorado,21217
Comal,148373
Comanche,13534
Concho,4276
Cooke,40574
Coryell,74808
Cottle,1389
Crane,4794
Crockett,3499
Crosby,5779
Culberson,2204
Dallam,7200
Dallas,2637772
Dawson,12619
Deaf Smith,18760
Delta,5349
Denton,859064
Dewitt,20187
Dickens,2249
Dimmit,10308
Donley,3319
Duval,11212
Eastland,18322
Ector,162124
Edwards,1928
Ellis,179436
El Paso,840758
Erath,42446
Falls,17335
Fannin,35286
Fayette,25349
Fisher,3839
Floyd,5837
Foard,1200
Fort Bend,787858
Franklin,10766
Freestone,19808
Frio,19816
Gaines,20901
Galveston,337890
Garza,6578
Gillespie,26804
Glasscock,1388
Goliad,7584
Gonzales,20826
Gray,21895
Grayson,133991
Gregg,123707
Grimes,28360
Guadalupe,163694
Hale,33830
Hall,3028
Hamilton,8484
Hansford,5463
Hardeman,3922
Hardin,57207
Harris,4698619
Harrison,66726
Hartley,5619
Haskell,5813
Hays,222631
Hemphill,3825
Henderson,82299
Hidalgo,865939
Hill,36354
Hockley,22980
Hood,60537
Hopkins,36810
Houston,23169
Howard,36459
Hudspeth,4795
Hunt,96493
Hutchinson,21198
Irion,1522
Jack,8843
Jackson,14874
Jasper,35872
Jeff Davis,2252
Jefferson,255001
Jim Hogg,5248
Jim Wells,40822
Johnson,171361
Jones,19817
Karnes,15650
Kaufman,128622
Kendall,45641
Kenedy,442
Kent,726
Kerr,52405
Kimble,4362
King,277
Kinney,3767
Kleberg,31129
Knox,3653
Lamar,49728
Lamb,13158
Lampasas,21229
La Salle,7531
Lavaca,20110
Lee,17144
Leon,17270
Liberty,86323
Limestone,23519
Lipscomb,3355
Live Oak,12166
Llano,21646
Loving,152
Lubbock,307412
Lynn,5877
McCulloch,7987
McLennan,254607
McMullen,749
Madison,14422
Marion,9928
Martin,5753
Mason,4280
Matagorda,36552
Maverick,58485
Medina,50921
Menard,2139
Midland,172578
Milam,25131
Mills,4921
Mitchell,8145
Montague,19596
Montgomery,590925
Moore,21485
Morris,12339
Motley,1234
Nacogdoches,65711
Navarro,49565
Newton,13746
Nolan,14751
Nueces,362265
Ochiltree,9947
Oldham,2131
Orange,83572
Palo Pinto,28875
Panola,23148
Parker,138371
Parmer,9864
Pecos,15673
Polk,50031
Potter,119648
Presidio,6948
Rains,12159
Randall,136271
Reagan,3741
Real,3478
Red River,12175
Reeves,15695
Refugio,7032
Roberts,903
Robertson,17284
Rockwall,100657
Runnels,10234
Rusk,54450
Sabine,10589
San Augustine,8232
San Jacinto,28719
San Patricio,66893
San Saba,6054
Schleicher,2895
Scurry,16866
Shackelford,3253
Shelby,25418
Sherman,3079
Smith,230221
Somervell,9016
Starr,64525
Stephens,9433
Sterling,1311
Stonewall,1362
Sutton,3758
Swisher,7462
Tarrant,2084931
Taylor,137640
Terrell,823
Terry,12287
Throckmorton,1515
Titus,33033
Tom Green,118189
Travis,1248743
Trinity,14740
Tyler,21696
Upshur,41260
Upton,3671
Uvalde,26846
Val Verde,49208
Van Zandt,56019
Victoria,92035
Walker,72480
Waller,53126
Ward,11720
Washington,35108
Webb,275910
Wharton,41619
Wheeler,5191
Wichita,132064
Wilbarger,12820
Willacy,21515
Williamson,566719
Wilson,50224
Winkler,7720
Wise,68305
Wood,45129
Yoakum,8591
Young,18045
Zapata,14190
Zavala,11983
