Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Tests	Tests_per_capita
Turkey	5698	92	42	5564	6.922e-5	1.12e-6	30666.6666667	14153.8461538	9200	3.73333333333e-4	1.72307692308e-4	1.12e-4	2069	17	47823	5.75e-4
Italy	86498	9134	10950	66414	0.00143134	1.5115e-4	3044666.66667	1405230.76923	913400	0.0503833333333	0.0232538461538	0.015115	5909	919	394079	0.006533
Czech Republic	2279	9	11	2259	2.1448e-4	8.5e-7	3000	1384.61538462	900	2.83333333333e-4	1.30769230769e-4	8.5e-5	354	0	NA	NA
Monaco	42	0	1	41	0.00108578	0	210	84	52.5	0.0054289	0.00217156	0.001357225	9	0	NA	NA
Lithuania	358	5	1	352	1.2834e-4	1.79e-6	1666.66666667	769.230769231	500	5.96666666667e-4	2.75384615385e-4	1.79e-4	59	1	NA	NA
Luxembourg	1605	15	40	1550	0.00264098	2.468e-5	5000	2307.69230769	1500	0.00822666666667	0.00379692307692	0.002468	152	6	NA	NA
France	33402	1997	5707	25698	4.9863e-4	2.981e-5	665666.666667	307230.769231	199700	0.00993666666667	0.00458615384615	0.002981	3851	299	NA	NA
Andorra	267	3	1	263	0.00346726	3.896e-5	1000	461.538461538	300	0.0129866666667	0.00599384615385	0.003896	43	0	NA	NA
Switzerland	12928	231	1530	11167	0.00151799	2.712e-5	77000	35538.4615385	23100	0.00904	0.00417230769231	0.002712	1117	40	NA	NA
Georgia	83	0	14	69	2.225e-5	0	415	166	103.75	1.1125e-4	4.45e-5	2.78125e-5	4	0	NA	NA
Slovakia	269	0	2	267	4.938e-5	0	1345	538	336.25	2.469e-4	9.876e-5	6.1725e-5	43	0	6411	0.001176
Ireland	2121	22	5	2094	4.37e-4	4.53e-6	7333.33333333	3384.61538462	2200	0.00151	6.96923076923e-4	4.53e-4	302	3	NA	NA
Norway	3755	19	6	3730	7.0658e-4	3.58e-6	6333.33333333	2923.07692308	1900	0.00119333333333	5.50769230769e-4	3.58e-4	386	5	82584	0.015386
Israel	3035	12	79	2944	3.4163e-4	1.35e-6	4000	1846.15384615	1200	4.5e-4	2.07692307692e-4	1.35e-4	342	4	NA	NA
Belarus	94	0	32	62	9.91e-6	0	470	188	117.5	4.955e-5	1.982e-5	1.23875e-5	8	0	24000	0.002528
Iceland	890	2	97	791	0.00251715	5.66e-6	666.666666667	307.692307692	200	0.00188666666667	8.70769230769e-4	5.66e-4	88	0	NA	NA
Montenegro	82	1	0	81	1.3176e-4	1.61e-6	333.333333333	153.846153846	100	5.36666666667e-4	2.47692307692e-4	1.61e-4	13	0	NA	NA
Slovenia	632	9	10	613	3.057e-4	4.35e-6	3000	1384.61538462	900	0.00145	6.69230769231e-4	4.35e-4	70	3	19756	0.009434
Germany	50871	342	6658	43871	6.1344e-4	4.12e-6	114000	52615.3846154	34200	0.00137333333333	6.33846153846e-4	4.12e-4	6933	75	NA	NA
Bosnia and Herzegovina	237	4	5	228	7.13e-5	1.2e-6	1333.33333333	615.384615385	400	4e-4	1.84615384615e-4	1.2e-4	46	1	1475	4.28e-4
Armenia	329	1	28	300	1.1146e-4	3.4e-7	333.333333333	153.846153846	100	1.13333333333e-4	5.23076923077e-5	3.4e-5	39	0	NA	NA
Belgium	7284	289	858	6137	6.3771e-4	2.53e-5	96333.3333333	44461.5384615	28900	0.00843333333333	0.00389230769231	0.00253	1049	69	NA	NA
Spain	65719	5138	9357	51224	0.00140654	1.0997e-4	1712666.66667	790461.538462	513800	0.0366566666667	0.0169184615385	0.010997	7933	773	NA	NA
Ukraine	310	5	5	300	6.95e-6	1.1e-7	1666.66666667	769.230769231	500	3.66666666667e-5	1.69230769231e-5	1.1e-5	114	0	NA	NA
San Marino	223	21	4	198	0.00660056	6.2158e-4	7000	3230.76923077	2100	0.207193333333	0.0956276923077	0.062158	15	0	NA	NA
Netherlands	8647	547	6	8094	5.0183e-4	3.175e-5	182333.333333	84153.8461538	54700	0.0105833333333	0.00488461538462	0.003175	1179	112	NA	NA
Denmark	2200	52	57	2091	3.7948e-4	8.97e-6	17333.3333333	8000	5200	0.00299	0.00138	8.97e-4	177	11	NA	NA
Poland	1389	16	7	1366	3.657e-5	4.2e-7	5333.33333333	2461.53846154	1600	1.4e-4	6.46153846154e-5	4.2e-5	168	0	NA	NA
Finland	1041	7	10	1024	1.8865e-4	1.27e-6	2333.33333333	1076.92307692	700	4.23333333333e-4	1.95384615385e-4	1.27e-4	83	2	NA	NA
Macedonia	219	3	3	213	1.0514e-4	1.44e-6	1000	461.538461538	300	4.8e-4	2.21538461538e-4	1.44e-4	18	0	NA	NA
Moldova	199	2	2	195	5.612e-5	5.6e-7	666.666666667	307.692307692	200	1.86666666667e-4	8.61538461538e-5	5.6e-5	22	1	NA	NA
Liechtenstein	56	0	0	56	0.00147718	0	280	112	70	0.0073859	0.00295436	0.001846475	0	0	NA	NA
Latvia	280	0	1	279	1.4534e-4	0	1400	560	350	7.267e-4	2.9068e-4	1.81675e-4	36	0	11702	0.006095
Croatia	586	3	37	546	1.433e-4	7.3e-7	1000	461.538461538	300	2.43333333333e-4	1.12307692308e-4	7.3e-5	91	0	NA	NA
Malta	139	0	2	137	2.8747e-4	0	695	278	173.75	0.00143735	5.7494e-4	3.593375e-4	5	0	4462	0.00904
Vatican	4	0	0	4	0.00499376	0	20	8	5	0.0249688	0.00998752	0.0062422	0	0	NA	NA
Sweden	3069	105	16	2948	3.0138e-4	1.031e-5	35000	16153.8461538	10500	0.00343666666667	0.00158615384615	0.001031	229	28	NA	NA
Russia	1036	4	45	987	7.17e-6	3e-8	1333.33333333	615.384615385	400	1e-5	4.61538461538e-6	3e-6	196	1	NA	NA
Bulgaria	293	3	9	281	4.171e-5	4.3e-7	1000	461.538461538	300	1.43333333333e-4	6.61538461538e-5	4.3e-5	29	0	NA	NA
Romania	1292	26	115	1151	6.635e-5	1.34e-6	8666.66666667	4000	2600	4.46666666667e-4	2.06153846154e-4	1.34e-4	263	3	NA	NA
Albania	186	8	31	147	6.489e-5	2.79e-6	2666.66666667	1230.76923077	800	0.00093000000000000005	4.29230769231e-4	2.79e-4	12	2	NA	NA
Portugal	4268	76	43	4149	4.151e-4	7.39e-6	25333.3333333	11692.3076923	7600	0.00246333333333	0.00113692307692	7.39e-4	724	16	25431	0.002475
Estonia	575	1	11	563	4.3531e-4	7.6e-7	333.333333333	153.846153846	100	2.53333333333e-4	1.16923076923e-4	7.6e-5	37	0	NA	NA
Kosovo	86	1	1	84	4.66e-5	5.4e-7	333.333333333	153.846153846	100	1.8e-4	8.30769230769e-5	5.4e-5	15	0	NA	NA
Azerbaijan	165	3	15	147	1.66e-5	3e-7	1000	461.538461538	300	1e-4	4.61538461538e-5	3e-5	43	0	NA	NA
United Kingdom	14745	761	151	13833	2.2177e-4	1.145e-5	253666.666667	117076.923077	76100	0.00381666666667	0.00176153846154	0.001145	2933	181	113777	0.001684
Austria	7657	58	225	7374	8.6549e-4	6.56e-6	19333.3333333	8923.07692308	5800	0.00218666666667	0.00100923076923	6.56e-4	748	9	NA	NA
West Bank and Gaza	91	1	17	73	1.82e-5	2e-7	333.333333333	153.846153846	100	6.66666666667e-5	3.07692307692e-5	2e-5	7	0	NA	NA
Republic of Serbia	457	1	0	456	6.545e-5	1.4e-7	333.333333333	153.846153846	100	4.66666666667e-5	2.15384615385e-5	1.4e-5	73	0	2086	3e-4
Greece	966	28	52	886	9.005e-5	2.61e-6	9333.33333333	4307.69230769	2800	8.7e-4	4.01538461538e-4	2.61e-4	74	2	NA	NA
Hungary	300	10	34	256	3.071e-5	1.02e-6	3333.33333333	1538.46153846	1000	3.4e-4	1.56923076923e-4	1.02e-4	39	0	NA	NA
Cyprus	162	5	15	142	1.3846e-4	4.27e-6	1666.66666667	769.230769231	500	0.00142333333333	6.56923076923e-4	4.27e-4	16	2	NA	NA
