Date	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-01-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-01-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2020-01-29	19.508	9e-07	19.508	9e-07	0.117	1e-08	0.117	1e-08
2020-01-30	19.508	9e-07	39.017	1.8e-06	0.117	1e-08	0.234	1e-08
2020-01-31	19.508	9e-07	58.525	2.7e-06	0.117	1e-08	0.351	2e-08
2020-02-01	39.017	1.8e-06	97.542	4.5e-06	0.234	1e-08	0.585	3e-08
2020-02-02	97.542	4.5e-06	195.084	9e-06	0.585	3e-08	1.171	5e-08
2020-02-03	156.067	7.2e-06	351.151	1.62e-05	0.936	4e-08	2.107	1e-07
2020-02-04	214.592	9.9e-06	565.744	2.611e-05	1.288	6e-08	3.394	1.6e-07
2020-02-05	292.626	1.35e-05	858.37	3.961e-05	1.756	8e-08	5.15	2.4e-07
2020-02-06	468.202	2.161e-05	1326.572	6.122e-05	2.809	1.3e-07	7.959	3.7e-07
2020-02-07	702.303	3.241e-05	2028.874	9.363e-05	4.214	1.9e-07	12.173	5.6e-07
2020-02-08	975.42	4.501e-05	3004.295	0.00013864	5.853	2.7e-07	18.026	8.3e-07
2020-02-09	1190.013	5.492e-05	4194.307	0.00019355	7.14	3.3e-07	25.166	1.16e-06
2020-02-10	1346.08	6.212e-05	5540.387	0.00025567	8.076	3.7e-07	33.242	1.53e-06
2020-02-11	1443.622	6.662e-05	6984.01	0.00032229	8.662	4e-07	41.904	1.93e-06
2020-02-12	1521.656	7.022e-05	8505.665	0.00039251	9.13	4.2e-07	51.034	2.36e-06
2020-02-13	1541.164	7.112e-05	10046.829	0.00046363	9.247	4.3e-07	60.281	2.78e-06
2020-02-14	1560.673	7.202e-05	11607.502	0.00053565	9.364	4.3e-07	69.645	3.21e-06
2020-02-15	1580.181	7.292e-05	13187.683	0.00060857	9.481	4.4e-07	79.126	3.65e-06
2020-02-16	1560.673	7.202e-05	14748.355	0.00068059	9.364	4.3e-07	88.49	4.08e-06
2020-02-17	1541.164	7.112e-05	16289.519	0.00075171	9.247	4.3e-07	97.737	4.51e-06
2020-02-18	1521.656	7.022e-05	17811.175	0.00082193	9.13	4.2e-07	106.867	4.93e-06
2020-02-19	1424.114	6.572e-05	19235.289	0.00088765	8.545	3.9e-07	115.412	5.33e-06
2020-02-20	1385.097	6.392e-05	20620.386	0.00095156	8.311	3.8e-07	123.722	5.71e-06
2020-02-21	1307.063	6.032e-05	21927.449	0.00101188	7.842	3.6e-07	131.565	6.07e-06
2020-02-22	1131.488	5.221e-05	23058.936	0.00106409	6.789	3.1e-07	138.354	6.38e-06
2020-02-23	975.42	4.501e-05	24034.357	0.00110911	5.853	2.7e-07	144.206	6.65e-06
2020-02-24	838.861	3.871e-05	24873.218	0.00114782	5.033	2.3e-07	149.239	6.89e-06
2020-02-25	721.811	3.331e-05	25595.029	0.00118113	4.331	2e-07	153.57	7.09e-06
2020-02-26	604.761	2.791e-05	26199.79	0.00120904	3.629	1.7e-07	157.199	7.25e-06
2020-02-27	487.71	2.251e-05	26687.5	0.00123154	2.926	1.4e-07	160.125	7.39e-06
2020-02-28	390.168	1.8e-05	27077.668	0.00124955	2.341	1.1e-07	162.466	7.5e-06
2020-02-29	331.643	1.53e-05	27409.311	0.00126485	1.99	9e-08	164.456	7.59e-06
2020-03-01	292.626	1.35e-05	27701.937	0.00127835	1.756	8e-08	166.212	7.67e-06
2020-03-02	253.609	1.17e-05	27955.546	0.00129006	1.522	7e-08	167.733	7.74e-06
2020-03-03	214.592	9.9e-06	28170.139	0.00129996	1.288	6e-08	169.021	7.8e-06
2020-03-04	175.576	8.1e-06	28345.715	0.00130806	1.053	5e-08	170.074	7.85e-06
2020-03-05	136.559	6.3e-06	28482.273	0.00131436	0.819	4e-08	170.894	7.89e-06
2020-03-06	97.542	4.5e-06	28579.815	0.00131887	0.585	3e-08	171.479	7.91e-06
2020-03-07	78.034	3.6e-06	28657.849	0.00132247	0.468	2e-08	171.947	7.93e-06
2020-03-08	58.525	2.7e-06	28716.374	0.00132517	0.351	2e-08	172.298	7.95e-06
2020-03-09	39.017	1.8e-06	28755.391	0.00132697	0.234	1e-08	172.532	7.96e-06
2020-03-10	19.508	9e-07	28774.9	0.00132787	0.117	1e-08	172.649	7.97e-06
2020-03-11	28774.9	0.00132787	57549.799	0.00265574	172.649	7.97e-06	345.299	1.593e-05
