Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
New Zealand	907.399	0.00018573	4356.949	0.00089181	5.444	1.11e-06	26.142	5.35e-06
Australia	59063.634	0.00236327	302034.619	0.01208507	354.382	1.418e-05	1812.208	7.251e-05
Fiji	32.818	3.715e-05	75.742	8.573e-05	0.197	2.2e-07	0.454	5.1e-07
Papua New Guinea	319.695	3.715e-05	737.829	8.573e-05	1.918	2.2e-07	4.427	5.1e-07
New Zealand	907.399	0.00018573	4356.949	0.00089181	5.444	1.11e-06	26.14169603	5.35e-06
Australia	59063.634	0.00236327	302034.619	0.01208507	354.382	1.418e-05	1812.20771114	7.251e-05
Fiji	32.818	3.715e-05	75.742	8.573e-05	0.197	2.2e-07	0.45445206	5.1e-07
Papua New Guinea	319.695	3.715e-05	737.829	8.573e-05	1.918	2.2e-07	4.42697602	5.1e-07
New Zealand	4433095744.931	907.39857639	21285875988.886	4356.94933761	5.444	1.11e-06	21.995	4.5e-06
Australia	1476140123831.834	59063.63353677	7548560636920.451	302034.61852378	354.382	1.418e-05	1790.997	7.166e-05
Fiji	28994489.47	32.81838979	66916778.567	75.74201039	0.0	0.0	0.0	0.0
Papua New Guinea	2751399461.722	319.69537973	6349992425.976	737.82933673	0.0	0.0	0.0	0.0
New Zealand	907.399	0.00018573	4356.949	0.00089181	5.444	1.11e-06	21.995	4.5e-06
Australia	59063.634	0.00236327	302034.619	0.01208507	354.382	1.418e-05	1790.997	7.166e-05
Fiji	32.818	3.715e-05	75.742	8.573e-05	0.0	0.0	0.0	0.0
Papua New Guinea	319.695	3.715e-05	737.829	8.573e-05	0.0	0.0	0.0	0.0
New Zealand	74587.51	0.01526712	358138.099	0.07330633	17.901	3.66e-06	36.51	7.47e-06
Australia	24836281.93	0.99375461	127005679.962	5.08177836	14053.853	0.00056233	70287.803	0.00281237
Fiji	487.837	0.00055217	1125.885	0.00127437	0.0	0.0	0.0	0.0
Papua New Guinea	46292.714	0.00537892	106839.588	0.01241409	0.0	0.0	0.0	0.0
New Zealand	907.399	0.00018573	4356.949	0.00089181	0.218	4e-08	0.444	9e-08
Australia	59063.634	0.00236327	302034.619	0.01208507	33.422	1.34e-06	167.153	6.69e-06
Fiji	32.818	3.715e-05	75.742	8.573e-05	0.0	0.0	0.0	0.0
Papua New Guinea	319.695	3.715e-05	737.829	8.573e-05	0.0	0.0	0.0	0.0
New Zealand	907.399	0.00018573	4356.949	0.00089181	0.218	4e-08	0.444	9e-08
Australia	59063.634	0.00236327	302034.619	0.01208507	33.422	1.34e-06	167.153	6.69e-06
Fiji	32.818	3.715e-05	75.742	8.573e-05	0.0	0.0	0.0	0.0
Papua New Guinea	319.695	3.715e-05	737.829	8.573e-05	0.0	0.0	0.0	0.0
New Zealand	907.399	0.00018573	4356.949	0.00089181	0.218	4e-08	0.444	9e-08
Australia	59063.634	0.00236327	302034.619	0.01208507	33.422	1.34e-06	167.153	6.69e-06
Fiji	32.818	3.715e-05	75.742	8.573e-05	0.0	0.0	0.0	0.0
Papua New Guinea	319.695	3.715e-05	737.829	8.573e-05	0.0	0.0	0.0	0.0
New Zealand	907.399	0.00018573	4356.949	0.00089181	0.218	4e-08	0.444	9e-08
Australia	59063.634	0.00236327	302034.619	0.01208507	33.422	1.34e-06	167.153	6.69e-06
Fiji	32.818	3.715e-05	75.742	8.573e-05	0.0	0.0	0.0	0.0
Papua New Guinea	319.695	3.715e-05	737.829	8.573e-05	0.0	0.0	0.0	0.0
