Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
New Zealand	1.815	3.7e-07	3911087.417	0.80055008	0.011	0.0	23466.524	0.0048033
Fiji	16.409	1.857e-05	707236.779	0.80050978	0.098	1.1e-07	4243.421	0.00480306
Papua New Guinea	159.848	1.857e-05	6889440.094	0.80050978	0.959	1.1e-07	41336.641	0.00480306
New Zealand	1.815	3.7e-07	3911087.417	0.80055008	0.011	0.0	23466.52449922	0.0048033
Fiji	16.409	1.857e-05	707236.779	0.80050978	0.098	1.1e-07	4243.42067101	0.00480306
Papua New Guinea	159.848	1.857e-05	6889440.094	0.80050978	0.959	1.1e-07	41336.64056428	0.00480306
New Zealand	8866191.492	1.81479715	19107617573492.367	3911087.41653717	0.011	0.0	23462.378	0.00480245
New Zealand	8866191.492	1.81479715	19107617573492.367	3911087.41653717	0.008	0.0	23462.386	0.00480245
New Zealand	8866191.492	1.81479715	19107617573492.367	3911087.41653717	0.016	0.0	23462.402	0.00480246
New Zealand	8866191.492	1.81479715	19107617573492.367	3911087.41653717	0.031	1e-08	23462.433	0.00480246
New Zealand	8866191.492	1.81479715	19107617573492.367	3911087.41653717	0.063	1e-08	23462.496	0.00480248
New Zealand	8866191.492	1.81479715	19107617573492.367	3911087.41653717	0.109	2e-08	23462.605	0.0048025
New Zealand	8866191.492	1.81479715	19107617573492.367	3911087.41653717	0.218	4e-08	23462.822	0.00480254
New Zealand	8866191.492	1.81479715	19107617573492.367	3911087.41653717	0.327	7e-08	23463.149	0.00480261
New Zealand	8866191.492	1.81479715	19107617573492.367	3911087.41653717	0.653	1.3e-07	23463.802	0.00480274
New Zealand	8866191.492	1.81479715	19107617573492.367	3911087.41653717	1.089	2.2e-07	23464.891	0.00480297
Fiji	14497244.731	16.40919489	624831670781.104	707236.7785018	0.098	1.1e-07	4242.671	0.00480221
Papua New Guinea	1375699730.49	159.84768982	59292698512433.79	6889440.09404649	0.959	1.1e-07	41329.336	0.00480221
