Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Mississippi	377	3	0	0	0.00012667	1.01e-06	1000	461.538461538	300	0.000336666666667	0.000155384615385	0.000101	57	2	-19.7	100	NA	NA
Northern Mariana Islands	0	0	0	0	N/A	N/A	0	0	0	N/A	N/A	N/A	0	0	100	100	NA	NA
Grand Princess	28	1	0	0	N/A	N/A	333.333333333	153.846153846	100	N/A	N/A	N/A	0	0	100	100	NA	NA
Oklahoma	164	5	0	0	4.145e-05	1.26e-06	1666.66666667	769.230769231	500	0.00042	0.000193846153846	0.000126	58	2	132	100	NA	NA
Wyoming	44	0	0	0	7.602e-05	0.0	220	88	55	0.0003801	0.00015204	9.5025e-05	15	0	400	100	NA	NA
Minnesota	286	1	0	0	5.071e-05	1.8e-07	333.333333333	153.846153846	100	6e-05	2.76923076923e-05	1.8e-05	25	0	-7.4	100	NA	NA
Illinois	1865	19	0	0	0.00014718	1.5e-06	6333.33333333	2923.07692308	1900	0.0005	0.000230769230769	0.00015	328	3	30.2	-25	NA	NA
Diamond Princess	49	0	0	0	N/A	N/A	245	98	61.25	N/A	N/A	N/A	0	0	100	100	NA	NA
Arkansas	280	2	0	0	9.278e-05	6.6e-07	666.666666667	307.692307692	200	0.00022	0.000101538461538	6.6e-05	61	0	125.9	-100	NA	NA
New Mexico	113	1	0	0	5.389e-05	4.8e-07	333.333333333	153.846153846	100	0.00016	7.38461538462e-05	4.8e-05	13	1	-23.5	100	NA	NA
Ohio	704	11	0	0	6.023e-05	9.4e-07	3666.66666667	1692.30769231	1100	0.000313333333333	0.000144615384615	9.4e-05	137	3	10.5	50	NA	NA
Indiana	477	14	0	0	7.085e-05	2.08e-06	4666.66666667	2153.84615385	1400	0.000693333333333	0.00032	0.000208	109	2	11.2	-60	NA	NA
Maryland	425	4	0	0	7.03e-05	6.6e-07	1333.33333333	615.384615385	400	0.00022	0.000101538461538	6.6e-05	76	0	28.8	-100	NA	NA
Louisiana	1795	65	0	0	0.00038612	1.398e-05	21666.6666667	10000	6500	0.00466	0.00215076923077	0.001398	407	19	88.4	72.7	NA	NA
Idaho	91	0	0	0	5.092e-05	0.0	455	182	113.75	0.0002546	0.00010184	6.365e-05	10	0	-23.1	100	NA	NA
Arizona	401	6	0	0	5.509e-05	8.2e-07	2000	923.076923077	600	0.000273333333333	0.000126153846154	8.2e-05	75	1	-17.6	-66.7	NA	NA
Wisconsin	621	7	0	0	0.00010666	1.2e-06	2333.33333333	1076.92307692	700	0.0004	0.000184615384615	0.00012	140	2	150	100	NA	NA
Michigan	2296	43	0	0	0.0002299	4.31e-06	14333.3333333	6615.38461538	4300	0.00143666666667	0.000663076923077	0.000431	503	19	8.4	111.1	NA	NA
Kansas	134	3	0	0	4.6e-05	1.03e-06	1000	461.538461538	300	0.000343333333333	0.000158461538462	0.000103	34	1	112.5	100	NA	NA
Utah	340	1	0	0	0.00010605	3.1e-07	333.333333333	153.846153846	100	0.000103333333333	4.76923076923e-05	3.1e-05	42	0	2.4	100	NA	NA
Virginia	396	9	0	0	4.639e-05	1.05e-06	3000	1384.61538462	900	0.00035	0.000161538461538	0.000105	103	0	164.1	-100	NA	NA
Oregon	266	10	0	0	6.307e-05	2.37e-06	3333.33333333	1538.46153846	1000	0.00079	0.000364615384615	0.000237	56	2	194.7	-33.3	NA	NA
Connecticut	875	19	0	0	0.00024542	5.33e-06	6333.33333333	2923.07692308	1900	0.00177666666667	0.00082	0.000533	257	7	26.6	250	NA	NA
Tennessee	916	3	0	0	0.00013413	4.4e-07	1000	461.538461538	300	0.000146666666667	6.76923076923e-05	4.4e-05	144	1	-8.9	100	NA	NA
California	2998	65	0	0	7.588e-05	1.65e-06	21666.6666667	10000	6500	0.00055	0.000253846153846	0.000165	460	15	7	36.4	66876	0.001693
Texas	1229	15	0	0	4.239e-05	5.2e-07	5000	2307.69230769	1500	0.000173333333333	8e-05	5.2e-05	274	3	39.1	0	NA	NA
West Virginia	39	0	0	0	2.176e-05	0.0	195	78	48.75	0.0001088	4.352e-05	2.72e-05	17	0	183.3	100	NA	NA
South Carolina	424	7	0	0	8.235e-05	1.36e-06	2333.33333333	1076.92307692	700	0.000453333333333	0.000209230769231	0.000136	82	2	86.4	100	NA	NA
New Hampshire	108	1	0	0	7.943e-05	7.4e-07	333.333333333	153.846153846	100	0.000246666666667	0.000113846153846	7.4e-05	7	0	100	100	NA	NA
Massachusetts	1838	15	0	0	0.00026667	2.18e-06	5000	2307.69230769	1500	0.000726666666667	0.000335384615385	0.000218	679	4	77.7	100	NA	NA
Vermont	125	8	0	0	0.00020032	1.282e-05	2666.66666667	1230.76923077	800	0.00427333333333	0.00197230769231	0.001282	30	1	50	-50	NA	NA
Georgia	1247	40	0	0	0.00011745	3.77e-06	13333.3333333	6153.84615385	4000	0.00125666666667	0.00058	0.000377	221	8	-13	14.3	NA	NA
North Dakota	45	0	0	0	5.905e-05	0.0	225	90	56.25	0.00029525	0.0001181	7.38125e-05	9	0	50	100	NA	NA
Hawaii	91	0	0	0	6.427e-05	0.0	455	182	113.75	0.00032135	0.00012854	8.03375e-05	1	-1	-97.1	-200	NA	NA
