Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Canada	16563	339	0	0	4.4694e-4	9.15e-6	113000	52153.8461538	33900	0.00305	0.00140769230769	9.15e-4	330901	0.008767
Jamaica	58	3	8	47	1.976e-5	1.02e-6	1000	461.538461538	300	3.4e-4	1.56923076923e-4	1.02e-4	540	1.82e-4
Honduras	298	22	6	270	3.108e-5	2.29e-6	7333.33333333	3384.61538462	2200	7.63333333333e-4	3.52307692308e-4	2.29e-4	NA	NA
Saint Lucia	14	0	1	13	7.697e-5	0	70	28	17.5	3.8485e-4	1.5394e-4	9.62125e-5	NA	NA
Cuba	350	9	18	323	3.087e-5	7.9e-7	3000	1384.61538462	900	2.63333333333e-4	1.21538461538e-4	7.9e-5	5234	4.62e-4
El Salvador	69	4	5	60	1.075e-5	6.2e-7	1333.33333333	615.384615385	400	2.06666666667e-4	9.53846153846e-5	6.2e-5	NA	NA
The Bahamas	29	5	4	20	7.52e-5	1.297e-5	1666.66666667	769.230769231	500	0.00432333333333	0.00199538461538	0.001297	NA	NA
Panama	1988	54	13	1921	4.7595e-4	1.293e-5	18000	8307.69230769	5400	0.00431	0.00198923076923	0.001293	9749	0.002259
Mexico	2143	94	633	1416	1.698e-5	7.4e-7	31333.3333333	14461.5384615	9400	2.46666666667e-4	1.13846153846e-4	7.4e-5	18034	1.4e-4
United States of America	366665	10783	0	0	0.00112073	3.296e-5	3594333.33333	1658923.07692	1078300	0.0109866666667	0.00507076923077	0.003296	1913049	0.00578
Costa Rica	467	2	18	447	9.341e-5	4e-7	666.666666667	307.692307692	200	1.33333333333e-4	6.15384615385e-5	4e-5	5098	0.001001
Saint Kitts and Nevis	10	0	0	10	1.9069e-4	0	50	20	12.5	9.5345e-4	3.8138e-4	2.383625e-4	149	0.002801
Trinidad and Tobago	105	8	1	96	7.555e-5	5.76e-6	2666.66666667	1230.76923077	800	0.00192	8.86153846154e-4	5.76e-4	833	5.95e-4
Guatemala	70	3	15	52	4.06e-6	1.7e-7	1000	461.538461538	300	5.66666666667e-5	2.61538461538e-5	1.7e-5	1134	6.3e-5
Antigua and Barbuda	15	0	0	15	1.5579e-4	0	75	30	18.75	7.7895e-4	3.1158e-4	1.947375e-4	40	4.08e-4
Paraguay	113	5	12	96	1.624e-5	7.2e-7	1666.66666667	769.230769231	500	2.4e-4	1.10769230769e-4	7.2e-5	1877	2.63e-4
Saint Vincent and the Grenadines	7	0	1	6	6.352e-5	0	35	14	8.75	3.176e-4	1.2704e-4	7.94e-5	NA	NA
Dominican Republic	1828	86	33	1709	1.7201e-4	8.09e-6	28666.6666667	13230.7692308	8600	0.00269666666667	0.00124461538462	8.09e-4	4542	4.19e-4
Nicaragua	6	1	0	5	9.3e-7	1.5e-7	333.333333333	153.846153846	100	5e-5	2.30769230769e-5	1.5e-5	NA	NA
Haiti	24	1	0	23	2.16e-6	9e-8	333.333333333	153.846153846	100	3e-5	1.38461538462e-5	9e-6	247	2.2e-5
Dominica	15	0	1	14	2.0942e-4	0	75	30	18.75	0.0010471	4.1884e-4	2.61775e-4	293	0.00407
