Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Turner	1.677	1.677	0.00021193	0.00021193
Floyd	4.911	4.911	5.014e-05	5.014e-05
Gilmer	-2.215	-2.215	-7.187e-05	-7.187e-05
Jones	0.0	0.0	0.0	0.0
Pike	-0.664	-0.664	-3.563e-05	-3.563e-05
Wayne	0.0	0.0	0.0	0.0
Fulton	66.472	66.472	6.33e-05	6.33e-05
Glynn	1.916	1.916	2.249e-05	2.249e-05
Cherokee	8.204	8.204	3.228e-05	3.228e-05
Gwinnett	31.379	31.379	3.382e-05	3.382e-05
Harris	0.816	0.816	2.367e-05	2.367e-05
Early	6.767	6.767	0.00066038	0.00066038
Webster	-0.008	-0.008	-2.91e-06	-2.91e-06
Berrien	0.0	0.0	0.0	0.0
Catoosa	0.419	0.419	6.22e-06	6.22e-06
Jeff Davis	-0.058	-0.058	-3.88e-06	-3.88e-06
Chattooga	0.0	0.0	0.0	0.0
Pierce	2.395	2.395	0.00012354	0.00012354
Lincoln	0.012	0.012	1.54e-06	1.54e-06
Colquitt	5.537	5.537	0.00012145	0.00012145
Habersham	-1.539	-1.539	-3.39e-05	-3.39e-05
Meriwether	0.874	0.874	4.15e-05	4.15e-05
Camden	0.758	0.758	1.412e-05	1.412e-05
Quitman	0.0	0.0	0.0	0.0
Mitchell	2.821	2.821	0.0001271	0.0001271
Wilkes	0.283	0.283	2.87e-05	2.87e-05
Lee	8.803	8.803	0.00029576	0.00029576
Washington	0.479	0.479	2.35e-05	2.35e-05
Richmond	1.276	1.276	6.33e-06	6.33e-06
Laurens	0.046	0.046	9.7e-07	9.7e-07
Wilcox	0.0	0.0	0.0	0.0
Brantley	0.923	0.923	4.885e-05	4.885e-05
Sumter	8.504	8.504	0.000286	0.000286
Baldwin	1.617	1.617	3.607e-05	3.607e-05
Macon	0.35	0.35	2.661e-05	2.661e-05
Effingham	0.958	0.958	1.541e-05	1.541e-05
Clayton	21.079	21.079	7.278e-05	7.278e-05
Fayette	3.439	3.439	3.031e-05	3.031e-05
Jefferson	-0.466	-0.466	-3.022e-05	-3.022e-05
Newton	4.731	4.731	4.319e-05	4.319e-05
Pulaski	0.583	0.583	5.266e-05	5.266e-05
