Name	Confirmed	Deaths	Recovered	Active
Union	0	0	0	0
Paulding	4	0	0	0
Montgomery	0	0	0	0
Walker	0	0	0	0
Wayne	0	0	0	0
Terrell	2	0	0	0
Pickens	2	0	0	0
Wilkinson	0	0	0	0
Ben Hill	0	0	0	0
Worth	2	0	0	0
Appling	0	0	0	0
McDuffie	0	0	0	0
Dodge	0	0	0	0
Meriwether	0	0	0	0
Columbia	3	0	0	0
Bibb	1	0	0	0
Brooks	0	0	0	0
Elbert	0	0	0	0
Harris	0	0	0	0
Coweta	8	0	0	0
Dougherty	52	6	0	0
Crisp	0	0	0	0
Hancock	0	0	0	0
Toombs	0	0	0	0
Gordon	4	0	0	0
Henry	7	0	0	0
Webster	0	0	0	0
Wilkes	0	0	0	0
Thomas	0	0	0	0
Ware	0	0	0	0
Stephens	0	0	0	0
Newton	4	0	0	0
Bacon	0	0	0	0
Decatur	0	0	0	0
Heard	1	0	0	0
Camden	0	0	0	0
Jasper	0	0	0	0
Effingham	2	0	0	0
Lowndes	8	0	0	0
Polk	4	0	0	0
Warren	0	0	0	0
Jackson	0	0	0	0
McIntosh	0	0	0	0
Washington	0	0	0	0
Screven	0	0	0	0
Liberty	0	0	0	0
Jefferson	0	0	0	0
Murray	0	0	0	0
Seminole	0	0	0	0
Jenkins	0	0	0	0
White	0	0	0	0
Burke	0	0	0	0
Putnam	0	0	0	0
Lamar	3	0	0	0
Glynn	3	0	0	0
Lee	16	0	0	0
Catoosa	0	0	0	0
Butts	1	0	0	0
Oconee	1	0	0	0
Jeff Davis	0	0	0	0
Cook	0	0	0	0
Marion	0	0	0	0
Chatham	4	0	0	0
Colquitt	0	0	0	0
Barrow	1	0	0	0
Upson	0	0	0	0
Schley	0	0	0	0
Johnson	0	0	0	0
Candler	0	0	0	0
Baker	0	0	0	0
Oglethorpe	0	0	0	0
Irwin	0	0	0	0
Greene	0	0	0	0
Bartow	56	1	0	0
Forsyth	4	0	0	0
Clay	0	0	0	0
Fulton	111	2	0	0
Macon	0	0	0	0
Madison	0	0	0	0
Taylor	0	0	0	0
Evans	0	0	0	0
Clinch	1	0	0	0
Charlton	1	0	0	0
Echols	0	0	0	0
Grady	0	0	0	0
Dawson	1	0	0	0
Hart	0	0	0	0
Baldwin	2	0	0	0
Lumpkin	1	0	0	0
Lanier	0	0	0	0
Haralson	0	0	0	0
Rockdale	2	0	0	0
Cherokee	18	0	0	0
Clarke	9	0	0	0
Taliaferro	0	0	0	0
Richmond	10	0	0	0
Cobb	67	2	0	0
Telfair	0	0	0	0
Glascock	0	0	0	0
Treutlen	0	0	0	0
Peach	3	0	0	0
Walton	0	0	0	0
Muscogee	2	0	0	0
Wheeler	0	0	0	0
Fayette	9	1	0	0
Early	2	1	0	0
Floyd	9	1	0	0
Chattahoochee	0	0	0	0
Towns	0	0	0	0
Bryan	0	0	0	0
Lincoln	1	0	0	0
Dade	0	0	0	0
Franklin	0	0	0	0
Dooly	0	0	0	0
Chattooga	1	0	0	0
Carroll	16	0	0	0
Long	0	0	0	0
Talbot	0	0	0	0
Unassigned	36	10	0	0
Tift	2	0	0	0
De Kalb	53	0	0	0
Pike	0	0	0	0
Sumter	2	0	0	0
Calhoun	0	0	0	0
Douglas	4	0	0	0
Pulaski	0	0	0	0
Atkinson	0	0	0	0
Wilcox	0	0	0	0
Troup	4	0	0	0
Crawford	0	0	0	0
Gilmer	0	0	0	0
Bleckley	0	0	0	0
Gwinnett	27	1	0	0
Clayton	13	0	0	0
Brantley	0	0	0	0
Quitman	0	0	0	0
Hall	9	0	0	0
Jones	0	0	0	0
Pierce	0	0	0	0
Laurens	2	0	0	0
Berrien	0	0	0	0
Coffee	0	0	0	0
Emanuel	0	0	0	0
Morgan	0	0	0	0
Banks	0	0	0	0
Mitchell	0	0	0	0
Stewart	0	0	0	0
Houston	1	0	0	0
Whitfield	2	0	0	0
Spalding	2	0	0	0
Miller	1	0	0	0
Habersham	0	0	0	0
Rabun	0	0	0	0
Bulloch	0	0	0	0
Fannin	0	0	0	0
Tattnall	0	0	0	0
Turner	1	0	0	0
Twiggs	1	0	0	0
Randolph	1	0	0	0
Monroe	1	0	0	0
