Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Turner	0.0	0.0	0.0	0.0
Floyd	1.667	1.667	1.702e-05	1.702e-05
Gilmer	0.0	0.0	0.0	0.0
Jones	0.0	0.0	0.0	0.0
Pike	2.564	2.564	0.0001376	0.0001376
Wayne	6.893	6.893	0.00023125	0.00023125
Fulton	46.333	46.333	4.412e-05	4.412e-05
Glynn	1.667	1.667	1.956e-05	1.956e-05
Cherokee	9.333	9.333	3.672e-05	3.672e-05
Gwinnett	38.0	38.0	4.096e-05	4.096e-05
Harris	1.235	1.235	3.582e-05	3.582e-05
Early	7.0	7.0	0.00068313	0.00068313
Webster	2.817	2.817	0.0010789	0.0010789
Berrien	0.0	0.0	0.0	0.0
Catoosa	0.0	0.0	0.0	0.0
Jeff Davis	0.0	0.0	0.0	0.0
Chattooga	0.0	0.0	0.0	0.0
Pierce	1.333	1.333	6.875e-05	6.875e-05
Lincoln	0.0	0.0	0.0	0.0
Colquitt	7.408	7.408	0.00016248	0.00016248
Habersham	0.0	0.0	0.0	0.0
Meriwether	1.235	1.235	5.862e-05	5.862e-05
Camden	0.0	0.0	0.0	0.0
Quitman	0.0	0.0	0.0	0.0
Mitchell	3.293	3.293	0.00014839	0.00014839
Wilkes	0.0	0.0	0.0	0.0
Lee	10.667	10.667	0.00035839	0.00035839
Washington	0.333	0.333	1.633e-05	1.633e-05
Richmond	0.667	0.667	3.31e-06	3.31e-06
Laurens	0.0	0.0	0.0	0.0
Wilcox	0.0	0.0	0.0	0.0
Brantley	0.0	0.0	0.0	0.0
Sumter	7.0	7.0	0.00023543	0.00023543
Baldwin	1.667	1.667	3.719e-05	3.719e-05
Macon	0.0	0.0	0.0	0.0
Effingham	1.667	1.667	2.68e-05	2.68e-05
Clayton	16.333	16.333	5.64e-05	5.64e-05
Fayette	5.0	5.0	4.407e-05	4.407e-05
Jefferson	0.0	0.0	0.0	0.0
Newton	6.0	6.0	5.477e-05	5.477e-05
Pulaski	0.823	0.823	7.435e-05	7.435e-05
Twiggs	0.0	0.0	0.0	0.0
Clinch	0.0	0.0	0.0	0.0
Decatur	3.337	3.337	0.00012557	0.00012557
Barrow	1.667	1.667	2.063e-05	2.063e-05
McIntosh	0.0	0.0	0.0	0.0
Bibb	2.667	2.667	1.742e-05	1.742e-05
Muscogee	3.0	3.0	1.545e-05	1.545e-05
Rockdale	5.667	5.667	6.255e-05	6.255e-05
Lumpkin	0.0	0.0	0.0	0.0
Baker	0.0	0.0	0.0	0.0
Talbot	4.225	4.225	0.00067363	0.00067363
Monroe	1.0	1.0	3.634e-05	3.634e-05
Brooks	0.299	0.299	1.927e-05	1.927e-05
Douglas	8.0	8.0	5.505e-05	5.505e-05
Stewart	0.0	0.0	0.0	0.0
Irwin	0.0	0.0	0.0	0.0
Lamar	0.667	0.667	3.511e-05	3.511e-05
Marion	2.531	2.531	0.00030308	0.00030308
Wheeler	0.0	0.0	0.0	0.0
Oconee	1.333	1.333	3.394e-05	3.394e-05
Emanuel	0.0	0.0	0.0	0.0
Houston	3.667	3.667	2.359e-05	2.359e-05
