Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date
Pontotoc	1.0	0.0	0.0	0.0	3.141e-05	0.0	5.0	2.0	1.25	0.00015705	6.282e-05	3.92625e-05	2020-03-22
Pontotoc	1	0	0	0	3.141e-5	0	5	2	1.25	1.5705e-4	6.282e-5	3.92625e-5	0	0	2020-03-23
Pontotoc	2	0	0	0	6.283e-5	0	10	4	2.5	3.1415e-4	1.2566e-4	7.85375e-5	1	0	0	0	2020-03-24
Pontotoc	2	0	0	0	6.283e-5	0	10	4	2.5	3.1415e-4	1.2566e-4	7.85375e-5	0	0	0	0	2020-03-25
Pontotoc	3	0	0	0	9.424e-5	0	15	6	3.75	4.712e-4	1.8848e-4	1.178e-4	1	0	100	0	2020-03-26
Pontotoc	4	0	0	0	1.2566e-4	0	20	8	5	6.283e-4	2.5132e-4	1.57075e-4	1	0	0	0	2020-03-27
Pontotoc	4	0	0	0	1.2566e-4	0	20	8	5	6.283e-4	2.5132e-4	1.57075e-4	0	0	0	0	2020-03-28
Pontotoc	3	0	0	0	9.424e-5	0	15	6	3.75	4.712e-4	1.8848e-4	1.178e-4	-1	0	0	0	2020-03-29
Pontotoc	3	0	0	0	9.424e-05	0.0	15	6	3.75	0.0004712	0.00018848	0.0001178	0	0	0	0	2020-03-30
Pontotoc	5	0	0	0	1.5707e-4	0	25	10	6.25	7.8535e-4	3.1414e-4	1.963375e-4	2	0	100	0	2020-03-31
Pontotoc	6	0	0	0	1.8848e-4	0	30	12	7.5	9.424e-4	3.7696e-4	2.356e-4	1	0	-50	0	2020-04-01
Pontotoc	10	0	0	0	3.1414e-4	0	50	20	12.5	0.0015707	6.2828e-4	3.92675e-4	4	0	300	0	2020-04-02
Pontotoc	11	1	0	0	3.4555e-4	3.141e-5	333.333333333	153.846153846	100	0.01047	0.00483230769231	0.003141	1	1	-75	0	2020-04-03
Pontotoc	12	1	0	0	3.7697e-4	3.141e-5	333.333333333	153.846153846	100	0.01047	0.00483230769231	0.003141	1	0	0	0	2020-04-04
Pontotoc	12	1	0	0	3.7697e-4	3.141e-5	333.333333333	153.846153846	100	0.01047	0.00483230769231	0.003141	0	0	-100	0	2020-04-05
