Date	Predicted Daily Cases	Predicted Total Cases	Predicted Daily Deaths	Predicted Total Deaths
2020-04-15	3.0	6.0	14.729	17.729
2020-04-16	3.704	9.704	9.284	27.013
2020-04-17	4.575	14.279	6.133	33.146
2020-04-18	5.646	19.925	4.392	37.538
2020-04-19	6.944	26.869	3.389	40.927
2020-04-20	8.383	35.252	2.706	43.633
2020-04-21	9.931	45.183	2.151	45.784
2020-04-22	11.729	56.912	1.68	47.464
2020-04-23	13.847	70.759	1.275	48.739
2020-04-24	16.371	87.13	0.939	49.678
2020-04-25	19.329	106.459	0.0	49.678
2020-04-26	22.78	129.239	0.0	49.678
2020-04-27	26.689	155.928	0.0	49.678
2020-04-28	31.018	186.946	0.0	49.678
2020-04-29	35.727	222.673	0.0	49.678
2020-04-30	40.892	263.565	0.0	49.678
2020-05-01	46.379	309.944	0.0	49.678
2020-05-02	52.033	361.977	0.0	49.678
2020-05-03	57.742	419.719	0.0	49.678
2020-05-04	63.428	483.147	0.0	49.678
2020-05-05	69.162	552.309	0.0	49.678
2020-05-06	75.129	627.438	0.0	49.678
2020-05-07	81.707	709.145	0.0	49.678
2020-05-08	88.269	797.414	0.0	49.678
2020-05-09	94.618	892.032	0.0	49.678
2020-05-10	100.009	992.041	0.0	49.678
2020-05-11	104.195	1096.236	0.0	49.678
2020-05-12	106.608	1202.844	0.0	49.678
2020-05-13	107.974	1310.818	0.0	49.678
2020-05-14	108.361	1419.179	0.0	49.678
2020-05-15	108.157	1527.336	0.0	49.678
2020-05-16	107.163	1634.499	0.0	49.678
2020-05-17	105.769	1740.268	0.0	49.678
2020-05-18	104.174	1844.442	0.0	49.678
2020-05-19	102.167	1946.609	0.0	49.678
2020-05-20	99.754	2046.363	0.0	49.678
2020-05-21	97.154	2143.517	0.0	49.678
2020-05-22	94.56	2238.077	0.0	49.678
2020-05-23	91.982	2330.059	0.0	49.678
2020-05-24	89.608	2419.667	0.0	49.678
2020-05-25	87.434	2507.101	0.0	49.678
2020-05-26	85.22	2592.321	0.0	49.678
2020-05-27	82.803	2675.124	0.0	49.678
2020-05-28	80.176	2755.3	0.0	49.678
2020-05-29	77.348	2832.648	0.0	49.678
2020-05-30	74.325	2906.973	0.0	49.678
2020-05-31	71.302	2978.275	0.0	49.678
2020-06-01	68.278	3046.553	0.0	49.678
2020-06-02	65.285	3111.838	0.0	49.678
2020-06-03	62.354	3174.192	0.0	49.678
2020-06-04	59.511	3233.703	0.0	49.678
2020-06-05	56.705	3290.408	0.0	49.678
2020-06-06	53.968	3344.376	0.0	49.678
2020-06-07	51.302	3395.678	0.0	49.678
2020-06-08	48.733	3444.411	0.0	49.678
2020-06-09	46.234	3490.645	0.0	49.678
2020-06-10	43.852	3534.497	0.0	49.678
2020-06-11	41.582	3576.079	0.0	49.678
2020-06-12	39.417	3615.496	0.0	49.678
2020-06-13	37.331	3652.827	0.0	49.678
2020-06-14	35.319	3688.146	0.0	49.678
2020-06-15	33.369	3721.515	0.0	49.678
2020-06-16	31.455	3752.97	0.0	49.678
2020-06-17	29.558	3782.528	0.0	49.678
2020-06-18	27.66	3810.188	0.0	49.678
2020-06-19	25.761	3835.949	0.0	49.678
2020-06-20	23.895	3859.844	0.0	49.678
2020-06-21	22.164	3882.008	0.0	49.678
2020-06-22	20.639	3902.647	0.0	49.678
2020-06-23	19.313	3921.96	0.0	49.678
2020-06-24	18.174	3940.134	0.0	49.678
2020-06-25	17.186	3957.32	0.0	49.678
2020-06-26	16.268	3973.588	0.0	49.678
2020-06-27	15.358	3988.946	0.0	49.678
2020-06-28	14.449	4003.395	0.0	49.678
2020-06-29	13.538	4016.933	0.0	49.678
2020-06-30	12.628	4029.561	0.0	49.678
2020-07-01	11.733	4041.294	0.0	49.678
2020-07-02	10.917	4052.211	0.0	49.678
2020-07-03	10.183	4062.394	0.0	49.678
2020-07-04	9.523	4071.917	0.0	49.678
2020-07-05	8.934	4080.851	0.0	49.678
2020-07-06	8.4	4089.251	0.0	49.678
2020-07-07	7.871	4097.122	0.0	49.678
2020-07-08	7.341	4104.463	0.0	49.678
2020-07-09	6.811	4111.274	0.0	49.678
2020-07-10	6.281	4117.555	0.0	49.678
2020-07-11	5.75	4123.305	0.0	49.678
2020-07-12	5.219	4128.524	0.0	49.678
2020-07-13	4.7	4133.224	0.0	49.678
2020-07-14	4.218	4137.442	0.0	49.678
2020-07-15	3.777	4141.219	0.0	49.678
2020-07-16	3.375	4144.594	0.0	49.678
2020-07-17	3.005	4147.599	0.0	49.678
2020-07-18	2.657	4150.256	0.0	49.678
2020-07-19	2.314	4152.57	0.0	49.678
2020-07-20	1.969	4154.539	0.0	49.678
2020-07-21	1.621	4156.16	0.0	49.678
2020-07-22	1.266	4157.426	0.0	49.678
2020-07-23	0.899	4158.325	0.0	49.678
2020-07-24	0.578	4158.903	0.0	49.678
2020-07-25	0.357	4159.26	0.0	49.678
2020-07-26	0.225	4159.485	0.0	49.678
2020-07-27	0.149	4159.634	0.0	49.678
2020-07-28	0.106	4159.74	0.0	49.678
