Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Saint Martin	10	3	0	0	0.00018649	5.595e-05	1000	461.538461538	300	0.01865	0.00860769230769	0.005595	8	3	700	100
Orleans	1170	57	0	0	0.00299228	0.00014578	19000	8769.23076923	5700	0.0485933333333	0.0224276923077	0.014578	173	11	1.8	22.2
Red River	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	100	100
Jackson	3	0	0	0	0.00018866	0.0	15	6	3.75	0.0009433	0.00037732	0.000235825	2	0	100	100
Richland	2	0	0	0	9.905e-05	0.0	10	4	2.5	0.00049525	0.0001981	0.0001238125	1	0	100	100
Saint Helena	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	100	100
Grant	1	0	0	0	4.448e-05	0.0	5	2	1.25	0.0002224	8.896e-05	5.56e-05	0	0	100	100
Caldwell	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	100	100
Plaquemines	16	2	0	0	0.00068347	8.543e-05	666.666666667	307.692307692	200	0.0284766666667	0.0131430769231	0.008543	3	2	-25	100
Tangipahoa	7	0	0	0	5.233e-05	0.0	35	14	8.75	0.00026165	0.00010466	6.54125e-05	0	0	-100	100
Winn	1	0	0	0	7.075e-05	0.0	5	2	1.25	0.00035375	0.0001415	8.84375e-05	0	0	100	100
Assumption	8	0	0	0	0.00035874	0.0	40	16	10	0.0017937	0.00071748	0.000448425	3	0	0	100
Evangeline	4	0	0	0	0.00011961	0.0	20	8	5	0.00059805	0.00023922	0.0001495125	2	0	100	100
Jefferson Davis	1	0	0	0	3.166e-05	0.0	5	2	1.25	0.0001583	6.332e-05	3.9575e-05	0	0	100	100
Union	4	0	0	0	0.00017913	0.0	20	8	5	0.00089565	0.00035826	0.0002239125	2	0	100	100
Saint Landry	10	0	0	0	0.00012083	0.0	50	20	12.5	0.00060415	0.00024166	0.0001510375	5	0	400	100
Desoto	13	1	0	0	0.00047383	3.645e-05	333.333333333	153.846153846	100	0.01215	0.00560769230769	0.003645	2	0	-33.3	-100
Concordia	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	100	100
La Salle	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	100	100
West Carroll	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	100	100
Sabine	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0	100	100
Morehouse	2	0	0	0	7.875e-05	0.0	10	4	2.5	0.00039375	0.0001575	9.84375e-05	-1	0	-150	100
