Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Vermilion	0.542	0.542	9.06e-06	9.06e-06
Saint Mary	4.355	4.355	8.75e-05	8.75e-05
Richland	1.317	1.317	6.525e-05	6.525e-05
Saint Tammany	47.908	47.908	0.00018561	0.00018561
East Carroll	0.922	0.922	0.00013107	0.00013107
Cameron	0.0	0.0	0.0	0.0
Pointe Coupee	2.154	2.154	9.818e-05	9.818e-05
West Carroll	0.0	0.0	0.0	0.0
Webster	4.132	4.132	0.0001065	0.0001065
Jefferson Davis	2.211	2.211	7.001e-05	7.001e-05
Lincoln	1.258	1.258	2.665e-05	2.665e-05
La Salle	7.378	7.378	0.00049463	0.00049463
Terrebonne	16.169	16.169	0.00014564	0.00014564
West Baton Rouge	4.671	4.671	0.00017675	0.00017675
Caldwell	0.0	0.0	0.0	0.0
Washington	7.785	7.785	0.00016712	0.00016712
Saint John the Baptist	5.471	5.471	0.0001267	0.0001267
East Feliciana	3.424	3.424	0.00017739	0.00017739
Desoto	6.707	6.707	0.00024446	0.00024446
Lafourche	28.265	28.265	0.00028809	0.00028809
Jefferson	264.989	264.989	0.0006105	0.0006105
Red River	2.695	2.695	0.0003179	0.0003179
Ouachita	25.75	25.75	0.0001667	0.0001667
Saint Bernard	13.682	13.682	0.00029285	0.00029285
Morehouse	2.551	2.551	0.00010046	0.00010046
Iberia	3.905	3.905	5.505e-05	5.505e-05
Plaquemines	6.525	6.525	0.00027873	0.00027873
Bossier	9.342	9.342	7.345e-05	7.345e-05
Livingston	9.282	9.282	6.651e-05	6.651e-05
Saint Charles	16.23	16.23	0.00030692	0.00030692
Caddo	62.939	62.939	0.00025909	0.00025909
Madison	0.996	0.996	8.923e-05	8.923e-05
Natchitoches	2.994	2.994	7.745e-05	7.745e-05
Catahoula	1.258	1.258	0.00013089	0.00013089
Bienville	1.377	1.377	0.0001035	0.0001035
Avoyelles	1.482	1.482	3.664e-05	3.664e-05
Iberville	13.953	13.953	0.00042643	0.00042643
Saint James	9.701	9.701	0.00046115	0.00046115
Unassigned	2.395	2.395	N/A	N/A
Evangeline	0.894	0.894	2.674e-05	2.674e-05
Claiborne	2.815	2.815	0.00017653	0.00017653
Allen	5.33	5.33	0.00020815	0.00020815
Franklin	0.0	0.0	0.0	0.0
Saint Helena	0.0	0.0	0.0	0.0
Lafayette	0.763	0.763	3.14e-06	3.14e-06
Rapides	8.144	8.144	6.238e-05	6.238e-05
Union	3.005	3.005	0.00013457	0.00013457
Orleans	255.836	255.836	0.0006543	0.0006543
Saint Landry	2.455	2.455	2.967e-05	2.967e-05
Concordia	0.0	0.0	0.0	0.0
Ascension	22.936	22.936	0.00018397	0.00018397
West Feliciana	0.0	0.0	0.0	0.0
Sabine	0.0	0.0	0.0	0.0
Assumption	8.504	8.504	0.00038133	0.00038133
Vernon	0.035	0.035	7.2e-07	7.2e-07
Winn	0.283	0.283	2.006e-05	2.006e-05
Calcasieu	12.118	12.118	5.966e-05	5.966e-05
Beauregard	1.856	1.856	4.983e-05	4.983e-05
Tangipahoa	29.643	29.643	0.00022158	0.00022158
Saint Martin	7.452	7.452	0.00013897	0.00013897
Grant	0.719	0.719	3.196e-05	3.196e-05
East Baton Rouge	85.455	85.455	0.0001938	0.0001938
Acadia	0.342	0.342	5.5e-06	5.5e-06
Jackson	0.113	0.113	7.13e-06	7.13e-06
