Acadia,62190
Allen,25605
Ascension,124672
Assumption,22300
Avoyelles,40462
Beauregard,37253
Bienville,13308
Bossier,127185
Caddo,242922
Calcasieu,203112
Caldwell,9960
Cameron,6968
Catahoula,9608
Claiborne,15944
Concordia,19572
Desoto,27436
East Baton Rouge,440956
East Carroll,7037
East Feliciana,19305
Evangeline,33443
Franklin,20156
Grant,22482
Iberia,70941
Iberville,32721
Jackson,15902
Jefferson,434051
Jefferson Davis,31582
Lafayette,242782
Lafourche,98115
La Salle,14917
Lincoln,47196
Livingston,139567
Madison,11161
Morehouse,25398
Natchitoches,38659
Orleans,391006
Ouachita,154475
Plaquemines,23410
Pointe Coupee,21940
Rapides,130562
Red River,8477
Richland,20192
Sabine,24032
Saint Bernard,46721
Saint Charles,52879
Saint Helena,10262
Saint James,21037
Saint John the Baptist,43184
Saint Landry,82764
Saint Martin,53621
Saint Mary,49774
Saint Tammany,258111
Tangipahoa,133777
Tensas,4462
Terrebonne,111021
Union,22330
Vermilion,59830
Vernon,48860
Washington,46582
Webster,38798
West Baton Rouge,26427
West Carroll,10982
West Feliciana,15460
Winn,14134
