Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
Saint Martin	1519.0	42.0	0.0	1477.0	0.02832845	0.00078328	14000.0	6461.53846154	4200.0	0.261093333333	0.120504615385	0.078328
Orleans	10426.0	560.0	0.0	9866.0	0.02666455	0.0014322	186666.666667	86153.8461538	56000.0	0.4774	0.220338461538	0.14322
Red River	189.0	11.0	0.0	178.0	0.02229562	0.00129763	3666.66666667	1692.30769231	1100.0	0.432543333333	0.199635384615	0.129763
Jackson	359.0	18.0	0.0	341.0	0.02257578	0.00113193	6000.0	2769.23076923	1800.0	0.37731	0.174143076923	0.113193
Richland	544.0	6.0	0.0	538.0	0.02694136	0.00029715	2000.0	923.076923077	600.0	0.09905	0.0457153846154	0.029715
Saint Helena	246.0	1.0	0.0	245.0	0.02397194	9.745e-05	333.333333333	153.846153846	100.0	0.0324833333333	0.0149923076923	0.009745
Grant	282.0	9.0	0.0	273.0	0.01254337	0.00040032	3000.0	1384.61538462	900.0	0.13344	0.0615876923077	0.040032
Caldwell	200.0	2.0	0.0	198.0	0.02008032	0.0002008	666.666666667	307.692307692	200.0	0.0669333333333	0.0308923076923	0.02008
Plaquemines	425.0	19.0	0.0	406.0	0.01815463	0.00081162	6333.33333333	2923.07692308	1900.0	0.27054	0.124864615385	0.081162
Tangipahoa	3159.0	63.0	0.0	3096.0	0.02361392	0.00047093	21000.0	9692.30769231	6300.0	0.156976666667	0.0724507692308	0.047093
Winn	398.0	7.0	0.0	391.0	0.02815905	0.00049526	2333.33333333	1076.92307692	700.0	0.165086666667	0.0761938461538	0.049526
Assumption	555.0	20.0	0.0	535.0	0.02488789	0.00089686	6666.66666667	3076.92307692	2000.0	0.298953333333	0.137978461538	0.089686
Evangeline	732.0	2.0	0.0	730.0	0.02188799	5.98e-05	666.666666667	307.692307692	200.0	0.0199333333333	0.0092	0.00598
Jefferson Davis	963.0	24.0	0.0	939.0	0.03049205	0.00075993	8000.0	3692.30769231	2400.0	0.25331	0.116912307692	0.075993
Union	623.0	33.0	0.0	590.0	0.02789969	0.00147783	11000.0	5076.92307692	3300.0	0.49261	0.227358461538	0.147783
Saint Landry	2226.0	75.0	0.0	2151.0	0.02689575	0.00090619	25000.0	11538.4615385	7500.0	0.302063333333	0.139413846154	0.090619
Desoto	662.0	24.0	0.0	638.0	0.02412888	0.00087476	8000.0	3692.30769231	2400.0	0.291586666667	0.134578461538	0.087476
Concordia	287.0	8.0	0.0	279.0	0.01466381	0.00040875	2666.66666667	1230.76923077	800.0	0.13625	0.0628846153846	0.040875
La Salle	242.0	2.0	0.0	240.0	0.0162231	0.00013408	666.666666667	307.692307692	200.0	0.0446933333333	0.0206276923077	0.013408
West Carroll	259.0	5.0	0.0	254.0	0.02358405	0.00045529	1666.66666667	769.230769231	500.0	0.151763333333	0.0700446153846	0.045529
Sabine	535.0	10.0	0.0	525.0	0.02226198	0.00041611	3333.33333333	1538.46153846	1000.0	0.138703333333	0.0640169230769	0.041611
Morehouse	443.0	11.0	0.0	432.0	0.01744232	0.0004331	3666.66666667	1692.30769231	1100.0	0.144366666667	0.0666307692308	0.04331
Pointe Coupee	739.0	32.0	0.0	707.0	0.03368277	0.00145852	10666.6666667	4923.07692308	3200.0	0.486173333333	0.224387692308	0.145852
East Feliciana	522.0	35.0	0.0	487.0	0.02703963	0.001813	11666.6666667	5384.61538462	3500.0	0.604333333333	0.278923076923	0.1813
Tensas	65.0	0.0	0.0	65.0	0.01456746	0.0	325.0	130.0	81.25	0.0728373	0.02913492	0.018209325
West Feliciana	326.0	16.0	0.0	310.0	0.02108668	0.00103493	5333.33333333	2461.53846154	1600.0	0.344976666667	0.15922	0.103493
Saint Tammany	4808.0	203.0	0.0	4605.0	0.01862764	0.00078648	67666.6666667	31230.7692308	20300.0	0.26216	0.120996923077	0.078648
Vernon	704.0	22.0	0.0	682.0	0.01440851	0.00045027	7333.33333333	3384.61538462	2200.0	0.15009	0.0692723076923	0.045027
Acadia	2403.0	77.0	0.0	2326.0	0.03863965	0.00123814	25666.6666667	11846.1538462	7700.0	0.412713333333	0.190483076923	0.123814
Out of LA	0.0	0.0	0.0	0.0	N/A	N/A	0.0	0.0	0.0	N/A	N/A	N/A
Beauregard	789.0	17.0	0.0	772.0	0.0211795	0.00045634	5666.66666667	2615.38461538	1700.0	0.152113333333	0.0702061538462	0.045634
