Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Canada	23316	654	0	0	6.2916e-4	1.765e-5	218000	100615.384615	65400	0.00588333333333	0.00271538461538	0.001765	401552	0.010639
Jamaica	65	4	13	48	2.215e-5	1.36e-6	1333.33333333	615.384615385	400	4.53333333333e-4	2.09230769231e-4	1.36e-4	907	3.06e-4
Honduras	392	24	7	361	4.089e-5	2.5e-6	8000	3692.30769231	2400	8.33333333333e-4	3.84615384615e-4	2.5e-4	1600	1.62e-4
Saint Lucia	15	0	1	14	8.247e-5	0	75	30	18.75	4.1235e-4	1.6494e-4	1.030875e-4	NA	NA
Cuba	620	16	77	527	5.468e-5	1.41e-6	5333.33333333	2461.53846154	1600	4.7e-4	2.16923076923e-4	1.41e-4	13162	0.001162
El Salvador	118	6	19	93	1.838e-5	9.3e-7	2000	923.076923077	600	3.1e-4	1.43076923077e-4	9.3e-5	NA	NA
The Bahamas	46	8	5	33	1.1928e-4	2.074e-5	2666.66666667	1230.76923077	800	0.00691333333333	0.00319076923077	0.002074	NA	NA
Panama	2974	74	17	2883	7.1202e-4	1.772e-5	24666.6666667	11384.6153846	7400	0.00590666666667	0.00272615384615	0.001772	14588	0.003381
Mexico	3844	233	633	2978	3.046e-5	1.85e-6	77666.6666667	35846.1538462	23300	6.16666666667e-4	2.84615384615e-4	1.85e-4	31492	2.44e-4
United States of America	526391	20462	0	0	0.00160893	6.254e-5	6820666.66667	3148000	2046200	0.0208466666667	0.00962153846154	0.006254	2671008	0.008069
Costa Rica	577	3	49	525	1.1541e-4	6e-7	1000	461.538461538	300	2e-4	9.23076923077e-5	6e-5	6608	0.001297
Saint Kitts and Nevis	12	0	0	12	2.2883e-4	0	60	24	15	0.00114415	4.5766e-4	2.860375e-4	205	0.003853
Trinidad and Tobago	112	8	12	92	8.058e-5	5.76e-6	2666.66666667	1230.76923077	800	0.00192	8.86153846154e-4	5.76e-4	1102	7.87e-4
Guatemala	137	3	19	115	7.94e-6	1.7e-7	1000	461.538461538	300	5.66666666667e-5	2.61538461538e-5	1.7e-5	1134	6.3e-5
Antigua and Barbuda	21	2	0	19	2.181e-4	2.077e-5	666.666666667	307.692307692	200	0.00692333333333	0.00319538461538	0.002077	40	4.08e-4
Paraguay	133	6	18	109	1.912e-5	8.6e-7	2000	923.076923077	600	2.86666666667e-4	1.32307692308e-4	8.6e-5	2262	3.17e-4
Saint Vincent and the Grenadines	12	0	1	11	1.0888e-4	0	60	24	15	5.444e-4	2.1776e-4	1.361e-4	NA	NA
Dominican Republic	2759	135	108	2516	2.5962e-4	1.27e-5	45000	20769.2307692	13500	0.00423333333333	0.00195384615385	0.00127	8469	7.81e-4
Nicaragua	8	1	0	7	1.24e-6	1.5e-7	333.333333333	153.846153846	100	5e-5	2.30769230769e-5	1.5e-5	NA	NA
Haiti	33	2	0	31	2.97e-6	1.8e-7	666.666666667	307.692307692	200	6e-5	2.76923076923e-5	1.8e-5	365	3.2e-5
Dominica	16	0	5	11	2.2339e-4	0	80	32	20	0.00111695	4.4678e-4	2.792375e-4	309	0.004293
