Name	Confirmed	Deaths	Recovered	Active
Santa Clara	263	8	0	0
Lake	0	0	0	0
Imperial	6	0	0	0
Sierra	0	0	0	0
Madera	3	0	0	0
Plumas	0	0	0	0
Tuolumne	0	0	0	0
Shasta	1	0	0	0
San Francisco	108	0	0	0
Orange	95	0	0	0
Tulare	12	0	0	0
Riverside	29	6	0	0
Alameda	71	0	0	0
San Mateo	117	1	0	0
Trinity	0	0	0	0
Solano	13	0	0	0
Sacramento	53	3	0	0
San Diego	155	0	0	0
Colusa	0	0	0	0
Marin	38	0	0	0
Santa Cruz	15	0	0	0
Amador	1	0	0	0
Los Angeles	407	5	0	0
Modoc	0	0	0	0
Lassen	0	0	0	0
Butte	1	0	0	0
Stanislaus	5	0	0	0
Alpine	0	0	0	0
Mendocino	1	0	0	0
Mariposa	0	0	0	0
Siskiyou	2	0	0	0
Placer	12	1	0	0
Mono	1	0	0	0
Contra Costa	61	1	0	0
Napa	1	0	0	0
Glenn	0	0	0	0
Kern	5	0	0	0
Ventura	25	0	0	0
Del Norte	0	0	0	0
Kings	0	0	0	0
Inyo	0	0	0	0
San Bernardino	17	0	0	0
Sutter	0	0	0	0
Monterey	11	1	0	0
Sonoma	22	1	0	0
San Joaquin	31	2	0	0
Humboldt	2	0	0	0
Fresno	6	0	0	0
Merced	0	0	0	0
Yolo	6	0	0	0
Yuba	2	0	0	0
El Dorado	0	0	0	0
San Luis Obispo	27	0	0	0
San Benito	5	1	0	0
Tehama	0	0	0	0
Calaveras	2	0	0	0
Nevada	1	0	0	0
Santa Barbara	13	0	0	0
