Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Shasta	1.856	1.856	1.031e-05	1.031e-05
Yuba	0.699	0.699	8.96e-06	8.96e-06
Alpine	0.874	0.874	0.00079408	0.00079408
San Mateo	2.314	2.314	3.01e-06	3.01e-06
Sutter	0.608	0.608	6.28e-06	6.28e-06
Riverside	106.834	106.834	4.359e-05	4.359e-05
Sacramento	31.02	31.02	2.013e-05	2.013e-05
Butte	0.14	0.14	6e-07	6e-07
Ventura	12.576	12.576	1.478e-05	1.478e-05
Kern	6.605	6.605	7.37e-06	7.37e-06
San Benito	0.719	0.719	1.168e-05	1.168e-05
San Bernardino	42.698	42.698	1.966e-05	1.966e-05
Kings	2.712	2.712	1.792e-05	1.792e-05
Madera	0.0	0.0	0.0	0.0
Fresno	8.025	8.025	8.07e-06	8.07e-06
Glenn	1.797	1.797	6.405e-05	6.405e-05
Tulare	12.875	12.875	2.764e-05	2.764e-05
Santa Barbara	12.875	12.875	2.883e-05	2.883e-05
San Joaquin	8.177	8.177	1.086e-05	1.086e-05
Alameda	34.134	34.134	2.048e-05	2.048e-05
Placer	2.77	2.77	7.05e-06	7.05e-06
Siskiyou	0.18	0.18	4.11e-06	4.11e-06
Solano	5.749	5.749	1.287e-05	1.287e-05
Contra Costa	25.75	25.75	2.239e-05	2.239e-05
Del Norte	0.0	0.0	0.0	0.0
Humboldt	0.153	0.153	1.12e-06	1.12e-06
Calaveras	0.24	0.24	5.25e-06	5.25e-06
Santa Clara	45.872	45.872	2.367e-05	2.367e-05
Lake	0.0	0.0	0.0	0.0
San Francisco	29.942	29.942	3.39e-05	3.39e-05
Unassigned	3.912	3.912	N/A	N/A
Stanislaus	6.348	6.348	1.155e-05	1.155e-05
Amador	0.0	0.0	0.0	0.0
Plumas	2.623	2.623	0.00013948	0.00013948
Los Angeles	499.616	499.616	4.944e-05	4.944e-05
Mono	0.18	0.18	1.261e-05	1.261e-05
Monterey	0.183	0.183	4.2e-07	4.2e-07
Sonoma	4.551	4.551	9.1e-06	9.1e-06
Tuolumne	0.898	0.898	1.647e-05	1.647e-05
Colusa	0.21	0.21	9.72e-06	9.72e-06
Santa Cruz	2.575	2.575	9.39e-06	9.39e-06
San Luis Obispo	1.032	1.032	3.63e-06	3.63e-06
Marin	2.723	2.723	1.049e-05	1.049e-05
El Dorado	1.018	1.018	5.34e-06	5.34e-06
Tehama	0.0	0.0	0.0	0.0
Inyo	0.0	0.0	0.0	0.0
Yolo	3.413	3.413	1.549e-05	1.549e-05
San Diego	64.494	64.494	1.929e-05	1.929e-05
Imperial	3.001	3.001	1.65e-05	1.65e-05
Merced	3.234	3.234	1.177e-05	1.177e-05
Nevada	0.061	0.061	6.1e-07	6.1e-07
Napa	0.958	0.958	6.87e-06	6.87e-06
Mendocino	0.0	0.0	0.0	0.0
Orange	48.874	48.874	1.534e-05	1.534e-05
