Alameda,1666753
Alpine,1101
Amador,39383
Butte,231256
Calaveras,45602
Colusa,21627
Contra Costa,1150215
Del Norte,27828
El Dorado,190678
Fresno,994400
Glenn,28047
Humboldt,136373
Imperial,181827
Inyo,17987
Kern,896764
Kings,151366
Lake,64382
Lassen,30802
Los Angeles,10105518
Madera,157672
Marin,259666
Mariposa,17471
Mendocino,87606
Merced,274765
Modoc,8777
Mono,14250
Monterey,435594
Napa,139417
Nevada,99696
Orange,3185968
Placer,393149
Plumas,18804
Riverside,2450758
Sacramento,1540975
San Benito,61537
San Bernardino,2171603
San Diego,3343364
San Francisco,883305
San Joaquin,752660
San Luis Obispo,284010
San Mateo,769545
Santa Barbara,446527
Santa Clara,1937570
Santa Cruz,274255
Shasta,180040
Sierra,2987
Siskiyou,43724
Solano,446610
Sonoma,499942
Stanislaus,549815
Sutter,96807
Tehama,63916
Trinity,12535
Tulare,465861
Tuolumne,54539
Ventura,850967
Yolo,220408
Yuba,78041
