Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Yolo	10	1	0	0	4.537e-5	4.54e-6	333.333333333	153.846153846	100	0.00151333333333	6.98461538462e-4	4.54e-4	2	0	0	0
Santa Clara	459	17	0	0	2.3689e-4	8.77e-6	5666.66666667	2615.38461538	1700	0.00292333333333	0.00134923076923	8.77e-4	84	1	15.1	0
Lake	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Imperial	9	0	0	0	4.95e-5	0	45	18	11.25	2.475e-4	9.9e-5	6.1875e-5	3	0	100	0
Sierra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Madera	6	0	0	0	3.805e-5	0	30	12	7.5	1.9025e-4	7.61e-5	4.75625e-5	0	0	-100	0
Shasta	3	1	0	0	1.666e-5	5.55e-6	333.333333333	153.846153846	100	0.00185	8.53846153846e-4	5.55e-4	1	1	100	0
Plumas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Tuolumne	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Napa	2	0	0	0	1.435e-5	0	10	4	2.5	7.175e-5	2.87e-5	1.79375e-5	0	0	100	0
Tulare	17	0	0	0	3.649e-5	0	85	34	21.25	1.8245e-4	7.298e-5	4.56125e-5	0	0	-100	0
Orange	187	1	0	0	5.869e-5	3.1e-7	333.333333333	153.846153846	100	1.03333333333e-4	4.76923076923e-5	3.1e-5	35	1	29.6	0
San Francisco	178	1	0	0	2.0152e-4	1.13e-6	333.333333333	153.846153846	100	3.76666666667e-4	1.73846153846e-4	1.13e-4	26	1	23.8	0
Riverside	68	7	0	0	2.775e-5	2.86e-6	2333.33333333	1076.92307692	700	9.53333333333e-4	4.4e-4	2.86e-4	11	1	0	0
Alameda	135	2	0	0	8.1e-5	1.2e-6	666.666666667	307.692307692	200	4e-4	1.84615384615e-4	1.2e-4	0	0	-100	0
Colusa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Trinity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Solano	24	0	0	0	5.374e-5	0	120	48	30	2.687e-4	1.0748e-4	6.7175e-5	3	0	-57.1	0
Sacramento	113	5	0	0	7.333e-5	3.24e-6	1666.66666667	769.230769231	500	0.00108	4.98461538462e-4	3.24e-4	25	1	100	0
San Diego	238	2	0	0	7.119e-5	6e-7	666.666666667	307.692307692	200	2e-4	9.23076923077e-5	6e-5	12	1	-52	0
San Mateo	165	5	0	0	2.1441e-4	6.5e-6	1666.66666667	769.230769231	500	0.00216666666667	0.001	6.5e-4	4	4	-78.9	0
Marin	53	0	0	0	2.0411e-4	0	265	106	66.25	0.00102055	4.0822e-4	2.551375e-4	6	0	-33.3	0
Santa Cruz	24	0	0	0	8.751e-5	0	120	48	30	4.3755e-4	1.7502e-4	1.093875e-4	2	0	100	0
Amador	2	0	0	0	5.078e-5	0	10	4	2.5	2.539e-4	1.0156e-4	6.3475e-5	0	0	-100	0
Los Angeles	812	13	0	0	8.035e-5	1.29e-6	4333.33333333	2000	1300	4.3e-4	1.98461538462e-4	1.29e-4	150	2	19	0
Modoc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Lassen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Butte	4	0	0	0	1.73e-5	0	20	8	5	8.65e-5	3.46e-5	2.1625e-5	2	0	100	0
Stanislaus	12	0	0	0	2.183e-5	0	60	24	15	1.0915e-4	4.366e-5	2.72875e-5	1	0	-66.7	0
Alpine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Mariposa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Siskiyou	3	0	0	0	6.861e-5	0	15	6	3.75	3.4305e-4	1.3722e-4	8.57625e-5	1	0	100	0
Placer	30	1	0	0	7.631e-5	2.54e-6	333.333333333	153.846153846	100	8.46666666667e-4	3.90769230769e-4	2.54e-4	10	0	25	0
Mono	4	0	0	0	2.807e-4	0	20	8	5	0.0014035	5.614e-4	3.50875e-4	3	0	100	0
Contra Costa	108	1	0	0	9.39e-5	8.7e-7	333.333333333	153.846153846	100	2.9e-4	1.33846153846e-4	8.7e-5	22	0	46.7	0
Del Norte	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Sutter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Kern	15	0	0	0	1.673e-5	0	75	30	18.75	8.365e-5	3.346e-5	2.09125e-5	2	0	100	0
Ventura	39	1	0	0	4.583e-5	1.18e-6	333.333333333	153.846153846	100	3.93333333333e-4	1.81538461538e-4	1.18e-4	4	0	-20	0
Sonoma	34	1	0	0	6.801e-5	2e-6	333.333333333	153.846153846	100	6.66666666667e-4	3.07692307692e-4	2e-4	5	0	100	0
Calaveras	2	0	0	0	4.386e-5	0	10	4	2.5	2.193e-4	8.772e-5	5.4825e-5	0	0	100	0
Inyo	1	0	0	0	5.56e-5	0	5	2	1.25	2.78e-4	1.112e-4	6.95e-5	1	0	100	0
San Bernardino	38	1	0	0	1.75e-5	4.6e-7	333.333333333	153.846153846	100	1.53333333333e-4	7.07692307692e-5	4.6e-5	7	1	-50	0
Monterey	24	1	0	0	5.51e-5	2.3e-6	333.333333333	153.846153846	100	7.66666666667e-4	3.53846153846e-4	2.3e-4	4	0	-33.3	0
Nevada	4	0	0	0	4.012e-5	0	20	8	5	2.006e-4	8.024e-5	5.015e-5	1	0	0	0
San Joaquin	68	3	0	0	9.035e-5	3.99e-6	1000	461.538461538	300	0.00133	6.13846153846e-4	3.99e-4	17	1	70	0
Humboldt	5	0	0	0	3.666e-5	0	25	10	6.25	1.833e-4	7.332e-5	4.5825e-5	1	0	-50	0
Glenn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Merced	2	0	0	0	7.28e-6	0	10	4	2.5	3.64e-5	1.456e-5	9.1e-6	1	0	100	0
Fresno	18	0	0	0	1.81e-5	0	90	36	22.5	9.05e-5	3.62e-5	2.2625e-5	5	0	-28.6	0
Yuba	0	0	0	0	0	0	0	0	0	0	0	0	-3	0	100	0
El Dorado	3	0	0	0	1.573e-5	0	15	6	3.75	7.865e-5	3.146e-5	1.96625e-5	1	0	100	0
San Luis Obispo	46	0	0	0	1.6197e-4	0	230	92	57.5	8.0985e-4	3.2394e-4	2.024625e-4	4	0	-73.3	0
San Benito	7	1	0	0	1.1375e-4	1.625e-5	333.333333333	153.846153846	100	0.00541666666667	0.0025	0.001625	1	0	100	0
Tehama	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Kings	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
Mendocino	2	0	0	0	2.283e-5	0	10	4	2.5	1.1415e-4	4.566e-5	2.85375e-5	0	0	-100	0
Santa Barbara	24	0	0	0	5.375e-5	0	120	48	30	2.6875e-4	1.075e-4	6.71875e-5	6	0	100	0
