Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Shasta	1.357	1.357	7.54e-06	7.54e-06
Yuba	0.816	0.816	1.046e-05	1.046e-05
Alpine	1.192	1.192	0.0010825	0.0010825
San Mateo	1.977	1.977	2.57e-06	2.57e-06
Sutter	1.657	1.657	1.712e-05	1.712e-05
Riverside	99.967	99.967	4.079e-05	4.079e-05
Sacramento	31.574	31.574	2.049e-05	2.049e-05
Butte	0.344	0.344	1.49e-06	1.49e-06
Ventura	12.682	12.682	1.49e-05	1.49e-05
Kern	18.584	18.584	2.072e-05	2.072e-05
San Benito	1.258	1.258	2.044e-05	2.044e-05
San Bernardino	47.987	47.987	2.21e-05	2.21e-05
Kings	0.525	0.525	3.47e-06	3.47e-06
Madera	0.028	0.028	1.8e-07	1.8e-07
Fresno	9.222	9.222	9.27e-06	9.27e-06
Glenn	1.562	1.562	5.569e-05	5.569e-05
Tulare	13.833	13.833	2.969e-05	2.969e-05
Santa Barbara	13.893	13.893	3.111e-05	3.111e-05
San Joaquin	8.743	8.743	1.162e-05	1.162e-05
Alameda	37.947	37.947	2.277e-05	2.277e-05
Placer	3.305	3.305	8.41e-06	8.41e-06
Siskiyou	0.2	0.2	4.57e-06	4.57e-06
Solano	6.507	6.507	1.457e-05	1.457e-05
Contra Costa	23.914	23.914	2.079e-05	2.079e-05
Del Norte	1.657	1.657	5.954e-05	5.954e-05
Humboldt	0.0	0.0	0.0	0.0
Calaveras	0.359	0.359	7.88e-06	7.88e-06
Santa Clara	45.572	45.572	2.352e-05	2.352e-05
Lake	0.0	0.0	0.0	0.0
San Francisco	32.917	32.917	3.727e-05	3.727e-05
Unassigned	-20.563	-20.563	N/A	N/A
Stanislaus	6.687	6.687	1.216e-05	1.216e-05
Amador	0.1	0.1	2.53e-06	2.53e-06
Plumas	0.099	0.099	5.26e-06	5.26e-06
Los Angeles	455.641	455.641	4.509e-05	4.509e-05
Mono	0.025	0.025	1.78e-06	1.78e-06
Monterey	2.098	2.098	4.82e-06	4.82e-06
Sonoma	4.891	4.891	9.78e-06	9.78e-06
Tuolumne	-0.153	-0.153	-2.81e-06	-2.81e-06
Colusa	0.158	0.158	7.29e-06	7.29e-06
Santa Cruz	1.337	1.337	4.88e-06	4.88e-06
San Luis Obispo	1.073	1.073	3.78e-06	3.78e-06
Marin	0.388	0.388	1.5e-06	1.5e-06
El Dorado	1.218	1.218	6.39e-06	6.39e-06
Tehama	0.808	0.808	1.265e-05	1.265e-05
Inyo	0.17	0.17	9.46e-06	9.46e-06
Yolo	4.372	4.372	1.983e-05	1.983e-05
San Diego	41.857	41.857	1.252e-05	1.252e-05
Imperial	2.433	2.433	1.338e-05	1.338e-05
Merced	3.593	3.593	1.308e-05	1.308e-05
Nevada	0.0	0.0	0.0	0.0
Napa	1.158	1.158	8.3e-06	8.3e-06
Mendocino	0.0	0.0	0.0	0.0
Orange	52.519	52.519	1.648e-05	1.648e-05
