Date	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
2020-01-25	9.934	2.7e-07	9.934	2.7e-07	0.0	0.0	0.0	0.0
2020-01-26	19.868	5.3e-07	29.802	8e-07	0.0	0.0	0.0	0.0
2020-01-27	39.736	1.07e-06	69.538	1.87e-06	0.0	0.0	0.0	0.0
2020-01-28	79.472	2.14e-06	149.01	4.01e-06	0.0	0.0	0.0	0.0
2020-01-29	138.083	3.71e-06	287.093	7.72e-06	0.0	0.0	0.0	0.0
2020-01-30	276.166	7.43e-06	563.259	1.515e-05	0.0	0.0	0.0	0.0
2020-01-31	414.248	1.114e-05	977.507	2.63e-05	0.0	0.0	0.0	0.0
2020-02-01	828.497	2.229e-05	1806.004	4.858e-05	0.0	0.0	0.0	0.0
2020-02-02	1380.828	3.715e-05	3186.831	8.573e-05	0.0	0.0	0.0	0.0
2020-02-03	2071.242	5.572e-05	5258.073	0.00014145	0.0	0.0	0.0	0.0
2020-02-04	2761.656	7.429e-05	8019.728	0.00021574	0.06	0.0	0.06	0.0
2020-02-05	3452.069	9.287e-05	11471.798	0.00030861	0.119	0.0	0.179	0.0
2020-02-06	4142.483	0.00011144	15614.281	0.00042005	0.238	1e-08	0.417	1e-08
2020-02-07	4832.897	0.00013001	20447.178	0.00055006	0.477	1e-08	0.894	2e-08
2020-02-08	5799.477	0.00015602	26246.655	0.00070608	0.828	2e-08	1.723	5e-08
2020-02-09	6904.139	0.00018573	33150.794	0.00089181	1.657	4e-08	3.38	9e-08
2020-02-10	8284.967	0.00022288	41435.76	0.00111469	2.485	7e-08	5.865	1.6e-07
2020-02-11	9941.96	0.00026746	51377.72	0.00138215	4.971	1.3e-07	10.836	2.9e-07
2020-02-12	12841.698	0.00034546	64219.418	0.00172761	8.285	2.2e-07	19.121	5.1e-07
2020-02-13	18088.844	0.00048662	82308.262	0.00221423	12.427	3.3e-07	31.548	8.5e-07
2020-02-14	26097.645	0.00070207	108405.907	0.0029163	16.57	4.5e-07	48.118	1.29e-06
2020-02-15	32191.698	0.00086601	140597.605	0.00378231	20.712	5.6e-07	68.831	1.85e-06
2020-02-16	40301.76	0.00108419	180899.364	0.0048665	24.855	6.7e-07	93.686	2.52e-06
2020-02-17	49074.619	0.00132019	229973.983	0.00618669	28.997	7.8e-07	122.683	3.3e-06
2020-02-18	59633.348	0.00160424	289607.331	0.00779093	34.797	9.4e-07	157.48	4.24e-06
2020-02-19	71775.427	0.00193088	361382.758	0.00972181	41.425	1.11e-06	198.905	5.35e-06
2020-02-20	87848.262	0.00236327	449231.02	0.01208507	49.71	1.34e-06	248.615	6.69e-06
2020-02-21	108496.24	0.00291873	557727.26	0.01500381	59.652	1.6e-06	308.266	8.29e-06
2020-02-22	133461.606	0.00359034	691188.866	0.01859415	77.05	2.07e-06	385.317	1.037e-05
2020-02-23	160700.735	0.00432312	851889.601	0.02291727	108.533	2.92e-06	493.85	1.329e-05
2020-02-24	192671.5	0.00518319	1044561.101	0.02810046	156.586	4.21e-06	650.435	1.75e-05
2020-02-25	226299.259	0.00608783	1270860.36	0.03418829	193.15	5.2e-06	843.586	2.269e-05
2020-02-26	263112.127	0.00707816	1533972.488	0.04126645	241.811	6.51e-06	1085.396	2.92e-05
2020-02-27	304205.561	0.00818364	1838178.049	0.0494501	294.448	7.92e-06	1379.844	3.712e-05
2020-02-28	350960.389	0.00944143	2189138.438	0.05889152	357.8	9.63e-06	1737.644	4.675e-05
2020-02-29	396205.512	0.0106586	2585343.951	0.06955012	430.653	1.159e-05	2168.297	5.833e-05
2020-03-01	434003.371	0.01167542	3019347.322	0.08122555	527.09	1.418e-05	2695.386	7.251e-05
2020-03-02	468496.448	0.01260335	3487843.77	0.09382889	650.977	1.751e-05	3346.364	9.002e-05
2020-03-03	508650.92	0.01368357	3996494.69	0.10751246	800.77	2.154e-05	4147.133	0.00011156
2020-03-04	560726.537	0.01508449	4557221.227	0.12259695	964.204	2.594e-05	5111.338	0.0001375
2020-03-05	623103.13	0.01676253	5180324.358	0.13935948	1156.029	3.11e-05	6267.367	0.0001686
2020-03-06	687385.265	0.01849183	5867709.623	0.1578513	1357.796	3.653e-05	7625.162	0.00020513
2020-03-07	718030.436	0.01931623	6585740.059	0.17716754	1578.673	4.247e-05	9203.835	0.0002476
2020-03-08	745646.991	0.02005916	7331387.05	0.1972267	1825.233	4.91e-05	11029.068	0.0002967
2020-03-09	759455.269	0.02043063	8090842.319	0.21765733	2105.762	5.665e-05	13134.831	0.00035335
2020-03-10	773263.547	0.0208021	8864105.865	0.23845943	2377.233	6.395e-05	15512.064	0.0004173
2020-03-11	773263.547	0.0208021	9637369.412	0.25926152	2604.02	7.005e-05	18116.084	0.00048735
2020-03-12	766359.407	0.02061636	10403728.819	0.27987789	2810.979	7.562e-05	20927.063	0.00056297
2020-03-13	759455.269	0.02043063	11163184.088	0.30030852	3051.906	8.21e-05	23978.968	0.00064507
2020-03-14	752551.13	0.0202449	11915735.218	0.32055341	3364.359	9.051e-05	27343.327	0.00073558
2020-03-15	738742.852	0.01987343	12654478.07	0.34042684	3738.619	0.00010058	31081.946	0.00083616
2020-03-16	724934.575	0.01950197	13379412.645	0.35992881	4124.312	0.00011095	35206.258	0.00094711
2020-03-17	711126.297	0.0191305	14090538.942	0.37905931	4308.183	0.0001159	39514.44	0.00106301
2020-03-18	690413.881	0.0185733	14780952.823	0.39763261	4473.882	0.00012035	43988.322	0.00118336
2020-03-19	669701.464	0.0180161	15450654.287	0.41564871	4556.732	0.00012258	48545.054	0.00130594
2020-03-20	648989.048	0.0174589	16099643.335	0.43310761	4639.581	0.00012481	53184.635	0.00143076
2020-03-21	635180.77	0.01708744	16734824.106	0.45019505	4639.581	0.00012481	57824.216	0.00155557
2020-03-22	621372.493	0.01671597	17356196.598	0.46691102	4598.156	0.0001237	62422.373	0.00167927
2020-03-23	607564.215	0.0163445	17963760.813	0.48325552	4556.732	0.00012258	66979.105	0.00180185
2020-03-24	593755.937	0.01597304	18557516.751	0.49922856	4515.307	0.00012147	71494.411	0.00192332
2020-03-25	573043.521	0.01541584	19130560.272	0.5146444	4432.457	0.00011924	75926.868	0.00204256
2020-03-26	552331.104	0.01485864	19682891.376	0.52950304	4349.607	0.00011701	80276.476	0.00215957
2020-03-27	531618.688	0.01430144	20214510.065	0.54380448	4266.758	0.00011478	84543.234	0.00227436
2020-03-28	510906.272	0.01374424	20725416.337	0.55754872	4142.483	0.00011144	88685.717	0.0023858
2020-03-29	490193.855	0.01318704	21215610.192	0.57073577	4018.209	0.0001081	92703.926	0.00249389
2020-03-30	469481.439	0.01262984	21685091.631	0.58336561	3893.934	0.00010475	96597.86	0.00259865
2020-03-31	448769.023	0.01207265	22133860.653	0.59543825	3811.085	0.00010252	100408.945	0.00270117
2020-04-01	428056.606	0.01151545	22561917.259	0.6069537	3728.235	0.0001003	104137.18	0.00280147
2020-04-02	410105.845	0.01103254	22972023.104	0.61798624	3645.385	9.807e-05	107782.565	0.00289953
2020-04-03	392155.084	0.01054963	23364178.189	0.62853588	3562.536	9.584e-05	111345.101	0.00299537
2020-04-04	372823.496	0.01002958	23737001.684	0.63856546	3438.261	9.25e-05	114783.362	0.00308787
2020-04-05	353491.907	0.00950953	24090493.591	0.64807499	3313.987	8.915e-05	118097.348	0.00317702
2020-04-06	336921.974	0.00906377	24427415.565	0.65713876	3189.712	8.581e-05	121287.06	0.00326283
2020-04-07	320352.041	0.00861801	24747767.606	0.66575677	3065.438	8.247e-05	124352.498	0.00334529
2020-04-08	317590.385	0.00854372	25065357.991	0.67430049	2941.163	7.912e-05	127293.661	0.00342441
2020-04-09	301020.452	0.00809796	25366378.443	0.68239845	2816.889	7.578e-05	130110.55	0.00350019
2020-04-10	285831.347	0.00768935	25652209.789	0.69008779	2692.614	7.244e-05	132803.164	0.00357263
2020-04-11	272023.069	0.00731788	25924232.858	0.69740567	2568.34	6.909e-05	135371.504	0.00364172
2020-04-12	258214.791	0.00694641	26182447.65	0.70435209	2460.635	6.62e-05	137832.139	0.00370792
2020-04-13	244406.514	0.00657495	26426854.164	0.71092704	2352.931	6.33e-05	140185.069	0.00377122
2020-04-14	230598.236	0.00620348	26657452.4	0.71713052	2236.941	6.018e-05	142422.01	0.00383139
2020-04-15	216789.959	0.00583202	26874242.358	0.72296253	2120.951	5.706e-05	144542.962	0.00388845
2020-04-16	202981.681	0.00546055	27077224.039	0.72842308	2021.532	5.438e-05	146564.493	0.00394283
2020-04-17	189173.403	0.00508908	27266397.443	0.73351217	1922.112	5.171e-05	148486.606	0.00399454
2020-04-18	175365.126	0.00471762	27441762.568	0.73822979	1905.542	5.126e-05	150392.148	0.0040458
2020-04-19	161556.848	0.00434615	27603319.416	0.74257594	1806.123	4.859e-05	152198.271	0.00409439
2020-04-20	151891.054	0.00408613	27755210.47	0.74666206	1714.988	4.614e-05	153913.259	0.00414053
2020-04-21	144986.915	0.00390039	27900197.385	0.75056246	1632.138	4.391e-05	155545.397	0.00418443
2020-04-22	138082.776	0.00371466	28038280.161	0.75427712	1549.289	4.168e-05	157094.686	0.00422611
2020-04-23	131178.637	0.00352893	28169458.799	0.75780604	1466.439	3.945e-05	158561.125	0.00426556
2020-04-24	124274.499	0.00334319	28293733.297	0.76114924	1383.589	3.722e-05	159944.714	0.00430278
2020-04-25	117370.36	0.00315746	28411103.657	0.7643067	1300.74	3.499e-05	161245.454	0.00433778
2020-04-26	110466.221	0.00297173	28521569.878	0.76727843	1217.89	3.276e-05	162463.344	0.00437054
2020-04-27	103562.082	0.002786	28625131.96	0.77006442	1135.04	3.053e-05	163598.385	0.00440107
2020-04-28	96657.943	0.00260026	28721789.903	0.77266468	1052.191	2.831e-05	164650.575	0.00442938
2020-04-29	89753.804	0.00241453	28811543.708	0.77507921	969.341	2.608e-05	165619.916	0.00445546
2020-04-30	82849.666	0.0022288	28894393.373	0.77730801	911.346	2.452e-05	166531.263	0.00447997
2020-05-01	78707.182	0.00211736	28973100.556	0.77942537	869.921	2.34e-05	167401.184	0.00450337
2020-05-02	74564.699	0.00200592	29047665.255	0.78143128	828.497	2.229e-05	168229.681	0.00452566
2020-05-03	70422.216	0.00189448	29118087.471	0.78332576	787.072	2.117e-05	169016.753	0.00454684
2020-05-04	66279.733	0.00178304	29184367.203	0.7851088	745.647	2.006e-05	169762.4	0.0045669
2020-05-05	62137.249	0.0016716	29246504.453	0.78678039	704.222	1.894e-05	170466.622	0.00458584
2020-05-06	57994.766	0.00156016	29304499.219	0.78834055	662.797	1.783e-05	171129.419	0.00460367
2020-05-07	53852.283	0.00144872	29358351.501	0.78978927	621.372	1.672e-05	171750.792	0.00462039
2020-05-08	49709.799	0.00133728	29408061.301	0.79112654	579.948	1.56e-05	172330.739	0.00463599
2020-05-09	45567.316	0.00122584	29453628.617	0.79235238	538.523	1.449e-05	172869.262	0.00465048
2020-05-10	41424.833	0.0011144	29495053.45	0.79346678	497.098	1.337e-05	173366.36	0.00466385
2020-05-11	37282.35	0.00100296	29532335.799	0.79446974	472.243	1.27e-05	173838.603	0.00467655
2020-05-12	33139.866	0.00089152	29565475.666	0.79536126	447.388	1.204e-05	174285.992	0.00468859
2020-05-13	30378.211	0.00081723	29595853.876	0.79617848	422.533	1.137e-05	174708.525	0.00469995
2020-05-14	27616.555	0.00074293	29623470.432	0.79692141	397.678	1.07e-05	175106.203	0.00471065
2020-05-15	24854.9	0.00066864	29648325.331	0.79759005	372.823	1.003e-05	175479.027	0.00472068
2020-05-16	22093.244	0.00059435	29670418.575	0.7981844	347.969	9.36e-06	175826.995	0.00473004
2020-05-17	19331.589	0.00052005	29689750.164	0.79870445	323.114	8.69e-06	176150.109	0.00473874
2020-05-18	16569.933	0.00044576	29706320.097	0.79915021	298.259	8.02e-06	176448.368	0.00474676
2020-05-19	13808.278	0.00037147	29720128.375	0.79952168	273.404	7.36e-06	176721.772	0.00475411
2020-05-20	11046.622	0.00029717	29731174.997	0.79981885	248.549	6.69e-06	176970.321	0.0047608
2020-05-21	8284.967	0.00022288	29739459.963	0.80004173	223.694	6.02e-06	177194.015	0.00476682
2020-05-22	5523.311	0.00014859	29744983.275	0.80019032	198.839	5.35e-06	177392.854	0.00477217
2020-05-23	2761.656	7.429e-05	29747744.93	0.80026461	182.269	4.9e-06	177575.123	0.00477707
2020-05-24	2071.242	5.572e-05	29749816.172	0.80032033	165.699	4.46e-06	177740.823	0.00478153
2020-05-25	1795.076	4.829e-05	29751611.248	0.80036862	149.129	4.01e-06	177889.952	0.00478554
2020-05-26	1518.911	4.086e-05	29753130.158	0.80040948	132.559	3.57e-06	178022.511	0.00478911
2020-05-27	1242.745	3.343e-05	29754372.903	0.80044291	115.99	3.12e-06	178138.501	0.00479223
2020-05-28	966.579	2.6e-05	29755339.483	0.80046891	99.42	2.67e-06	178237.921	0.0047949
2020-05-29	828.497	2.229e-05	29756167.979	0.8004912	82.85	2.23e-06	178320.77	0.00479713
2020-05-30	690.414	1.857e-05	29756858.393	0.80050978	66.28	1.78e-06	178387.05	0.00479891
2020-05-31	552.331	1.486e-05	29757410.724	0.80052463	49.71	1.34e-06	178436.76	0.00480025
2020-06-01	414.248	1.114e-05	29757824.973	0.80053578	33.14	8.9e-07	178469.9	0.00480114
2020-06-02	276.166	7.43e-06	29758101.138	0.80054321	16.57	4.5e-07	178486.47	0.00480159
2020-06-03	138.083	3.71e-06	29758239.221	0.80054692	12.427	3.3e-07	178498.897	0.00480192
2020-06-04	69.041	1.86e-06	29758308.262	0.80054878	10.77	2.9e-07	178509.667	0.00480221
2020-06-05	34.521	9.3e-07	29758342.783	0.80054971	9.113	2.5e-07	178518.781	0.00480246
2020-06-06	13.808	3.7e-07	29758356.591	0.80055008	7.456	2e-07	178526.237	0.00480266
2020-06-07	0.0	0.0	29758356.591	0.80055008	5.799	1.6e-07	178532.037	0.00480281
2020-06-08	0.0	0.0	29758356.591	0.80055008	4.971	1.3e-07	178537.008	0.00480295
2020-06-09	0.0	0.0	29758356.591	0.80055008	4.142	1.1e-07	178541.15	0.00480306
2020-06-10	0.0	0.0	29758356.591	0.80055008	3.314	9e-08	178544.464	0.00480315
2020-06-11	0.0	0.0	29758356.591	0.80055008	2.485	7e-08	178546.95	0.00480321
2020-06-12	0.0	0.0	29758356.591	0.80055008	1.657	4e-08	178548.607	0.00480326
2020-06-13	0.0	0.0	29758356.591	0.80055008	0.828	2e-08	178549.435	0.00480328
2020-06-14	0.0	0.0	29758356.591	0.80055008	0.414	1e-08	178549.85	0.00480329
2020-06-15	0.0	0.0	29758356.591	0.80055008	0.207	1e-08	178550.057	0.0048033
2020-06-16	0.0	0.0	29758356.591	0.80055008	0.083	0.0	178550.14	0.0048033
