Name	Cases	Cases_per_capita	Total_Cases	Total_Cases_per_capita	Deaths	Deaths_per_capita	Total_Deaths	Total_Deaths_per_capita
Sao Tome and Principe	0.156	7.4e-07	1.299	6.16e-06	0.0	0.0	0.001	0.0
Ethiopia	514.741	4.71e-06	759242.611	0.00695121	52.504	4.8e-07	4339.265	3.973e-05
Ethiopia	0.0	0.0	759242.611	0.00695121	46.327	4.2e-07	4385.591	4.015e-05
Ethiopia	0.0	0.0	759242.611	0.00695121	40.15	3.7e-07	4425.741	4.052e-05
Ethiopia	0.0	0.0	759242.611	0.00695121	33.973	3.1e-07	4459.714	4.083e-05
Ethiopia	0.0	0.0	759242.611	0.00695121	27.796	2.5e-07	4487.51	4.109e-05
Ethiopia	0.0	0.0	759242.611	0.00695121	21.619	2e-07	4509.129	4.128e-05
Ethiopia	0.0	0.0	759242.611	0.00695121	15.442	1.4e-07	4524.571	4.142e-05
Ethiopia	0.0	0.0	759242.611	0.00695121	12.354	1.1e-07	4536.925	4.154e-05
Ethiopia	0.0	0.0	759242.611	0.00695121	9.265	8e-08	4546.19	4.162e-05
Ethiopia	0.0	0.0	759242.611	0.00695121	6.177	6e-08	4552.367	4.168e-05
Ethiopia	0.0	0.0	759242.611	0.00695121	3.088	3e-08	4555.456	4.171e-05
Swaziland	0.111	1e-07	82.101	7.226e-05	0.007	1e-08	0.464	4.1e-07
Guinea	6.65	5.4e-07	9808.119	0.00079007	0.678	5e-08	56.056	4.52e-06
Guinea	0.0	0.0	9808.119	0.00079007	0.598	5e-08	56.654	4.56e-06
Guinea	0.0	0.0	9808.119	0.00079007	0.519	4e-08	57.173	4.61e-06
Guinea	0.0	0.0	9808.119	0.00079007	0.439	4e-08	57.612	4.64e-06
Guinea	0.0	0.0	9808.119	0.00079007	0.359	3e-08	57.971	4.67e-06
Guinea	0.0	0.0	9808.119	0.00079007	0.279	2e-08	58.25	4.69e-06
Guinea	0.0	0.0	9808.119	0.00079007	0.199	2e-08	58.45	4.71e-06
Guinea	0.0	0.0	9808.119	0.00079007	0.16	1e-08	58.609	4.72e-06
Guinea	0.0	0.0	9808.119	0.00079007	0.12	1e-08	58.729	4.73e-06
Guinea	0.0	0.0	9808.119	0.00079007	0.08	1e-08	58.809	4.74e-06
Guinea	0.0	0.0	9808.119	0.00079007	0.04	0.0	58.849	4.74e-06
