Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
Rio Grande do Norte	30287.0	1034.0	2904.0	26349.0	N/A	N/A	N/A	N/A	344666.666667	159076.923077	103400.0	N/A	N/A	N/A
Tocantins	10764.0	200.0	6916.0	3648.0	N/A	N/A	N/A	N/A	66666.6666667	30769.2307692	20000.0	N/A	N/A	N/A
Paraiba	46957.0	977.0	14930.0	31050.0	N/A	N/A	N/A	N/A	325666.666667	150307.692308	97700.0	N/A	N/A	N/A
Rio de Janeiro	112611.0	10080.0	93423.0	9108.0	N/A	N/A	N/A	N/A	3360000.0	1550769.23077	1008000.0	N/A	N/A	N/A
Mato Grosso do Sul	7965.0	76.0	4387.0	3502.0	N/A	N/A	N/A	N/A	25333.3333333	11692.3076923	7600.0	N/A	N/A	N/A
Acre	13253.0	365.0	6270.0	6618.0	N/A	N/A	N/A	N/A	121666.666667	56153.8461538	36500.0	N/A	N/A	N/A
Pernambuco	58858.0	4829.0	40347.0	13682.0	N/A	N/A	N/A	N/A	1609666.66667	742923.076923	482900.0	N/A	N/A	N/A
Espirito Santo	46893.0	1648.0	27580.0	17665.0	N/A	N/A	N/A	N/A	549333.333333	253538.461538	164800.0	N/A	N/A	N/A
Sao Paulo	281380.0	14763.0	49295.0	217322.0	N/A	N/A	N/A	N/A	4921000.0	2271230.76923	1476300.0	N/A	N/A	N/A
Mato Grosso	15636.0	593.0	5891.0	9152.0	N/A	N/A	N/A	N/A	197666.666667	91230.7692308	59300.0	N/A	N/A	N/A
Para	103206.0	4920.0	90860.0	7426.0	N/A	N/A	N/A	N/A	1640000.0	756923.076923	492000.0	N/A	N/A	N/A
Alagoas	35962.0	1052.0	27502.0	7408.0	N/A	N/A	N/A	N/A	350666.666667	161846.153846	105200.0	N/A	N/A	N/A
Ceara	108699.0	6146.0	85938.0	16615.0	N/A	N/A	N/A	N/A	2048666.66667	945538.461538	614600.0	N/A	N/A	N/A
Sergipe	25411.0	676.0	10109.0	14626.0	N/A	N/A	N/A	N/A	225333.333333	104000.0	67600.0	N/A	N/A	N/A
Amapa	28492.0	417.0	13573.0	14502.0	N/A	N/A	N/A	N/A	139000.0	64153.8461538	41700.0	N/A	N/A	N/A
Rio Grande do Sul	26941.0	614.0	21664.0	4663.0	N/A	N/A	N/A	N/A	204666.666667	94461.5384615	61400.0	N/A	N/A	N/A
Rondonia	21251.0	518.0	9225.0	11508.0	N/A	N/A	N/A	N/A	172666.666667	79692.3076923	51800.0	N/A	N/A	N/A
Amazonas	70823.0	2823.0	57616.0	10384.0	N/A	N/A	N/A	N/A	941000.0	434307.692308	282300.0	N/A	N/A	N/A
Piaui	20422.0	663.0	20479.0	-720.0	N/A	N/A	N/A	N/A	221000.0	102000.0	66300.0	N/A	N/A	N/A
Santa Catarina	26354.0	341.0	20505.0	5508.0	N/A	N/A	N/A	N/A	113666.666667	52461.5384615	34100.0	N/A	N/A	N/A
Distrito Federal	49218.0	587.0	33970.0	14661.0	N/A	N/A	N/A	N/A	195666.666667	90307.6923077	58700.0	N/A	N/A	N/A
Bahia	73307.0	1853.0	47759.0	23695.0	N/A	N/A	N/A	N/A	617666.666667	285076.923077	185300.0	N/A	N/A	N/A
Maranhao	80451.0	2048.0	61093.0	17310.0	N/A	N/A	N/A	N/A	682666.666667	315076.923077	204800.0	N/A	N/A	N/A
Goias	24381.0	474.0	0.0	23907.0	N/A	N/A	N/A	N/A	158000.0	72923.0769231	47400.0	N/A	N/A	N/A
Minas Gerais	45001.0	965.0	26432.0	17604.0	N/A	N/A	N/A	N/A	321666.666667	148461.538462	96500.0	N/A	N/A	N/A
Roraima	14641.0	283.0	4420.0	9938.0	N/A	N/A	N/A	N/A	94333.3333333	43538.4615385	28300.0	N/A	N/A	N/A
Parana	22877.0	649.0	5230.0	16998.0	N/A	N/A	N/A	N/A	216333.333333	99846.1538462	64900.0	N/A	N/A	N/A
